Key,Source,Context,Changes,English,Russian,Spanish
BuffLegPunctuteName,buffs,buff,,Leg puncture,Прокол ноги,Punción en la pierna
BuffLegPunctuteTooltip,buffs,buff,,You punctured your foot,Вы прокололи ногу,Te has pinchado el pie
BuffLegPunctuteIncDesc,buffs,Buff,,"You stepped on something sharp and punctured your leg. The wound is not fatal but extremely unpleasant.\n\nYour movement speed is reduced by [DECEA3]25%[-]","Вы всё-таки наступили на что-то острое и прокололи ногу. Рана не смертельная, но крайне неприятная.\n\nВаша скорость передвижения снижена на [DECEA3]25%[-]","Has pisado algo afilado y te has pinchado la pierna. La herida no es mortal pero sí extremadamente desagradable.\n\nTu velocidad de movimiento se reduce en un [DECEA3]25%[-]"

buffDeepSnowKey,buffs,buff,,Snow,Снег,Nieve
buffDeepSnowBaseTooltip,buffs,buff,,You are moving through deep snow,Вы передвигаетесь по глубокому снегу,Te mueves por nieve profunda
buffDeepSnowBaseIncDesc,buffs,Buff,,"Moving through deep snow is not easy, and running is even more so. \n\nYour walking speed is reduced by [DECEA3]25%[-], running speed by [DECEA3]50%[-], jump height by [DECEA3]25%[-], and stamina consumption when jumping is increased by [DECEA3]25%[-]\n\n[DECEA3]You need to equip the [DECEA3]Snowshoes[-] modification to increase your mobility[-]","Передвигаться по глубокому снегу не так уж и просто, а бегать тем более. \n\nВаша скорость ходьбы снижена на [DECEA3]25%[-]. Скорость бега на [DECEA3]50%[-]. Высота прыжка на [DECEA3]25%[-], а расход выносливости при прыжках увеличен на [DECEA3]25%[-]\n\n[DECEA3]Вам необходимо надеть модификацию [DECEA3]Снегоступы[-], чтобы повысить вашу мобильность.[-]","Moverse por nieve profunda no es fácil, y correr lo es aún menos.\n\nTu velocidad al caminar se reduce en un [DECEA3]25%[-], la velocidad al correr en un [DECEA3]50%[-], la altura de salto en un [DECEA3]25%[-], y el consumo de resistencia al saltar aumenta en un [DECEA3]25%[-]\n\n[DECEA3]Necesitas equipar la modificación [DECEA3]Raquetas de Nieve[-] para aumentar tu movilidad[-]"
buffDeepSnowResistName,buffs,buff,,Deep Snow 2, Глубокий снег [DECEA3]СНЕГОСТУПЫ[-],Nieve Profunda 2 [DECEA3]RAQUETAS DE NIEVE[-].
buffDeepSnowResistTooltip,buffs,buff,,You are moving through deep snow (SNOWSHOES),Вы передвигаетесь по глубокому снегу (СНЕГОСТУПЫ),Te mueves por nieve profunda (RAQUETAS DE NIEVE)
buffDeepSnowResistIncDesc,buffs,Buff,,"You are moving through deep snow. You have snowshoes, but you still cannot move at full speed.\n\nYour walking speed is reduced by [DECEA3]10%[-], your running speed is reduced by [DECEA3]20%[-], and your jump height is reduced by [DECEA3]10%[-]","Вы передвигаетесь по глубокому снегу. У Вас есть «Снегоступы», но вы всё равно не можете двигаться в полную силу.\n\nВаша скорость ходьбы снижена на [DECEA3]10%[-]. Скорость бега на [DECEA3]20%[-], а высота прыжка на [DECEA3]10%[-]","Te mueves por nieve profunda. Tienes raquetas de nieve, pero aún no puedes moverte a toda velocidad.\n\nTu velocidad al caminar se reduce en un [DECEA3]10%[-], tu velocidad al correr se reduce en un [DECEA3]20%[-], y tu altura de salto se reduce en un [DECEA3]10%[-]"

buffTerSand,buffs,buff,,Sand,Песок,Arena
buffTerSandBaseTooltip,buffs,buff,,You are moving on the sand,Вы передвигаетесь по песку,Te mueves por la arena
buffTerSandBaseIncDesc,buffs,Buff,,"Moving on shifting sand is not so easy, and running is even more so. \n\nYour walking speed is reduced by [DECEA3]15%[-], running speed by [DECEA3]15%[-], jump height by [DECEA3]20%[-], and stamina consumption when jumping is increased by [DECEA3]10%[-]\n\n[DECEA3]You need to equip the [DECEA3]Wide Sole[-] modification to increase your mobility[-]","Передвигаться по зыбкому песку не так уж и просто, а бегать тем более.\n\nВаша скорость ходьбы снижена на [DECEA3]15%[-]. Скорость бега на [DECEA3]15%[-]. Высота прыжка на [DECEA3]20%[-], а расход выносливости при прыжках увеличен на [DECEA3]10%[-]\n\n[DECEA3]Вам необходимо надеть модификацию [DECEA3]Широкая подошва[-], чтобы повысить вашу мобильность.[-]","Moverse por arena movediza no es tan fácil, y correr lo es aún menos.\n\nTu velocidad al caminar se reduce en un [DECEA3]15%[-], la velocidad al correr en un [DECEA3]15%[-], la altura de salto en un [DECEA3]20%[-], y el consumo de resistencia al saltar aumenta en un [DECEA3]10%[-]\n\n[DECEA3]Necesitas equipar la modificación [DECEA3]Suela Ancha[-] para aumentar tu movilidad[-]"
buffTerSandResistName,buffs,buff,,Sand [DECEA3]Wide Sole[-], Песок [DECEA3]Широкая подошва[-],Arena [DECEA3]Suela Ancha[-].
buffTerSandResistTooltip,buffs,buff,,You are moving on the sand (Wide Sole),Вы передвигаетесь по песку (Широкая подошва),Te mueves por la arena (Suela Ancha)
buffTerSandResistIncDesc,buffs,Buff,,"You move across the sand. You have wide soles, but you still cannot move at full strength. \n\nYour walking speed, running speed, and jumping height are reduced by [DECEA3]5%[-]","Вы передвигаетесь по песку. У Вас есть широкая подошва, но вы всё равно не можете двигаться в полную силу. \n\nВаша скорость ходьбы, бега и высота прыжка снижены на [DECEA3]5%[-]","Te mueves por la arena. Tienes suelas anchas, pero aún no puedes moverte con toda tu fuerza.\n\nTu velocidad al caminar, correr y la altura de salto se reducen en un [DECEA3]5%[-]"

buffRoughGroundKey,buffs,buff,,Ground,Земля,Tierra
buffRoughGroundBaseTooltip,buffs,buff,,You are moving on the rough ground,Вы передвигаетесь по неровной земле,Te mueves por terreno irregular
buffRoughGroundBaseIncDesc,buffs,Buff,,"It's not easy to move around on rough ground, let alone run. \n\nYour movement speed is reduced by [DECEA3]15%[-]\n\n[DECEA3]You need to equip any footwear to increase your mobility[-]","Передвигаться по грубой земле не так уж и просто, а бегать тем более. \n\nВаша скорость передвижения снижена на [DECEA3]15%[-]\n\n[DECEA3]Вам необходимо надеть любую обувь, чтобы повысить вашу мобильность.[-]","No es fácil moverse por terreno irregular, y mucho menos correr.\n\nTu velocidad de movimiento se reduce en un [DECEA3]15%[-]\n\n[DECEA3]Necesitas equipar cualquier calzado para aumentar tu movilidad[-]"

buffDesertGroundKey,buffs,buff,,Desert,Пустыня,Desierto
buffDesertGroundBaseTooltip,buffs,buff,,You are moving on the desert ground,Вы передвигаетесь по пустынной земле,Te mueves por terreno desértico
buffDesertGroundBaseIncDesc,buffs,Buff,,"Moving around the desert ground isn't easy, let alone running. \n\nYour movement speed is reduced by [DECEA3]10%[-] and your jump height is reduced by [DECEA3]15%[-]\n\n[DECEA3]You need to equip the [DECEA3]Wide Sole[-] modification to increase your mobility[-]","Передвигаться по пустынной земле не так уж и просто, а бегать тем более. \n\nВаша скорость передвижения снижена на [DECEA3]10%[-], а высота прыжка на [DECEA3]15%[-]\n\n[DECEA3]Вам необходимо надеть модификацию [DECEA3]Широкая подошва[-], чтобы повысить вашу мобильность.[-]","Moverse por terreno desértico no es fácil, y mucho menos correr.\n\nTu velocidad de movimiento se reduce en un [DECEA3]10%[-], y tu altura de salto se reduce en un [DECEA3]15%[-]\n\n[DECEA3]Necesitas equipar la modificación [DECEA3]Suela Ancha[-] para aumentar tu movilidad[-]"

BuffGravelKey,buffs,buff,,Gravel,Гравий,Grava
BuffGravelBonusTooltip,buffs,buff,,You are moving on gravel,Вы передвигаетесь по гравию,Te mueves por la grava
BuffGravelBonusIncDesc,buffs,Buff,,"Gravel makes walking easier and safer.\n\nYour mobility is increased by [DECEA3]5%[-]","По гравию передвигаться легче и безопаснее.\n\nВаша мобильность увеличена на [DECEA3]5%[-]","La grava facilita y hace más seguro caminar.\n\nTu movilidad aumenta en un [DECEA3]5%[-]"

BuffConcreteKey,buffs,buff,,Concrete,Бетон,Hormigón
BuffConcreteBonusTooltip,buffs,buff,,You are moving on Concrete,Вы передвигаетесь по бетону,Te mueves por hormigón
BuffConcreteBonusIncDesc,buffs,Buff,,"Walking on smooth concrete is a pleasure.\n\nYour mobility is increased by [DECEA3]10%[-]","Ходить по гладкому бетону - одно удовольствие.\n\nВаша мобильность увеличена на [DECEA3]10%[-]","Caminar sobre hormigón liso es un placer.\n\nTu movilidad aumenta en un [DECEA3]10%[-]"

BuffAsphaltKey,buffs,buff,,Asphalt,Асфальт,Asfalto
BuffAsphaltBonusTooltip,buffs,buff,,You are moving on Asphalt,Вы передвигаетесь по асфальту,Te mueves por asfalto
BuffAsphaltBonusIncDesc,buffs,Buff,,"A great asphalt road is important not only when you are in transport.\n\nYour mobility is increased by [DECEA3]25%[-]","Прекрасная асфальтовая дорога важна не только когда вы на транспорте.\n\nВаша мобильность увеличена на [DECEA3]25%[-]","Una gran carretera de asfalto es importante no solo cuando estás en transporte.\n\nTu movilidad aumenta en un [DECEA3]25%[-]"

modSnowResist,item_modifiers,mod,,Snowshoes Mod,Мод Снегоступы,Mod. Raquetas de Nieve
modSnowResistDesc,item_modifiers,mod,,"Moving through deep snow is now no problem. You significantly increase your mobility when moving through snow","Передвигаться по глубокому снегу теперь не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по снегу.","Moverse por nieve profunda ya no es un problema. Aumentas significativamente tu movilidad al moverte por la nieve."
modSandResist,item_modifiers,mod,,Wide Sole Mod,Мод Широкая подошва,Mod. Suela Ancha
modSandResistDesc,item_modifiers,mod,,"Moving on shifting sand will not be a problem. You significantly increase your mobility when moving on sand and desert soil","Передвигаться по зыбкому песку не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по песку и пустынному грунту.","Moverse por arena movediza no será un problema. Aumentas significativamente tu movilidad al moverte por arena y terreno desértico."
modDesrtResist,item_modifiers,mod,,Sole Protection Mod,Мод Защита подошвы,Mod. Protección de Suela
modDesrtResistDesc,item_modifiers,mod,,"Moving on dangerous surfaces is now no problem. You significantly increase your mobility when moving on dangerous ground, and you are also completely protected from punctures","Передвигаться по опасным поверхностям теперь не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по опасному грунту, а также вы полностью защищены от прокола ноги.","Moverse por superficies peligrosas ya no es un problema. Aumentas significativamente tu movilidad al moverte por terreno peligroso, y también estás completamente protegido contra pinchazos."
