Key,Source,Context,Changes,English,Russian,Spanish
statRoundsPerMinute,ui_display,Item stat,,"Round per minute","Скорострельность","Rondas por minuto"
statReloadSpeedShotgun,ui_display,Item stat,,"Reload speed: Shotguns","Скорость перезарядки: Дробовик","Velocidad de recarga, Escopetas"
statRoundsPerMinuteShotgun,ui_display,Item stat,,"Round per minute: Shotguns","Скорострельность: Дробовик","Rondas por minuto, Escopetas"

buffLumberjackSetBonus,buffs,Buff,,Lumberjack,Дровосек,Leñador
buffPreacherSetBonus,buffs,Buff,,Preacher,Священник,Predicador
buffRogueSetBonus,buffs,Buff,,Rogue,Разбойник,Pícaro
buffAthleticSetBonus,buffs,Buff,,Athletic,Спортсмен,Atlético
buffEnforcerSetBonus,buffs,Buff,,Enforcer,Законник,Ejecutor
buffFarmerSetBonus,buffs,Buff,,Farmer,Фермер,Granjero
buffBikerSetBonus,buffs,Buff,,Biker,Байкер,Motociclista
buffScavengerSetBonus,buffs,Buff,,Scavenger,Мусорщик,Carroñero
buffRangerSetBonus,buffs,Buff,,Ranger,Егерь,Guardabosques
buffCommandoSetBonus,buffs,Buff,,Commando,Спецназ,Comando
buffAssassinSetBonus,buffs,Buff,,Assassin,Убийца,Asesino
buffMinerSetBonus,buffs,Buff,,Miner,Шахтер,Minero
buffNomadSetBonus,buffs,Buff,,Nomad,Бродяга,Nómada
buffNerdSetBonus,buffs,Buff,,Nerd,Ботан,Empollón
buffRaiderSetBonus,buffs,Buff,,Raider,Налетчик,Asaltante

buffSetBonusName,buffs,Buff,,Full Set Bonus,Бонус за полный комплект,Bonificación de conjunto completo
buffSemiSetBonusName,buffs,Buff,,Semi Set Bonus,Бонус за полукомплект,Bonificación de medio conjunto

buffLightArmorSetBonusName,buffs,buff,,Light Armor bonus,Бонус легкой брони,Bonificación de armadura ligera
buffLightArmorSetBonusTooltip,buffs,buff,,Light armor bonus is active,Бонус от легкой брони активен,Bonificación de armadura ligera activa
buffLightArmorSetBonusDesc,buffs,Buff,,"Light armor does not restrict movement and weighs almost nothing.\n\nMovement speed increased by [DECEA3]10%[-].\nOverall heat resistance increased by [DECEA3]10%[-], and cold resistance decreased by [DECEA3]5%[-].","Легкая броня не стесняет при движении и почти ничего не весит.\n\nСкорость передвижения увеличена на [DECEA3]10%[-].\nОбщее сопротивление жаре увеличено на [DECEA3]10%[-], а холоду снижено на [DECEA3]5%[-].","La armadura ligera no restringe el movimiento y casi no pesa.\n\nLa velocidad de movimiento aumentó en un [DECEA3]10%[-].\nLa resistencia general al calor aumentó en un [DECEA3]10%[-] y la resistencia al frío disminuyó en un [DECEA3]5%[-]."

buffMediumArmorSetBonusName,buffs,buff,,Medium Armor bonus,Бонус средней брони,Bonificación de armadura media
buffMediumArmorSetBonusTooltip,buffs,buff,,Medium armor bonus is active,Бонус от средней брони активен,Bonificación de armadura media activa
buffMediumArmorSetBonusDesc,buffs,Buff,,"Medium armor is ideal for actively shooting infected people.\n\nRanged weapon damage increased by [DECEA3]10%[-].\nOverall temperature resistance increased by [DECEA3]5%[-].","Средняя броня идеально подходит для активного отстрела зараженных.\n\nУрон от оружия дальнего боя увеличен на [DECEA3]10%[-].\nОбщее сопротивление температурам увеличено на [DECEA3]5%[-].","La armadura media es ideal para disparar activamente a los infectados.\n\nEl daño del arma a distancia aumentó en un [DECEA3]10%[-].\nLa resistencia general a la temperatura aumentó en un [DECEA3]5%[-]."

buffHeavyArmorSetBonusName,buffs,buff,,Heavy Armor bonus,Бонус тяжелой брони,Bonificación de armadura pesada
buffHeavyArmorSetBonusTooltip,buffs,buff,,Heavy armor bonus is active,Бонус от тяжелой брони активен,Bonificación de armadura pesada activa
buffHeavyArmorSetBonusDesc,buffs,Buff,,"Heavy armor makes you much more resistant to damage taken. And in melee combat, you deal enhanced blows.\n\nYou gain 30 health\nMelee weapon damage increased by [DECEA3]10%[-].\nOverall cold resistance increased by [DECEA3]10%[-], and heat resistance decreased by [DECEA3]5%[-].","Тяжелая броня делает вас намного устойчивее к получаемому урону. А в ближнем бою вы наносите усиленные удары.\n\nВы получаете 30 единиц здоровья.\nУрон от оружия ближнего боя увеличен на [DECEA3]10%[-].\nОбщее сопротивление холоду увеличено на [DECEA3]10%[-], а жаре снижено на [DECEA3]5%[-].","La armadura pesada te hace mucho más resistente al daño recibido. Y en combate cuerpo a cuerpo, infliges golpes mejorados.\n\nObtienes 30 de salud\nEl daño de las armas cuerpo a cuerpo aumentó en un [DECEA3]10%[-].\nLa resistencia general al frío aumentó en un [DECEA3]10%[-] y la resistencia al calor disminuyó en un [DECEA3]5%[-]."

armorLumberjackHelmetDesc,items,Clothes,,Light Armor\nBirds and wasps are your friends. You can find more honey by cutting down trees.\n\nFull Set Bonus: Increases wood harvest.,Легкая броня\nПтицы и осы - ваши друзья. Вы можете найти больше мёда при рубке деревьев.\n\nБонус комплекта: Увеличивает количество добываемого дерева.,"Armadura ligera\nLos pájaros y las avispas son tus amigos. Puedes encontrar más miel y huevos talando árboles.\n\nBonificación de conjunto completo: Aumenta la recolección de madera."
armorLumberjackOutfitDesc,items,Clothes,,Light Armor\nWith a vest full of pockets you'll have room for that. Reduces encumbrance.\n\nFull Set Bonus: Increases wood harvest.,"Легкая броня\nС жилетом, полным карманов, у вас будет место для всего, что угодно. Уменьшает перегрузку персонажа.\n\nБонус комплекта: Увеличивает количество добываемого дерева.","Armadura ligera\nCon un chaleco lleno de bolsillos tendrás espacio para eso. Reduce el peso.\n\nBonificación de conjunto completo: Aumenta la recolección de madera."
armorLumberjackGlovesDesc,items,Clothes,,Light Armor\nForget about calluses. Strong leather holds the ax handle well. Reduces stamina consumption when using axes.\n\nFull Set Bonus: Increases wood harvest.,Легкая броня\nЗабудьте про мазоли. Крепкая кожа хорошо фиксирует рукоять топора. Уменьшает расход выносливости при использовании топоров.\n\nБонус комплекта: Увеличивает количество добываемого дерева.,"Armadura ligera\nOlvídate de los callos. El cuero fuerte sujeta bien el mango del hacha. Reduce el consumo de resistencia al usar hachas.\n\nBonificación de conjunto completo: Aumenta la recolección de madera."
armorLumberjackBootsDesc,items,Clothes,,"Light Armor\nComfortable shoes for maintaining balance when swinging with axes. Increases damage with axes against blocks.\n\nFull Set Bonus: Increases wood harvest.","Легкая броня\nУдобная обувь для сохранения равновесия при размашистых ударах топорами. Увеличивает урон топорами по блокам.\n\nБонус комплекта: Увеличивает количество добываемого дерева.","Armadura ligera\nZapatos cómodos para mantener el equilibrio al balancear hachas. Aumenta el daño con hachas contra bloques.\n\nBonificación de conjunto completo: Aumenta la recolección de madera."
buffLumberjackSetBonusTooltip,buffs,Buff,,Lumberjack Full Set Bonus Active,Бонус за полный комплект дровосека активен,Bonificación de conjunto completo de leñador activa
buffLumberjackSemiSetBonusTooltip,buffs,Buff,,Lumberjack Semi Set Bonus Active,Бонус за полукомплект дровосека активен,Bonificación de medio conjunto de leñador activa
buffLumberjackSetBonusDesc,buffs,Buff,,Professional lumberjack equipment allows you to harvest timber more efficiently.\n\nWood production increased by {cvar(.armorLumberjackFSBDisplay:0)}%,Профессиональная экипировка лесоруба позволяет более эффективно заготавливать древесину.\n\nДобыча дерева увеличена на {cvar(.armorLumberjackFSBDisplay:0)}%,"El equipo de leñador profesional te permite recolectar madera de manera más eficiente.\n\nProducción de madera aumentada en {cvar(.armorLumberjackFSBDisplay:0)}%"
buffLumberjackSemiSetBonusDesc,buffs,Buff,,"Even an incomplete set of the Lumberjack allows you to harvest wood more efficiently.\n\nWood production increased by {cvar(.armorSemiLumberjackFSBDisplay01:0)}%","Даже неполный комплект Дровосека позволяет более эффективно заготавливать древесину.\n\nДобыча дерева увеличена на {cvar(.armorSemiLumberjackFSBDisplay01:0)}%","Incluso un conjunto incompleto de Leñador te permite recolectar madera de manera más eficiente.\n\nProducción de madera aumentada en {cvar(.armorSemiLumberjackFSBDisplay01:0)}%"

armorPreacherHelmetDesc,items,Clothes,,Light Armor\nThe Preacher's positive reputation is highly respected in the trading community. Receive a discount on purchased items.\n\nFull Set Bonus: Increases wasteland experience gained and provides resistance to 1 radiation effect.,Легкая броня\nПоложительная репутация Проповедника пользуется большим уважением в торговом сообществе. Получите скидку на купленные товары.\n\nБонус комплекта: Увеличивает получаемый опыт в пустоше и даёт сопротивление к 1 эффекту радиации,"Armadura ligera\nLa reputación positiva del Predicador es muy respetada en la comunidad comercial. Recibe un descuento en los artículos comprados.\n\nBonificación de conjunto completo: Aumenta la experiencia obtenida en el páramo y proporciona resistencia a 1 efecto de radiación."
armorPreacherOutfitDesc,items,Clothes,,Light Armor\nBlessed by the Lord these threads will keep you protected from evil. Reduces incoming damage.\n\nFull Set Bonus: Increases wasteland experience gained and provides resistance to 1 radiation effect.,Легкая броня\nБлагословенные Господом эти нити защитят вас от зла. Уменьшает входящий урон.\n\nБонус комплекта: Увеличивает получаемый опыт в пустоше и даёт сопротивление к 1 эффекту радиации,"Armadura ligera\nBendecidas por el Señor, estas prendas te mantendrán protegido del mal. Reduce el daño entrante.\n\nBonificación de conjunto completo: Aumenta la experiencia obtenida en el páramo y proporciona resistencia a 1 efecto de radiación."
armorPreacherGlovesDesc,items,Clothes,,Light Armor\nSmite thy enemy. Increases damage dealt to the undead.\n\nFull Set Bonus: Increases wasteland experience gained and provides resistance to 1 radiation effect.,"Легкая броня\nПорази врага твоего. Увеличивает урон, наносимый нежити.\n\nБонус комплекта: Увеличивает получаемый опыт в пустоше и даёт сопротивление к 1 эффекту радиации.","Armadura ligera\nGolpea a tu enemigo. Aumenta el daño infligido a los no muertos.\n\nBonificación de conjunto completo: Aumenta la experiencia obtenida en el páramo y proporciona resistencia a 1 efecto de radiación."
armorPreacherBootsDesc,items,Clothes,,Light Armor\nYou can't do anything if you're dead. Decreases treated healing time of abrasions and breaks.\n\nFull Set Bonus: Increases wasteland experience gained and provides resistance to 1 radiation effect.,Легкая броня\nВы ничего не сможете сделать будучи мертвым. Уменьшает время заживления ссадин и переломов.\n\nБонус комплекта: Увеличивает получаемый опыт в пустоше и даёт сопротивление к 1 эффекту радиации,"Armadura ligera\nNo puedes hacer nada si estás muerto. Disminuye el tiempo de curación de abrasiones y fracturas.\n\nBonificación de conjunto completo: Aumenta la experiencia obtenida en el páramo y proporciona resistencia a 1 efecto de radiación."
buffPreacherSetBonusTooltip,buffs,Buff,,Preacher Full Set Bonus Active,Бонус за полный комплект священника активен,Bonificación de conjunto completo de predicador activa
buffPreacherSemiSetBonusTooltip,buffs,Buff,,Preacher Semi Set Bonus Active,Бонус за полукомплект священника активен,Bonificación de medio conjunto de predicador activa
buffPreacherSetBonusDesc,buffs,Buff,,"You will be filled with faith in the wasteland.\n\nExperience gained increased by {cvar(.armorPreacherFSBDisplay:0)}% the wasteland.\nGrants resistance to one active radiation effect.","Вы преисполняетесь верой в пустоше.\n\nПолучаемый опыт увеличен на {cvar(.armorPreacherFSBDisplay:0)}% в пустоше.\nДаёт сопротивление к одному эффекту активной радиации.","Te llenarás de fe en el páramo.\n\nExperiencia obtenida aumentada en {cvar(.armorPreacherFSBDisplay:0)}% en el páramo.\nOtorga resistencia a un efecto de radiación activa."
buffPreacherSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Preacher set, you will be filled with faith in the wasteland.\n\nExperience gained is increased by {cvar(.armorSemiPreacherFSBDisplay:0)}% in the wasteland","Даже в неполном комплекте Священника. Вы преисполняетесь верой в пустоше.\n\nПолучаемый опыт увеличен на {cvar(.armorSemiPreacherFSBDisplay:0)}% в пустоше","Incluso con un conjunto incompleto de Predicador, te llenarás de fe en el páramo.\n\nLa experiencia obtenida aumenta en {cvar(.armorSemiPreacherFSBDisplay:0)}% en el páramo."

armorRogueHelmetDesc,items,Clothes,,"Light Armor\nA true rogue always recognizes profit. You find more banknotes and dukes in the loot.\n\nFull Set Bonus: Increases damage of bows and crossbows.","Легкая броня\nНастоящий разбойник всегда распознает добычу. Вы находите больше банкнот и дюков в луте.\n\nБонус комплекта: Увеличивает урон луков и арбалетов.","Armadura ligera\nUn verdadero pícaro siempre reconoce las ganancias. Encuentras más billetes y ducados en el botín.\n\nBonificación de conjunto completo: Aumenta el daño de arcos y ballestas."
armorRogueOutfitDesc,items,Clothes,,"Light Armor\nWounds heal like a dog's. Increases the healing rate of critical wounds.\n\nFull Set Bonus: Increases damage of bows and crossbows.","Легкая броня\nРаны заживают, как у собаки. Увеличивает скорость лечения критических поражений.\n\nБонус комплекта: Увеличивает урон луков и арбалетов.","Armadura ligera\nLas heridas sanan como las de un perro. Aumenta la tasa de curación de heridas críticas.\n\nBonificación de conjunto completo: Aumenta el daño de arcos y ballestas."
armorRogueGlovesDesc,items,Clothes,,"Light Armor\nArrows and bolts do not slip out of my hands at the wrong moment. Increased reload speed of bows and crossbows.\n\nFull Set Bonus: Increases damage of bows and crossbows.","Легкая броня\nСтрелы и болты не выскальзывают из рук в ненужный момент. Увеличена скорость перезарядки луков и арбалетов.\n\nБонус комплекта: Увеличивает урон луков и арбалетов.","Armadura ligera\nLas flechas y los virotes no se me escapan de las manos en el momento equivocado. Aumenta la velocidad de recarga de arcos y ballestas.\n\nBonificación de conjunto completo: Aumenta el daño de arcos y ballestas."
armorRogueBootsDesc,items,Clothes,,"Light Armor\nAlmost a ninja. Less noise and faster movement in stealth.\n\nFull Set Bonus: Increases damage of bows and crossbows.","Легкая броня\nПочти ниндзя. Меньше шума и более быстрое передвижение в режиме скрытности.\n\nБонус комплекта: Увеличивает урон луков и арбалетов.","Armadura ligera\nCasi un ninja. Menos ruido y movimiento más rápido en sigilo.\n\nBonificación de conjunto completo: Aumenta el daño de arcos y ballestas."
buffRogueSetBonusTooltip,buffs,Buff,,Rogue Full Set Bonus Active,Бонус за полный комплект разбойника активен,Bonificación de conjunto completo de pícaro activa
buffRogueSemiSetBonusTooltip,buffs,Buff,,Rogue Semi Set Bonus Active,Бонус за полукомплект разбойника активен,Bonificación de medio conjunto de pícaro activa
buffRogueSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Rogue set, you are an excellent archer.\n\nBow and crossbow damage increased by {cvar(.armorSemiRogueFSBDisplay:0)}%","Даже в неполном комплекте Разбойника. Вы прекрасно стреляете из лука.\n\nУрон луков и арбалетов увеличен на {cvar(.armorSemiRogueFSBDisplay:0)}%","Incluso con un conjunto incompleto de Pícaro, eres un excelente arquero.\n\nDaño de arco y ballesta aumentado en {cvar(.armorSemiRogueFSBDisplay:0)}%"
buffRogueSetBonusDesc,buffs,Buff,,You are a master of archery.\n\nDamage of bows and crossbows increased by {cvar(.armorRogueFSBDisplay:0)}%,Вы мастер стрельбы из лука.\n\nУрон луков и арбалетов увеличен на {cvar(.armorRogueFSBDisplay:0)}%.,"Eres un maestro de la arquería.\n\nDaño de arcos y ballestas aumentado en {cvar(.armorRogueFSBDisplay:0)}%."

armorAthleticHelmetDesc,items,Clothes,,Light Armor\nSave some food and water for the marathon. Reduced water and food consumption.\n\nFull Set Bonus: Increases all experience gained.,Легкая броня\nСохраняйте часть еды и воды на марафон. Уменьшен расход воды и еды.\n\nБонус комплекта: Увеличивает весь получаемый опыт.,"Armadura ligera\nGuarda algo de comida y agua para el maratón. Consumo de agua y comida reducido.\n\nBonificación de conjunto completo: Aumenta toda la experiencia obtenida."
armorAthleticOutfitDesc,items,Clothes,,Light Armor\nSportsman's clothing on a slender body. Increases the amount of health.\n\nFull Set Bonus: Increases all experience gained.,Легкая броня\nСпортивная одежда на стройном теле. Увеличивает количество единиц здоровья.\n\nБонус комплекта: Увеличивает весь получаемый опыт.,"Armadura ligera\nRopa de deportista en un cuerpo esbelto. Aumenta la cantidad de salud.\n\nBonificación de conjunto completo: Aumenta toda la experiencia obtenida."
armorAthleticGlovesDesc,items,Clothes,,Light Armor\nComfortable gloves for quick work with any weapon. Increases reload speed.\n\nSet Bonus: Increases all experience gained.,Легкая броня\nУдобные перчатки для быстрой работы с любым оружием. Увеличивает скорость перезарядки.\n\nБонус комплекта: Увеличивает весь получаемый опыт.,"Armadura ligera\nGuantes cómodos para trabajar rápidamente con cualquier arma. Aumenta la velocidad de recarga.\n\nBonificación de conjunto: Aumenta toda la experiencia obtenida."
armorAthleticBootsDesc,items,Clothes,,Light Armor\nComfortable shoes for jogging. Increases the speed of stamina regeneration when running.\n\nFull Set Bonus: Increases all experience gained.,Легкая броня\nУдобная обувь для пробежки. Увеличивает скорость регенерации выносливости при беге.\n\nБонус комплекта: Увеличивает весь получаемый опыт.,"Armadura ligera\nZapatos cómodos para correr. Aumenta la velocidad de regeneración de resistencia al correr.\n\nBonificación de conjunto completo: Aumenta toda la experiencia obtenida."
buffAthleticSetBonusTooltip,buffs,Buff,,Athletic Full Set Bonus Active,Бонус за полный комплект спортсмена активен,Bonificación de conjunto completo de atlético activa
buffAthleticSemiSetBonusTooltip,buffs,Buff,,Athletic Semi Set Bonus Active,Бонус за полукомплект спортсмена активен,Bonificación de medio conjunto de atlético activa
buffAthleticSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Athletic set, you can develop your skills.\n\nAll experience gained is increased by {cvar(.armorSemiAthleticFSBDisplay:0)}%","Даже в неполном комплекте Спортсмена. Вы можете развивать свои навыки.\n\nВесь получаемый опыт увеличен на {cvar(.armorSemiAthleticFSBDisplay:0)}%","Incluso con un conjunto atlético incompleto, puedes desarrollar tus habilidades.\n\nToda la experiencia obtenida aumenta en {cvar(.armorSemiAthleticFSBDisplay:0)}%"
buffAthleticSetBonusDesc,buffs,Buff,,A healthy body means a healthy mind.\n\nAll experience gained is increased by {cvar(.armorAthleticFSBDisplay:0)}%,Здоровому телу - здоровый дух.\n\nВесь получаемый опыт увеличен на {cvar(.armorAthleticFSBDisplay:0)}%.,"Un cuerpo sano significa una mente sana.\n\nToda la experiencia obtenida aumenta en {cvar(.armorAthleticFSBDisplay:0)}%."

armorEnforcerHelmetDesc,items,Clothes,,Light Armor\nWith such a hat you can always negotiate a good price for your product. Increases selling price.\n\nFull Set Bonus: Increases the damage of the Gunslinger ability.,Легкая броня\nС такой шляпой вы всегда можете договориться о хорошей цене за ваш товар. Увеличивает стоимость продажи.\n\nБонус комплекта: Увеличивает урон от способности «Меткий Стрелок».,"Armadura ligera\nCon un sombrero así siempre podrás negociar un buen precio para tu producto. Aumenta el precio de venta.\n\nBonificación de conjunto completo: Aumenta el daño de la habilidad Pistolero."
armorEnforcerOutfitDesc,items,Clothes,,Light Armor\nStylish and lightweight materials mean you can withstand any impact. Increases resistance to critical injuries.\n\nFull Set Bonus: Increases the damage of the Gunslinger ability.,Легкая броня\nБлагодаря стильным и легким материалам вы сможете выдержать любой удар. Повышает сопротивление критическим травмам.\n\nБонус комплекта: Увеличивает урон от способности «Меткий Стрелок».,"Armadura ligera\nMateriales elegantes y ligeros significan que puedes soportar cualquier impacto. Aumenta la resistencia a las lesiones críticas.\n\nBonificación de conjunto completo: Aumenta el daño de la habilidad Pistolero."
armorEnforcerGlovesDesc,items,Clothes,,Light Armor\nThese gloves were worn back in the days of the Wild West. Increases the reload speed of SMGs and pistols.\n\nFull Set Bonus: Increases the damage of the Gunslinger ability.,Легкая броня\nТакие перчатки носили еще во времена Дикого запада. Увеличивает скорость перезарядки ПП и пистолетов.\n\nБонус комплекта: Увеличивает урон от способности «Меткий Стрелок».,"Armadura ligera\nEstos guantes se usaban en los días del Viejo Oeste. Aumenta la velocidad de recarga de pistolas.\n\nBonificación de conjunto completo: Aumenta el daño de la habilidad Pistolero."
armorEnforcerBootsDesc,items,Clothes,,Light Armor\nThese shoes will not soon become unusable. Increases stamina.\n\nFull Set Bonus: Increases the damage of the Gunslinger ability.,Легкая броня\nЭта обувь еще не скоро придет в негодность. Увеличивает количество единиц выносливости.\n\nБонус комплекта: Увеличивает урон от способности «Меткий Стрелок».,"Armadura ligera\nEstos zapatos no se volverán inservibles pronto. Aumenta la resistencia.\n\nBonificación de conjunto completo: Aumenta el daño de la habilidad Pistolero."
buffEnforcerSetBonusTooltip,buffs,Buff,,Enforcer Full Set Bonus Active,Бонус за полный комплект законника активен,Bonificación de conjunto completo de ejecutor activa
buffEnforcerSemiSetBonusTooltip,buffs,Buff,,Enforcer Semi Set Bonus Active,Бонус за полукомплект законника активен,Bonificación de medio conjunto de ejecutor activa
buffEnforcerSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete Enforcer set, pistols are your best friends.\n\nDamage from SMGs and pistols increased by {cvar(.armorSemiEnforcerFSBDisplay:0)}%","Даже в неполном комплекте Законника. Ваши лучшие друзья - пистолеты.\n\nУрон от ПП и пистолетов увеличен на {cvar(.armorSemiEnforcerFSBDisplay:0)}%","Incluso con un conjunto de Ejecutor incompleto, las pistolas son tus mejores amigas.\n\nDaño de SMGs y pistolas aumentado en {cvar(.armorSemiEnforcerFSBDisplay:0)}%"
buffEnforcerSetBonusDesc,buffs,Buff,,Your best friends are pistols.\n\nGunslinger ability damage increased by {cvar(.armorEnforcerFSBDisplay:0)}%,Ваши лучшие друзья - пистолеты.\n\nУрон от ПП и пистолетов увеличен на {cvar(.armorEnforcerFSBDisplay:0)}%.,"Tus mejores amigos son las pistolas.\n\nDaño de la habilidad Pistolero aumentado en {cvar(.armorEnforcerFSBDisplay:0)}%."

armorFarmerHelmetDesc,items,Clothes,,"Medium Armor\nKeep the sun out of your eyes and on the prize. Increases the chance to find seeds in loot.\n\nFull Set Bonus: Adds a chance to harvest an extra crop.","Средняя броня\nНе позволяйте солнцу светить в глаза. Увеличивает вероятность найти семена в добыче.\n\nБонус за комплект: Даёт возможность собрать дополнительный урожай.","Armadura media\nMantén el sol fuera de tus ojos y concéntrate en el objetivo. Aumenta la probabilidad de encontrar semillas en el botín.\n\nBonificación de conjunto completo: Añade una probabilidad de cosechar un cultivo extra."
armorFarmerOutfitDesc,items,Clothes,,"Medium Armor\nFarmers recover faster with food because they know how to get it. Increases the recovery of health and stamina from food, as well as your lifting capacity.\n\nFull Set Bonus: Adds a chance to harvest an extra crop.","Средняя броня\nФермеры быстрее восстанавливаются благодаря еде, потому что знают, как её добыть. Повышает восстановление здоровья и выносливости от еды, а также вашу грузоподъёмность.\n\nБонус за комплект: Даёт возможность собрать дополнительный урожай.","Armadura media\nLos granjeros se recuperan más rápido con la comida porque saben cómo conseguirla. Aumenta la recuperación de salud y resistencia a partir de la comida.\n\nBonificación de conjunto completo: Añade una probabilidad de cosechar un cultivo extra."
armorFarmerGlovesDesc,items,Clothes,,"Medium Armor\nOnly a real farmer knows how to quickly harvest. Increases the attack speed of knives and machetes.\n\nFull Set Bonus: Adds a chance to harvest an extra crop.","Средняя броня\nТолько настоящий фермер знает, как быстро собрать урожай. Увеличивает скорость атаки ножей и мачете.\n\nБонус за комплект: Даёт возможность собрать дополнительный урожай.","Armadura media\nSolo un verdadero granjero sabe cómo cosechar rápidamente. Aumenta la velocidad de ataque de cuchillos y machetes.\n\nBonificación de conjunto completo: Añade una probabilidad de cosechar un cultivo extra."
armorFarmerBootsDesc,items,Clothes,,"Medium Armor\nNothing beats a comfortable pair of boots out in the field. Adds a chance to gain a seed when harvesting.\n\nFull Set Bonus: Adds a chance to harvest an extra crop.","Средняя броня\nВ поле без удобной пары обуви никуда. Даёт возможность получить семена при сборе урожая.\n\nБонус за комплект: Даёт возможность собрать дополнительный урожай.","Armadura media\nNada supera a un par de botas cómodas en el campo. Añade una probabilidad de obtener una semilla al cosechar.\n\nBonificación de conjunto completo: Añade una probabilidad de cosechar un cultivo extra."
buffFarmerSetBonusTooltip,buffs,Buff,,Farmer Full Set Bonus Active,Бонус за полный комплект фермера активен,Bonificación de conjunto completo de granjero activa
buffFarmerSemiSetBonusTooltip,buffs,Buff,,Farmer Semi Set Bonus Active,Бонус за полукомплект фермера активен,Bonificación de medio conjunto de granjero activa
