Key,Source,Context,Changes,English,Russian,Spanish
rareKnucklesT3BundleDesc,items,item,,"Contains a random [FAFF63]rare[-] Steel Knuckles (tier 6) with a random property.","Содержит случайные [FAFF63]редкие[-] Стальные кастеты (тир 6) со случайным свойством.","Contiene un rifle francotirador [FAFF63]raro[-] Nudillos de acero (nivel 6) con una propiedad aleatoria."
rareMacheteT3Bundle,items,item,,[FAFF63]Rare[-] Machete,[FAFF63]Редкая[-] Мачете,[FAFF63]Raro[-] Machete
rareMacheteT3BundleDesc,items,item,,"Contains a random [FAFF63]rare[-] Machete (tier 6) with a random property.","Содержит случайную [FAFF63]редкую[-] Мачете (тир 6) со случайным свойством.","Contiene un rifle francotirador [FAFF63]raro[-] Machete (nivel 6) con una propiedad aleatoria."
rareStunBatonT3Bundle,items,item,,[FAFF63]Rare[-] Stun Baton,[FAFF63]Редкий[-] Оглушающий жезл,[FAFF63]Raro[-] Bastón aturdidor
rareStunBatonT3BundleDesc,items,item,,"Contains a random [FAFF63]rare[-] Stun Baton (tier 6) with a random property.","Содержит случайный [FAFF63]редкий[-] Оглушающий жезл (тир 6) со случайным свойством.","Contiene un rifle francotirador [FAFF63]raro[-] Bastón aturdidor (nivel 6) con una propiedad aleatoria."

rareAugerBundle,items,item,,[FAFF63]Rare[-] Auger,[FAFF63]Редкий[-] Бур,[FAFF63]Raro[-] Barrena
rareAugerBundleDesc,items,item,,"Contains a random [FAFF63]rare[-] Auger (tier 6) with a random property.","Содержит случайный [FAFF63]редкий[-] Бур (тир 6) со случайным свойством.","Contiene un rifle francotirador [FAFF63]raro[-] Barrena (nivel 6) con una propiedad aleatoria."
rareChainsawBundle,items,item,,[FAFF63]Rare[-] Chainsaw,[FAFF63]Редкая[-] Бензопила,[FAFF63]Raro[-] Motosierra
rareChainsawBundleDesc,items,item,,"Contains a random [FAFF63]rare[-] Chainsaw (tier 6) with a random property.","Содержит случайную [FAFF63]редкую[-] Бензопилу (тир 6) со случайным свойством.","Contiene un rifle francotirador [FAFF63]raro[-] Motosierra (nivel 6) con una propiedad aleatoria."

===== RANGE WEAPON =====

gunRifleT0PipeRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Crusher[-],[FAFF63]Редкая[-] Винтовка из трубы [DECEA3]- Крушитель[-],[FAFF63]Raro[-] Rifle de tubería [DECEA3]- Trituradora[-]
gunRifleT0PipeRifleRareCrusherDesc,items,Gun,,"A home-made rifle firing 7.62mm ammo.\n\nHas a rare property [FAFF63]Crusher[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.","Самодельная винтовка под патроны 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Крушитель[-]\nУрон оружия увеличен.\n\nРемонтируется с помощью короткой железной трубы.\nРазбирается на железо.","Un rifle casero que dispara municiones de 7.62 mm.\n\nTiene la rara propiedad [FAFF63]Trituradora[-].\nSe aumentó el daño del arma.\n\nSe repara con una tubería de hierro corta.\nDesguázala para obtener hierro."
gunRifleT0PipeRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Knockdown[-],[FAFF63]Редкая[-] Винтовка из трубы [DECEA3]- Нокдаун[-],[FAFF63]Raro[-] Rifle de tubería [DECEA3]- Derribar[-]
gunRifleT0PipeRifleRareKnockdownDesc,items,Gun,,"A home-made rifle firing 7.62mm ammo.\n\nHas a rare property [FAFF63]Knockdown[-]\nHitting an enemy knocks them down.\n\nRepair with Short Iron Pipe.\nScrap to Iron.","Самодельная винтовка под патроны 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Нокдаун[-]\nПопадание по противнику его опрокидывает.\n\nРемонтируется с помощью короткой железной трубы.\nРазбирается на железо.","Un rifle casero que dispara municiones de 7.62 mm.\n\nTiene la rara propiedad [FAFF63]Derribar[-].\nGolpear a un enemigo lo derriba.\n\nSe repara con una tubería de hierro corta.\nDesguázala para obtener hierro."
gunRifleT0PipeRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Rifle [DECEA3]- Fast hands[-],[FAFF63]Редкая[-] Винтовка из трубы [DECEA3]- Быстрые руки[-],[FAFF63]Raro[-] Rifle de tubería [DECEA3]- Manos rápidas[-]
gunRifleT0PipeRifleRareFasthandsDesc,items,Gun,,"A home-made rifle firing 7.62mm ammo.\n\nHas a rare property [FAFF63]Fast hands[-]\nReload speed increased by 2 times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.","Самодельная винтовка под патроны 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Быстрые руки[-]\nСкорость перезарядки увеличена в 2 раза.\n\nРемонтируется с помощью короткой железной трубы.\nРазбирается на железо.","Un rifle casero que dispara municiones de 7.62 mm.\n\nTiene la rara propiedad [FAFF63]Manos rápidas[-].\nLa velocidad de recarga aumentó 2 veces.\n\nSe repara con una tubería de hierro corta.\nDesguázala para obtener hierro."

gunRifleT1HuntingRifleRareExperienced,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Experienced[-],[FAFF63]Редкое[-] Охотничье ружье [DECEA3]- Опытный[-],[FAFF63]Raro[-] Rifle de caza [DECEA3]- Experimentado[-]
gunRifleT1HuntingRifleRareExperiencedDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nHas a rare property [FAFF63]Experienced[-]\nExperience gained from kills with this weapon has been increased by 15%.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Распространенное среди фермеров охотничье ружье использует патроны калибра 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Опытный[-]\nПолучаемый опыт при убийстве этим оружием увеличен на 15%.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de caza común utiliza munición de 7,62 mm.\n\nTiene la rara propiedad [FAFF63]Experimentado[-].\nLa experiencia obtenida al matar con esta arma se ha incrementado en un 15%.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
gunRifleT1HuntingRifleRareApple,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Apple[-],[FAFF63]Редкое[-] Охотничье ружье [DECEA3]- Яблочко[-],[FAFF63]Raro[-] Rifle de caza [DECEA3]- Manzana[-]
gunRifleT1HuntingRifleRareAppleDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nHas a rare property [FAFF63]Apple[-]\nHeadshot damage increased by 100%.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Распространенное среди фермеров охотничье ружье использует патроны калибра 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Яблочко[-]\nУрон при попадании в голову увеличен на 100%.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de caza común utiliza munición de 7,62 mm.\n\nTiene la rara propiedad [FAFF63]Manzana[-].\nEl daño de disparo a la cabeza aumenta en un 100%.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
gunRifleT1HuntingRifleRareFasthands,items,Gun,,[FAFF63]Rare[-] Hunting Rifle [DECEA3]- Fast hands[-],[FAFF63]Редкое[-] Охотничье ружье [DECEA3]- Быстрые руки[-],[FAFF63]Raro[-] Rifle de caza [DECEA3]- Manos rápidas[-]
gunRifleT1HuntingRifleRareFasthandsDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nHas a rare property [FAFF63]Fast hands[-]\nReload speed increased by 2 times.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Распространенное среди фермеров охотничье ружье использует патроны калибра 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Быстрые руки[-]\nСкорость перезарядки увеличена в 2 раза.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de caza común utiliza munición de 7,62 mm.\n\nTiene la rara propiedad [FAFF63]Manos rápidas[-].\nLa velocidad de recarga aumentó 2 veces.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."

gunRifleT2LeverActionRifleRareUniversal,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Universal[-],[FAFF63]Редкая[-] Винтовка рычажного действия [DECEA3]- Универсальная[-],[FAFF63]Raro[-] Rifle de palanca [DECEA3]- Universal[-]
gunRifleT2LeverActionRifleRareUniversalDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nHas a rare property [FAFF63]Universal[-]\nThe number of installed modifications and the magazine size have been increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Распространенное среди фермеров охотничье ружье использует патроны калибра 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Универсальная[-]\nУвеличено количество устанавливаемых модификаций и размер магазина.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de caza común utiliza munición de 7,62 mm.\n\nTiene la rara propiedad [FAFF63]Universal[-].\nSe ha aumentado el número de modificaciones instaladas y el tamaño del cargador.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
gunRifleT2LeverActionRifleRareVampire,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Vampire[-],[FAFF63]Редкая[-] Винтовка рычажного действия [DECEA3]- Вампир[-],[FAFF63]Raro[-] Rifle de palanca [DECEA3]- Vampiro[-]
gunRifleT2LeverActionRifleRareVampireDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nHas a rare property [FAFF63]Vampire[-]\nWhen you kill an enemy, you restore 3 health.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Распространенное среди фермеров охотничье ружье использует патроны калибра 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Вампир[-]\nПри убийстве противника вы восполняете 3 здоровья.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de caza común utiliza munición de 7,62 mm.\n\nTiene la rara propiedad [FAFF63]Vampiro[-].\nCuando matas a un enemigo, recuperas 3 de salud.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
gunRifleT2LeverActionRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Lever Action Rifle [DECEA3]- Unkillable[-],[FAFF63]Редкая[-] Винтовка рычажного действия [DECEA3]- Неубиваемая[-],[FAFF63]Raro[-] Rifle de palanca [DECEA3]- Unkillable[-]
gunRifleT2LeverActionRifleRareUnkillableDesc,items,Gun,,"This common farmer's hunting rifle uses 7.62mm ammo.\n\nHas a rare property [FAFF63]Unkillable[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Распространенное среди фермеров охотничье ружье использует патроны калибра 7,62 мм.\n\nИмеет редкое свойство [FAFF63]Неубиваемая[-]\nЭто оружие почти не ломается при использовании.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de caza común utiliza munición de 7,62 mm.\n\nTiene la rara propiedad [FAFF63]Unkillable[-].\nEsta arma es casi indestructible una vez utilizada.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."

gunRifleT3SniperRifleRareCrusher,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Crusher[-],[FAFF63]Редкая[-] Снайперская винтовка [DECEA3]- Крушитель[-],[FAFF63]Raro[-] Rifle de francotirador [DECEA3]- Trituradora[-]
gunRifleT3SniperRifleRareCrusherDesc,items,Gun,,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nHas a rare property [FAFF63]Crusher[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nИмеет редкое свойство [FAFF63]Крушитель[-]\nУрон оружия увеличен.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nTiene la rara propiedad [FAFF63]Trituradora[-].\nSe aumentó el daño del arma.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
gunRifleT3SniperRifleRareUnkillable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Unkillable[-],[FAFF63]Редкая[-] Снайперская винтовка [DECEA3]- Неубиваемая[-],[FAFF63]Raro[-] Rifle de francotirador [DECEA3]- Unkillable[-]
gunRifleT3SniperRifleRareUnkillableDesc,items,Gun,,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nHas a rare property [FAFF63]Unkillable[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nИмеет редкое свойство [FAFF63]Неубиваемая[-]\nЭто оружие почти не ломается при использовании.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nTiene la rara propiedad [FAFF63]Unkillable[-].\nEsta arma es casi indestructible una vez utilizada.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
gunRifleT3SniperRifleRareKnockdown,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Knockdown[-],[FAFF63]Редкая[-] Снайперская винтовка [DECEA3]- Нокдаун[-],[FAFF63]Raro[-] Rifle de francotirador [DECEA3]- Derribar[-]
gunRifleT3SniperRifleRareKnockdownDesc,items,Gun,,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nHas a rare property [FAFF63]Knockdown[-]\nHas a 25% chance to knock down an enemy on hit.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nИмеет редкое свойство [FAFF63]Нокдаун[-]\nИмеет шанс 25% опрокинуть противника при попадании.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nTiene la rara propiedad [FAFF63]Derribar[-].\nTiene un 25% de posibilidades de derribar a un enemigo al impactar.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
gunRifleT3SniperRifleRareStable,items,Gun,,[FAFF63]Rare[-] Sniper Rifle [DECEA3]- Stable[-],[FAFF63]Редкая[-] Снайперская винтовка [DECEA3]- Стабильная[-],[FAFF63]Raro[-] Rifle de francotirador [DECEA3]- Estable[-]
gunRifleT3SniperRifleRareStableDesc,items,Gun,,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nHas a rare property [FAFF63]Stable[-]\nIncreased aiming speed and reduced weapon dispersion.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.","Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nИмеет редкое свойство [FAFF63]Стабильная[-]\nПовышена скорость сведения и снижен разброс оружия.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nTiene la rara propiedad [FAFF63]Estable[-].\nMayor velocidad de puntería y menor dispersión del arma.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."

gunShotgunT0PipeShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Crusher[-],[FAFF63]Редкий[-] Дробовик из трубы [DECEA3]- Крушитель[-],[FAFF63]Raro[-] Escopeta de tubería [DECEA3]- Trituradora[-]
gunShotgunT0PipeShotgunRareCrusherDesc,items,Gun,,"A home-made gun firing shotgun shells.\n\nHas a rare property [FAFF63]Crusher[-]\nWeapon damage increased.\n\nRepair with Short Iron Pipe.\nScrap to Iron.","Самодельное ружье под патроны для дробовика.\n\nИмеет редкое свойство [FAFF63]Крушитель[-]\nУрон оружия увеличен.\n\nРемонтируется с помощью короткой железной трубы.\nРазбирается на железо.","Un arma casera que dispara cartuchos de escopeta.\n\nTiene la rara propiedad [FAFF63]Trituradora[-].\nSe aumentó el daño del arma.\n\nSe repara con una tubería de hierro corta.\nDesguázala para obtener hierro."
gunShotgunT0PipeShotgunRareExperienced,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Experienced[-],[FAFF63]Редкий[-] Дробовик из трубы [DECEA3]- Опытный[-],[FAFF63]Raro[-] Escopeta de tubería [DECEA3]- Experimentado[-]
gunShotgunT0PipeShotgunRareExperiencedDesc,items,Gun,,"A home-made gun firing shotgun shells.\n\nHas a rare property [FAFF63]Experienced[-]\nExperience gained from headshots with this weapon has been increased by 30%.\n\nRepair with Short Iron Pipe.\nScrap to Iron.","Самодельное ружье под патроны для дробовика.\n\nИмеет редкое свойство [FAFF63]Опытный[-]\nПолучаемый опыт при убийстве в голову этим оружием увеличен на 30%.\n\nРемонтируется с помощью короткой железной трубы.\nРазбирается на железо.","Un arma casera que dispara cartuchos de escopeta.\n\nTiene la rara propiedad [FAFF63]Experimentado[-].\nLa experiencia obtenida con disparos a la cabeza con esta arma se ha incrementado en un 30%.\n\nSe repara con una tubería de hierro corta.\nDesguázala para obtener hierro."
gunShotgunT0PipeShotgunRareFasthands,items,Gun,,[FAFF63]Rare[-] Pipe Shotgun [DECEA3]- Fast hands[-],[FAFF63]Редкий[-] Дробовик из трубы [DECEA3]- Быстрые руки[-],[FAFF63]Raro[-] Escopeta de tubería [DECEA3]- Manos rápidas[-]
gunShotgunT0PipeShotgunRareFasthandsDesc,items,Gun,,"A home-made gun firing shotgun shells.\n\nHas a rare property [FAFF63]Fast hands[-]\nReload speed increased by 2 times.\n\nRepair with Short Iron Pipe.\nScrap to Iron.","Самодельное ружье под патроны для дробовика.\n\nИмеет редкое свойство [FAFF63]Быстрые руки[-]\nСкорость перезарядки увеличена в 2 раза.\n\nРемонтируется с помощью короткой железной трубы.\nРазбирается на железо.","Un arma casera que dispara cartuchos de escopeta.\n\nTiene la rara propiedad [FAFF63]Manos rápidas[-].\nLa velocidad de recarga aumentó 2 veces.\n\nSe repara con una tubería de hierro corta.\nDesguázala para obtener hierro."

gunShotgunT1DoubleBarrelRareSweeper,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Sweeper[-],[FAFF63]Редкая[-] Двустволка [DECEA3]- Уборщик[-],[FAFF63]Raro[-] Escopeta de dos cañones [DECEA3]- Barrendero[-]
gunShotgunT1DoubleBarrelRareSweeperDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas a rare property [FAFF63]Sweeper[-]\n35% chance to deal devastating damage and knockback on enemy headshots.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Старая ржавая двустволка идеальна для кровопролития на коротких дистанциях.\n\nИмеет редкое свойство [FAFF63]Уборщик[-]\nШанс 35% по попадании в голову противника нанести сокрушительный урон и откинуть его.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части дробовика.","Una antigua y oxidada escopeta de dos cañones, estupenda para una carnicería a poca distancia.\n\nTiene la rara propiedad [FAFF63]Barrendero[-].\n35% de probabilidad de causar daño devastador y retroceso en disparos a la cabeza del enemigo.\n\nSe repara con un kit de reparación. Desguázala para obtener partes de escopeta."
gunShotgunT1DoubleBarrelRareUnkillable,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Unkillable[-],[FAFF63]Редкая[-] Двустволка [DECEA3]- Неубиваемая[-],[FAFF63]Raro[-] Escopeta de dos cañones [DECEA3]- Unkillable[-]
gunShotgunT1DoubleBarrelRareUnkillableDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas a rare property [FAFF63]Unkillable[-]\nThis weapon is almost indestructible when used.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Старая ржавая двустволка идеальна для кровопролития на коротких дистанциях.\n\nИмеет редкое свойство [FAFF63]Неубиваемая[-]\nЭто оружие почти не ломается при использовании.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части дробовика.","Una antigua y oxidada escopeta de dos cañones, estupenda para una carnicería a poca distancia.\n\nTiene la rara propiedad [FAFF63]Unkillable[-].\nEsta arma es casi indestructible una vez utilizada.\n\nSe repara con un kit de reparación. Desguázala para obtener partes de escopeta."
gunShotgunT1DoubleBarrelRareFasthands,items,Gun,,[FAFF63]Rare[-] Double Barrel Shotgun [DECEA3]- Fast hands[-],[FAFF63]Редкая[-] Двустволка [DECEA3]- Быстрые руки[-],[FAFF63]Raro[-] Escopeta de dos cañones [DECEA3]- Manos rápidas[-]
gunShotgunT1DoubleBarrelRareFasthandsDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nHas a rare property [FAFF63]Fast hands[-]\nReload speed increased by 2 times\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Старая ржавая двустволка идеальна для кровопролития на коротких дистанциях.\n\nИмеет редкое свойство [FAFF63]Быстрые руки[-]\nСкорость перезарядки увеличена в 2 раза.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части дробовика.","Una antigua y oxidada escopeta de dos cañones, estupenda para una carnicería a poca distancia.\n\nTiene la rara propiedad [FAFF63]Manos rápidas[-].\nLa velocidad de recarga aumentó 2 veces.\n\nSe repara con un kit de reparación. Desguázala para obtener partes de escopeta."

gunShotgunT2PumpShotgunRareCrusher,items,Gun,,[FAFF63]Rare[-] Pump Shotgun [DECEA3]- Crusher[-],[FAFF63]Редкое[-] Помповое ружье [DECEA3]- Крушитель[-],[FAFF63]Raro[-] Escopeta de bombeo [DECEA3]- Trituradora[-]
gunShotgunT2PumpShotgunRareCrusherDesc,items,Gun,,"A long-barreled shotgun with pump action loading.\n\nHas a rare property [FAFF63]Crusher[-]\nWeapon damage increased.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts.","Длинноствольный помповый дробовик.\n\nИмеет редкое свойство [FAFF63]Крушитель[-]\nУрон оружия увеличен.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части дробовика.","Una escopeta de cañón largo que se recarga con acción de bombeo.\n\nTiene la rara propiedad [FAFF63]Trituradora[-].\nSe aumentó el daño del arma.\n\nSe repara con un kit de reparación. Desguázala para obtener partes de escopeta."
