Key,Source,Context,Changes,English,Russian,Spanish
perkLockPickingRank3LongDesc,progression,perk Per,,Burglar."You are now a professional safecracker. You can pick locks [DECEA3]45%[-] faster, and the chance of breaking a lockpick is reduced by [DECEA3]30%[-]. If you can find lockpicks in your loot, you'll find two more. Damage to safes is increased by [DECEA3]30%[-].","Теперь вы профессиональный взломщик сейфов. Вы можете на [DECEA3]45%[-] быстрее взламывать замки, а вероятность сломать отмычку снижена на [DECEA3]30%[-]. Если в добыче можно найти отмычки, то вы найдете на 2 больше. Урон по сейфам увеличен на [DECEA3]30%[-].","Ahora eres un ladrón de cajas fuertes profesional. Puedes abrir cerraduras un [DECEA3]45%[-] más rápido y la probabilidad de romper una ganzúa se reduce un [DECEA3]30%[-]. Si encuentras ganzúas en tu botín, encontrarás dos más. El daño a las cajas fuertes aumenta un [DECEA3]30%[-]."
perkLockPickingRank4Desc,progression,perk Per,,Robber,Грабитель,Ladrón
perkLockPickingRank4LongDesc,progression,perk Per,,Burglar."You could rob any bank. You can pick locks [DECEA3]60%[-] faster, and the chance of breaking a lockpick is reduced by [DECEA3][DECEA3]40%[-][-]. If you can find lockpicks in your loot, you'll find 3 more. Damage to safes is increased by [DECEA3]40%[-].","Вы смогли бы ограбить любой банк. Вы можете на [DECEA3]60%[-] быстрее взламывать замки, а вероятность сломать отмычку снижена на [DECEA3]40%[-]. Если в добыче можно найти отмычки, то вы найдете на 3 больше. Урон по сейфам увеличен на [DECEA3]40%[-].","Podrías robar cualquier banco. Puedes abrir cerraduras un [DECEA3]60%[-] más rápido y la probabilidad de romper una ganzúa se reduce un [DECEA3]40%[-]. Si encuentras ganzúas en tu botín, encontrarás 3 más. El daño a las cajas fuertes aumenta un [DECEA3]40%[-]."
perkLockPickingRank5Desc,progression,perk Per,,Unique cracker,Медвежатник,Matanza primigenia
perkLockPickingRank5LongDesc,progression,perk Per,,Burglar."You're now a world-class unique cracker. You can pick locks [DECEA3]75%[-] faster, and the chance of breaking a lockpick is reduced by [DECEA3]50%[-]. If you can find lockpicks in your loot, you'll find 3 more. Damage to safes is increased by [DECEA3]50%[-].","Теперь вы медвежатник мирового уровня. Вы можете на [DECEA3]75%[-] быстрее взламывать замки, а вероятность сломать отмычку снижена на [DECEA3]50%[-]. Если в добыче можно найти отмычки, то вы найдете на 3 больше. Урон по сейфам увеличен на [DECEA3]50%[-].","Ahora eres un cracker único de clase mundial. Puedes abrir cerraduras un [DECEA3]75%[-] más rápido y la probabilidad de romper una ganzúa se reduce un [DECEA3]50%[-]. Si encuentras ganzúas en tu botín, encontrarás 3 más. El daño a las cajas fuertes aumenta un [DECEA3]50%[-]."

perkIntellectMasteryRank3LongDesc,progression,perk Int,,"Adds a [DECEA3]25%[-] chance to gain 2 skill points when reading magazines","[DECEA3]25%[-] шанс получить 2 очка навыка при чтении журналов.","Añade un [DECEA3]25%[-] de probabilidad de obtener 2 puntos de habilidad al leer revistas."

MagazineBundleDesc,items,item,,"When you open the set you will receive [DECEA3]10[-] magazines.","Открыв набор, вы получите [DECEA3]10[-] журналов.","Al abrir el set recibirás [DECEA3]10[-] revistas."

harvestingToolsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Tools Digest»,[DECEA3]Комплект:[-] «Мир инструментов»,[DECEA3]Paquete:[-] «Compendio de herramientas»
repairToolsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Handy Land»,[DECEA3]Комплект:[-] «На все руки мастер»,[DECEA3]Paquete:[-] «El país de las arregladillas»
salvageToolsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Scrapping 4 Fun»,[DECEA3]Комплект:[-] «Сокровища свалки»,[DECEA3]Paquete:[-] «Ropavejero de corazón»
sledgehammersSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Get Hammered»,[DECEA3]Комплект:[-] «Молотобоец»,[DECEA3]Paquete:[-] «La ley del martillo»
workstationSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Forge Ahead»,[DECEA3]Комплект:[-] «Кузнец своего счастья»,[DECEA3]Paquete:[-] «Manos a la forja»
bowsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Bow Hunters»,[DECEA3]Комплект:[-] «Охотимся с луком»,[DECEA3]Paquete:[-] «Cazadores de arcos»
spearsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Sharp Sticks»,[DECEA3]Комплект:[-] «Острые штучки»,[DECEA3]Paquete:[-] «Palos afilados»
bladesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Knife Guy»,[DECEA3]Комплект:[-] «Ножевик»,[DECEA3]Paquete:[-] «Chico de los cuchillos»
clubsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Big Hitters»,[DECEA3]Комплект:[-] «Любители бейсбола»,[DECEA3]Paquete:[-] «Grandes bateadores»
handgunsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Handgun Magazine»,[DECEA3]Комплект:[-] «Короткоствол»,[DECEA3]Paquete:[-] «Revista de armas cortas»
shotgunsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Shotgun Weekly»,[DECEA3]Комплект:[-] «Еженедельная дробь»,[DECEA3]Paquete:[-] «Semanario de escopetas»
riflesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Rifle World»,[DECEA3]Комплект:[-] «Мир винтовок»,[DECEA3]Paquete:[-] «El mundo de los rifles»
machineGunsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Tactical Warfare»,[DECEA3]Комплект:[-] «Тактическое оружие»,[DECEA3]Paquete:[-] «Guerra táctica»
explosivesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Explosive Magazine»,[DECEA3]Комплект:[-] «Всё о взрывчатке»,[DECEA3]Paquete:[-] «Revista explosiva»
armorSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Armored Up»,[DECEA3]Комплект:[-] «Мастер-бронник»,[DECEA3]Paquete:[-] «Armado hasta los dientes»
medicalSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Medical Journal»,[DECEA3]Комплект:[-] «Медицинский вестник»,[DECEA3]Paquete:[-] «Revista médica»
knucklesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Furious Fists»,[DECEA3]Комплект:[-] «Кулаки ярости»,[DECEA3]Paquete:[-] «Puños furiosos»
foodSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Home Cooking Weekly»,[DECEA3]Комплект:[-] «Еженедельник домашней готовки»,[DECEA3]Paquete:[-] «Cocina casera semanal»
seedSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Southern Farming»,[DECEA3]Комплект:[-] «Южное фермерство»,[DECEA3]Paquete:[-] «Agricultura austral»
roboticsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Tech Planet»,[DECEA3]Комплект:[-] «Планета технологий»,[DECEA3]Paquete:[-] «Planeta tecnológico»
vehiclesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Vehicle Adventures»,[DECEA3]Комплект:[-] «Занимательная механика»,[DECEA3]Paquete:[-] «Aventuras sobre ruedas»
electricianSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Wiring 101»,[DECEA3]Комплект:[-] «Я электрик»,[DECEA3]Paquete:[-] «Introducción al cableado»
trapsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Electrical Traps»,[DECEA3]Комплект:[-] «Электроловушки»,[DECEA3]Paquete:[-] «Trampas eléctricas»

perkSledgeSagaSavageReaperDesc,progression,perk book,,"Killing with Power Attacks increases your chance to dodge enemy attacks by 10% for [DECEA3]3[-] seconds.","Убийство силовыми атаками увеличивает на 10% шанс увернуться от атак противников на 3 секунды.","Eliminar enemigos con ataques poderosos aumenta tu probabilidad de esquivar sus ataques en un 10% durante 3 segundos."
perkSledgeSagaSavageReaperLongDesc,progression,perk book,,"Armadillo Defense: Killing with Power Attacks increases your chance to dodge enemy attacks by 10% for [DECEA3]3[-] seconds.","Защита броненосца: Убийство силовыми атаками увеличивает на 10% шанс увернуться от атак противников на 3 секунды.","Defensa del armadillo: Matar con un Ataque Poderoso aumenta tu probabilidad de esquivar los ataques enemigos en un 10% durante 3 segundos."
buffBonusMissChanceName,buffs,buff,,Armadillo Defense,Защита броненосца,Defensa del armadillo
buffBonusMissChanceIncDesc,buffs,Buff,,"Chance to dodge the enemy's next attack increased by [DECEA3]10%[-]","Шанс увернуться от следующей атаки противника увеличен на [DECEA3]10%[-]","La probabilidad de esquivar el próximo ataque del enemigo aumenta en un [DECEA3]10%[-]"

perkSledgeSagaCompleteDesc,progression,perk book,,"Deadly attacks grant 40 stamina.","Смертельные атаки приносят 40 единиц выносливости.","Los ataques letales otorgan 40 puntos de resistencia."
perkSledgeSagaCompleteLongDesc,progression,perk book,,"Crushing Kills: Deadly attacks grant 40 stamina.","Сокрушающие убийства: Смертельные атаки приносят 40 единиц выносливости.","Aplastar muertes: Los ataques letales otorgan 40 puntos de resistencia."

perkSpearHunter8CompleteDesc,progression,perk  book,,"Deadly attacks grant 60 stamina.","Смертельные атаки приносят 60 единиц выносливости.","Los ataques letales otorgan 60 puntos de resistencia."
perkSpearHunter8CompleteLongDesc,progression,perk book,,"Primal Kill: Deadly attacks grant 60 stamina.","Первобытное убийство: Смертельные атаки приносят 60 единиц выносливости.","Cerrajero único: Los ataques letales otorgan 60 puntos de resistencia."

perkBatterUpCompleteDesc,progression,perk  book,,"Deadly attacks grant 50 stamina.","Смертельные атаки приносят 50 единиц выносливости.","Los ataques letales otorgan 50 puntos de resistencia."
perkBatterUpCompleteLongDesc,progression,perk book,,"Home Run: Deadly attacks grant 50 stamina.","Полный успех: Смертельные атаки приносят 50 единиц выносливости.","Cuadrangular: Los ataques letales otorgan 50 puntos de resistencia."
