Key,Source,Context,Changes,English,Russian,Spanish
modArmorAgilityDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for AI enhancement, significantly accelerates the transmission of nerve impulses.\nInstalled in gloves\n\nAgility +1","Дополнительный носитель информации (флешка) для усиления ИИ, значительно ускоряет передачу нервных импульсов.\n\n«Ловкость» +1\n[DECEA3]Устанавливается в перчатки.[-]","Medio de almacenamiento adicional (unidad flash) para mejorar la IA, acelera significativamente la transmisión de impulsos nerviosos.\nInstalado en guantes\n\nAgilidad +1"
modArmorIntellectDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for enhancing AI, provides you with archival information from before the apocalypse to stimulate intelligence.\nInstalled in gloves\n\nIntelligence +1","Дополнительный носитель информации (флешка) для усиления ИИ, снабжает вас архивной информацией времен до начала апокалипсиса для стимуляции интеллекта.\n\n«Интеллект» +1\n[DECEA3]Устанавливается в перчатки.[-]","Medio de almacenamiento adicional (unidad flash) para mejorar la IA, le proporciona información de archivo de antes del apocalipsis para estimular la inteligencia.\nInstalado en guantes\n\nInteligencia +1"

modArmorPerceptionImp,item_modifiers,mod,,[DECEA3]Improved[-] Perception Mod,[DECEA3]«Улучшенный»[-] Мод «Восприятие»,Mod Percepción [DECEA3]Mejorado[-]
modArmorPerceptionImpDesc,item_modifiers,mod,,"Additional improved storage medium (flash drive) to enhance the AI of contact lenses, improving aiming and targeting.\nInstalled in gloves\n\nPerception +2","Дополнительный улучшенный носитель информации (флешка) для усиления ИИ контактных линз, улучшая прицел и наведение.\n\n«Восприятие» +2\n[DECEA3]Устанавливается в перчатки.[-]","Medio de almacenamiento adicional mejorado (unidad flash) para mejorar la IA de los lentes de contacto, mejorando la puntería y el objetivo.\nInstalado en guantes\n\nPercepción +2"
modArmorStrengthImp,item_modifiers,mod,,[DECEA3]Improved[-] Strength Mod,[DECEA3]«Улучшенный»[-] Мод «Сила»,Mod Fuerza [DECEA3]Mejorado[-]
modArmorStrengthImpDesc,item_modifiers,mod,,"Additional improved storage medium (flash drive) for AI enhancement, suppresses myostatin to increase strength.\nInstalled in gloves\n\nStrength +2","Дополнительный улучшенный носитель информации (флешка) для усиления ИИ, подавляет миостатин для увеличения силы.\n\n«Сила» +2\n[DECEA3]Устанавливается в перчатки.[-]","Medio de almacenamiento adicional mejorado (unidad flash) para mejorar la IA, suprime la miostatina para aumentar la fuerza.\nInstalado en guantes\n\nFuerza +2"
modArmorFortitudeImp,item_modifiers,mod,,[DECEA3]Improved[-] Fortitude Mod,[DECEA3]«Улучшенный»[-] Мод «Стойкость»,Mod Fortaleza [DECEA3]Mejorado[-]
modArmorFortitudeImpDesc,item_modifiers,mod,,"Additional improved storage medium (flash drive) for AI enhancement, enhances the immune system.\nInstalled in gloves\n\nFortitude +2","Дополнительный улучшенный носитель информации (флешка) для усиления ИИ, усиливает иммунную систему.\n\n«Стойкость» +2\n[DECEA3]Устанавливается в перчатки.[-]","Medio de almacenamiento adicional mejorado (unidad flash) para mejorar la IA, mejora el sistema inmunológico.\nInstalado en guantes\n\nFortaleza +2"
modArmorAgilityImp,item_modifiers,mod,,[DECEA3]Improved[-] Agility Mod,[DECEA3]«Улучшенный»[-] Мод «Ловкость»,Mod Agilidad [DECEA3]Mejorado[-]
modArmorAgilityImpDesc,item_modifiers,mod,,"Additional improved storage medium (flash drive) for AI enhancement, significantly accelerates the transmission of nerve impulses.\nInstalled in gloves\n\nAgility +2","Дополнительный улучшенный носитель информации (флешка) для усиления ИИ, значительно ускоряет передачу нервных импульсов.\n\n«Ловкость» +2\n[DECEA3]Устанавливается в перчатки.[-]","Medio de almacenamiento adicional mejorado (unidad flash) para mejorar la IA, acelera significativamente la transmisión de impulsos nerviosos.\nInstalado en guantes\n\nAgilidad +2"
modArmorIntellectImp,item_modifiers,mod,,[DECEA3]Improved[-] Intellect Mod,[DECEA3]«Улучшенный»[-] Мод «Интеллект»,Mod Inteligencia [DECEA3]Mejorado[-]
modArmorIntellectImpDesc,item_modifiers,mod,,"Additional improved storage medium (flash drive) for enhancing AI, provides you with archival information from before the apocalypse to stimulate intelligence.\nInstalled in gloves\n\nIntelligence +2","Дополнительный улучшенный носитель информации (флешка) для усиления ИИ, снабжает вас архивной информацией времен до начала апокалипсиса для стимуляции интеллекта.\n\n«Интеллект» +2\n[DECEA3]Устанавливается в перчатки.[-]","Medio de almacenamiento adicional mejorado (unidad flash) para mejorar la IA, le proporciona información de archivo de antes del apocalipsis para estimular la inteligencia.\nInstalado en guantes\n\nInteligencia +2"

modAttributeBoostUnique,item_modifiers,mod,,[FFB800]Unique[-] Advanced AI Mod,[FFB800]«Уникальный»[-] Мод «Расширенное ИИ»,Mod IA avanzada [FFB800]Único[-]
modAttributeBoostUniqueDesc,item_modifiers,mod,,"Large base for enhancing AI, significantly speeds up and expands AI capabilities.\nInstalls in gloves\n\nIncreases all attributes by [DECEA3]1[-]","Большая база для усиления ИИ, значительно ускоряет и расширяет возможности ИИ.\n\nУвеличивает все атрибуты на [DECEA3]1[-]\n[DECEA3]Устанавливается в перчатки.[-]","Gran base para mejorar la IA, acelera y amplía significativamente las capacidades de la IA.\nSe instala en guantes\n\nAumenta todos los atributos en 1"
modAttributeBoostExp,item_modifiers,mod,,[FF6666]Experimental[-] Advanced AI 2.0 Mod,[FF6666]«Экспериментальный»[-] Мод «Расширенное ИИ 2.0»,Mod IA avanzada 2.0 [FF6666]Experimental[-]
modAttributeBoostExpDesc,item_modifiers,mod,,"A huge base for AI enhancement accelerates and expands AI capabilities. It's still unclear what this will lead to.\nInstalls in gloves\n\nIncreases all attributes by [DECEA3]2[-]","Огромная база для усиления ИИ, ускоряет и расширяет возможности ИИ. Пока неизвестно к чему это может привести.\n\nУвеличивает все атрибуты на [DECEA3]2[-]\n[DECEA3]Устанавливается в перчатки.[-]","Una enorme base para la mejora de la IA acelera y amplía sus capacidades. Aún no está claro a qué conducirá esto.\nSe instala en guantes\n\nAumenta todos los atributos en [DECEA3]2[-]"

modReactorAcceleratorExp,item_modifiers,mod,,[FF6666]Experimental[-] Reactor accelerator Mod,[FF6666]«Экспериментальный»[-] Мод «Реакторный ускоритель»,Mod de acelerador de reactor [FF6666]Experimental[-]
modReactorAcceleratorExpDesc,item_modifiers,mod,,"A portable reactor can not only power any network, but also significantly increase the power of any engine. Installing such a modification on an [DECEA3]gyrocopter[-] will increase its speed several times, but it also requires twice as much fuel.","Портативный реактор может не только питать любые сети, но и значительно усиливать мощности любого двигателя.\n\nУстановка подобной модификации на [DECEA3]автожир[-] позволит в разы увеличить скорость его передвижения, однако и топливо требуется в два раза больше.","Un reactor portátil no solo puede alimentar cualquier red, sino también aumentar significativamente la potencia de cualquier motor. Instalar dicha modificación en un [DECEA3]girocóptero[-] aumentará su velocidad varias veces, pero también requiere el doble de combustible."


modRareArmorARResistHelmet,item_modifiers,mod,,Defender-Z Mod. [DECEA3]Head[-],Мод [FFB800]Защитник-Z:[-] [DECEA3]Голова[-],Mod de Defender-Z. [DECEA3]Cabeza[-]
modRareArmorARResistHelmetDesc,item_modifiers,mod,,"Experimental protective head covering. Protects against most negative influences.\nPhysical Defense [DECEA3]+2[-]\nRadiation Damage [DECEA3]-10%[-]\nIncreases recovery speed from radiation\n\nCounts towards the RadProtect set\n\nFull Set of Defense Mods: [DECEA3]Grants resistance to 2 active radiation effects. Grants immunity to damage and negative effects from the second phase of any storm.[-]","Экспериментальное защитное покрытие брони головы. Защищает вас от большинства негативных воздействий.\nФизическая защита [DECEA3]+2[-]\nУрон от радиации [DECEA3]-10%[-]\nУвеличивает скорость восстановления от облучения\n\nПолный набор модов защиты: [DECEA3]Даёт сопротивление к 2 эффектам активной радиации. Даёт невосприимчивость к урону и негативным эффектам от второй фазы любой бури.[-]","Recubrimiento protector experimental para la cabeza. Protege tus piernas de la mayoría de los efectos negativos.\nDefensa física [DECEA3]+2[-]\nDaño por radiación [DECEA3]-10%[-]\nAumenta la velocidad de recuperación de la radiación\n\nCuenta para el conjunto de protección contra la radiación\n\nConjunto completo de mods de defensa: [DECEA3]Otorga resistencia a 2 efectos de radiación activos. Otorga inmunidad al daño y los efectos negativos de la segunda fase de cualquier tormenta.[-]"
modRareArmorARResistOutfit,item_modifiers,mod,,Defender-Z Mod. [DECEA3]Chest[-],Мод [FFB800]Защитник-Z:[-] [DECEA3]Тело[-],Mod de Defender-Z. [DECEA3]Pecho[-]
modRareArmorARResistOutfitDesc,item_modifiers,mod,,"Experimental protective body armor coating. Protects against most negative influences.\nPhysical Defense [DECEA3]+2[-]\nRadiation Damage [DECEA3]-10%[-]\nIncreases recovery speed from radiation\n\nCounts towards the RadProtect set\n\nFull Set of Defense Mods: [DECEA3]Grants resistance to 2 active radiation effects. Grants immunity to damage and negative effects from the second phase of any storm.[-]","Экспериментальное защитное покрытие брони тела. Защищает вас от большинства негативных воздействий.\nФизическая защита [DECEA3]+2[-]\nУрон от радиации [DECEA3]-10%[-]\nУвеличивает скорость восстановления от облучения\n\nПолный набор модов защиты: [DECEA3]Даёт сопротивление к 2 эффектам активной радиации. Даёт невосприимчивость к урону и негативным эффектам от второй фазы любой бури.[-]","Recubrimiento protector experimental para armadura corporal. Protege tus piernas de la mayoría de los efectos negativos.\nDefensa física [DECEA3]+2[-]\nDaño por radiación [DECEA3]-10%[-]\nAumenta la velocidad de recuperación de la radiación\n\nCuenta para el conjunto de protección contra la radiación\n\nConjunto completo de mods de defensa: [DECEA3]Otorga resistencia a 2 efectos de radiación activos. Otorga inmunidad al daño y los efectos negativos de la segunda fase de cualquier tormenta.[-]"
modRareArmorARResistGloves,item_modifiers,mod,,Defender-Z Mod. [DECEA3]Hands[-],Мод [FFB800]Защитник-Z:[-] [DECEA3]Руки[-],Mod de Defender-Z. [DECEA3]Manos[-]
modRareArmorARResistGlovesDesc,item_modifiers,mod,,"Experimental protective arm armor coating. Protects against most negative influences.\nPhysical Defense [DECEA3]+2[-]\nRadiation Damage [DECEA3]-10%[-]\nIncreases recovery speed from radiation\n\nCounts towards the RadProtect set\n\nFull Set of Defense Mods: [DECEA3]Grants resistance to 2 active radiation effects. Grants immunity to damage and negative effects from the second phase of any storm.[-]","Экспериментальное защитное покрытие брони рук. Защищает вас от большинства негативных воздействий.\nФизическая защита [DECEA3]+2[-]\nУрон от радиации [DECEA3]-10%[-]\nУвеличивает скорость восстановления от облучения\n\nПолный набор модов защиты: [DECEA3]Даёт сопротивление к 2 эффектам активной радиации. Даёт невосприимчивость к урону и негативным эффектам от второй фазы любой бури.[-]","Recubrimiento protector experimental para brazos. Protege tus piernas de la mayoría de los efectos negativos.\nDefensa física [DECEA3]+2[-]\nDaño por radiación [DECEA3]-10%[-]\nAumenta la velocidad de recuperación de la radiación\n\nCuenta para el conjunto de protección contra la radiación\n\nConjunto completo de mods de defensa: [DECEA3]Otorga resistencia a 2 efectos de radiación activos. Otorga inmunidad al daño y los efectos negativos de la segunda fase de cualquier tormenta.[-]"
modRareArmorARResistBoots,item_modifiers,mod,,Defender-Z Mod. [DECEA3]Feet[-],Мод [FFB800]Защитник-Z:[-] [DECEA3]Ноги[-],Mod de Defender-Z. [DECEA3]Pies[-]
modRareArmorARResistBootsDesc,item_modifiers,mod,,"Experimental protective coating of leg armor. Protects against most negative influences.\nPhysical Defense [DECEA3]+2[-]\nRadiation damage [DECEA3]-10%[-]\nIncreases recovery speed from radiation\n\nConsidered for the RadProtect set\n\nFull set of protection mods: [DECEA3]Grants resistance to 2 active radiation effects. Grants immunity to damage and negative effects from the second phase of any storm.[-]","Экспериментальное защитное покрытие брони ног. Защищает вас от большинства негативных воздействий.\nФизическая защита [DECEA3]+2[-]\nУрон от радиации [DECEA3]-10%[-]\nУвеличивает скорость восстановления от облучения\n\nПолный набор модов защиты: [DECEA3]Даёт сопротивление к 2 эффектам активной радиации. Даёт невосприимчивость к урону и негативным эффектам от второй фазы любой бури.[-]","Recubrimiento protector experimental para armadura de piernas. Protege las piernas de la mayoría de los efectos negativos.\nProtección física [DECEA3]+2[-]\nDaño por radiación [DECEA3]-10%[-]\nAumenta la velocidad de recuperación de la radiación\n\nConsiderado para el conjunto RadProtect\n\nConjunto completo de mods de protección: [DECEA3]Otorga resistencia a 2 efectos de radiación activos. Otorga inmunidad al daño y los efectos negativos de la segunda fase de cualquier tormenta.[-]"
modArmorLSSHelmet,item_modifiers,mod,,LSS-1 Mod. [DECEA3]Head[-],Мод LSS-1: [DECEA3]Голова[-],Mod LSS-1. [DECEA3]Cabeza[-]
modArmorLSSHelmetDesc,item_modifiers,mod,,"Experimental life support system for head protection. Increases food and water reserves by 50. You can drink turbid water without fear of poisoning.\n\nFull set of life support mods: [DECEA3]Increases the values of basic stats (health, stamina, food and water) by 50[-]","Экспериментальная система жизнеобеспечения для защиты головы. Увеличивает запас еды и воды на 50. Вы можете употреблять мутную воду, не боясь отравления.\n\nПолный набор модов жизнеобеспечения: [DECEA3]Увеличивает значения базовых показателей (здоровье, выносливость, еда и вода) на 50[-]","Sistema experimental de soporte vital para protección de la cabeza. Aumenta las reservas de alimentos y agua en 50. Puedes beber agua turbia sin miedo a envenenarte.\n\nConjunto completo de mods de soporte vital: [DECEA3]Aumenta los valores de las estadísticas básicas (salud, resistencia, comida y agua) en 50[-]"
modArmorLSSOutfit,item_modifiers,mod,,LSS-1 Mod. [DECEA3]Chest[-],Мод LSS-1: [DECEA3]Тело[-],Mod LSS-1. [DECEA3]Pecho[-]
modArmorLSSOutfitDesc,item_modifiers,mod,,"Experimental life support system for body protection. Increases health by 50. Healing speed is increased by 2 times.\n\nFull set of life support mods: [DECEA3]Increases the values of basic indicators (health, stamina, food and water) by 50[-]","Экспериментальная система жизнеобеспечения для защиты тела. Увеличивает запас здоровья на 50. Скорость лечения увеличена в 2 раза.\n\nПолный набор модов жизнеобеспечения: [DECEA3]Увеличивает значения базовых показателей (здоровье, выносливость, еда и вода) на 50[-]","Sistema experimental de soporte vital para la protección del cuerpo. Aumenta la salud en 50. La velocidad de curación se incrementa en 2 veces.\n\nConjunto completo de mods de soporte vital: [DECEA3]Aumenta los valores de los indicadores básicos (salud, resistencia, alimentos y agua) en 50[-]"
modArmorLSSGloves,item_modifiers,mod,,LSS-1 Mod. [DECEA3]Hands[-],Мод LSS-1: [DECEA3]Руки[-],Mod LSS-1. [DECEA3]Manos[-]
modArmorLSSGlovesDesc,item_modifiers,mod,,"Experimental life support system for hand protection. Reduces food and water consumption by 25%.\n\nFull Life Support Mod Set: [DECEA3]Increases base stats (health, stamina, food, and water) by 50[-]","Экспериментальная система жизнеобеспечения для защиты рук. Уменьшает расход еды и воды на 25%.\n\nПолный набор модов жизнеобеспечения: [DECEA3]Увеличивает значения базовых показателей (здоровье, выносливость, еда и вода) на 50[-]","Sistema experimental de soporte vital para protección de las manos. Reduce el consumo de alimentos y agua en un 25%.\n\nConjunto completo de mods de soporte vital: [DECEA3]Aumenta las estadísticas base (salud, resistencia, comida y agua) en 50[-]"

modSurgicalBladeSchematic,item_modifiers,Mod,,Surgical Blade Mod Schematic,Схема модификации «Хирургическое лезвие»,Esquema de modificación de la hoja quirúrgica

modSurgicalBlade,item_modifiers,mod,,[DECEA3]Improved[-] Surgical Blade Mod,[DECEA3]«Улучшенный»[-] Мод «Хирургическое лезвие»,Mod de hoja quirúrgica [DECEA3]Mejorado[-]
modSurgicalBladeDesc,item_modifiers,mod,,"The ultra-strong surgical blade stays sharp significantly longer.\nResource yield from butchering animal carcasses is increased by [DECEA3]20%[-].\nAllows you to collect [5AFF75]Mutation Samples[-] from butchering radioactive and elite zombies, as well as bosses and minibosses\n\n[DECEA3]The Meat Feast enhancement skill also increases the number of samples collected[-]\n[DECEA3]The schematic is obtained during the «Rare Samples quest».[-]","Сверхпрочное хирургическое лезвие значительно дольше остается острым.\nДобыча ресурсов при разделке туш животных увеличена на [DECEA3]20%[-]. Даёт возможность собирать [5AFF75]Образцы мутаций[-] при разделке туш радиоактивных и элитных зомби, а также боссов и мини боссов.\n\n[DECEA3]Навык совершенствования «Мясной пир» увеличивает количество собираемых образцов.[-]\n[DECEA3]Схема получается в ходе выполнения квеста «Редкие образцы»[-]","La hoja quirúrgica ultra fuerte se mantiene afilada significativamente más tiempo.\nEl rendimiento de recursos de la carnicería de cadáveres de animales se aumenta en un [DECEA3]20%[-].\nTe permite recolectar [5AFF75]muestras de mutación[-] de la carnicería de zombis radiactivos y de élite, así como de jefes y mini-jefes\n\n[DECEA3]La habilidad de mejora 'Meat Feast' también aumenta el número de muestras recolectadas[-]"

modSurgicalBladeUnique,item_modifiers,mod,,[FFB800]Unique[-] Surgical Blade Mod,[FFB800]«Уникальный»[-] Мод «Хирургическое лезвие»,Mod de hoja quirúrgica [FFB800]Único[-]
modSurgicalBladeUniqueDesc,item_modifiers,mod,,"The ultra-strong surgical blade stays sharp significantly longer.\nResource yield from butchering animal carcasses is increased by [DECEA3]40%[-].\nAllows you to collect [5AFF75]Mutation Samples[-] from butchering radioactive and elite zombies, as well as bosses and minibosses.\nYou get [DECEA3]50%[-] more samples.\n\n[DECEA3]The Meat Feast enhancement skill also increases the number of samples collected[-]","Сверхпрочное хирургическое лезвие значительно дольше остается острым.\nДобыча ресурсов при разделке туш животных увеличена на [DECEA3]40%[-]. Даёт возможность собирать [5AFF75]Образцы мутаций[-] при разделке туш радиоактивных и элитных зомби, а также боссов и мини боссов.\nВы получаете на [DECEA3]50%[-] больше образцов.\n\n[DECEA3]Навык совершенствования «Мясной пир» также увеличивает количество собираемых образцов.[-]","La hoja quirúrgica ultra fuerte se mantiene afilada significativamente más tiempo.\nEl rendimiento de recursos de la carnicería de cadáveres de animales se aumenta en un [DECEA3]40%[-].\nTe permite recolectar [5AFF75]muestras de mutación[-] de la carnicería de zombis radiactivos y de élite, así como de jefes y mini-jefes.\nObtendrás un [DECEA3]50%[-] más de muestras.\n\n[DECEA3]La habilidad de mejora 'Meat Feast' también aumenta el número de muestras recolectadas[-]"

modArmorLSSBoots,item_modifiers,mod,,LSS-1 Mod. [DECEA3]Feet[-],Мод LSS-1: [DECEA3]Ноги[-],Mod LSS-1. [DECEA3]Pies[-]
modArmorLSSBootsDesc,item_modifiers,mod,,"Experimental life support system for leg protection. Reduces fall damage.\n\nFull Life Support Mod Set: [DECEA3]Increases base stats (health, stamina, food, and water) by 50[-]","Экспериментальная система жизнеобеспечения для защиты ног. Уменьшает урон при падении.\n\nПолный набор модов жизнеобеспечения: [DECEA3]Увеличивает значения базовых показателей (здоровье, выносливость, еда и вода) на 50[-]","Sistema experimental de soporte vital para protección de las piernas. Reduce el daño por caída.\n\nConjunto completo de mods de soporte vital: [DECEA3]Aumenta las estadísticas base (salud, resistencia, comida y agua) en 50[-]"

modArmorHeadset,item_modifiers,mod,,[DECEA3]Improved[-] Armor Headset Mod,[DECEA3]«Улучшенный»[-] Мод «Гарнитура брони»,Mod de casco de armadura [DECEA3]Mejorado[-]
modArmorHeadsetDesc,item_modifiers,mod,,"A quality headset allows you to fit any armor almost perfectly.\n\nSignificantly reduces stamina consumption, mobility penalty, and noise when worn","Качественная гарнитура позволяет подогнать любую броню почти идеально.\n\nЗначительно снижает расход выносливости.\nУменьшает уровень производимого шума и штраф к мобильности.","Un auricular de calidad te permite ajustar cualquier armadura casi perfectamente.\n\nReduce significativamente el consumo de resistencia, la penalización de movilidad y el ruido al usarlo."

modBandolierImp,item_modifiers,mod,,[DECEA3]Improved[-] Bandolier Mod,[DECEA3]«Улучшенный»[-] Мод «Патронташ»,Mod de bandolera [DECEA3]Mejorado[-]
modBandolierImpDesc,item_modifiers,mod,,"This modifier increases reload speed by [DECEA3]30%[-] and reduces overload penalty by [DECEA3]6[-]\n\nThe mod cannot be crafted by yourself but can be found in the open world","Этот модификатор увеличивает скорость перезарядки на [DECEA3]30%[-] и уменьшает штраф от перегрузки на [DECEA3]6[-]\n\n[DECEA3]Модификацию нельзя создать самому. Можно найти в открытом мире.[-]","Este modificador aumenta la velocidad de recarga en un 30% y reduce la penalización por sobrecarga en 6\n\nEl mod no se puede fabricar por ti mismo, pero se puede encontrar en el mundo abierto"

modSmartGlass,item_modifiers,mod,,[DECEA3]Improved[-] Smart Glass Mod,[DECEA3]«Улучшенный»[-] Мод «Умные очки»,Mod de gafas inteligentes [DECEA3]Mejorado[-]
modArmorTreasureHunterDesc,item_modifiers,mod,,"This AI-powered headgear mod increases the speed of learning and improves the ability to find valuable items and hidden treasures.","Сквозь эти линзы мир предстаёт иным. Усиленный ИИ не только повышает скорость изучения, но и улучшает способность поиска ценных предметов и спрятанных сокровищ.","Este mod de casco impulsado por IA aumenta la velocidad de aprendizaje y mejora la capacidad de encontrar objetos valiosos y tesoros escondidos."
modSmartGlassDesc,item_modifiers,mod,,"This AI-powered headgear mod increases the speed of learning and improves the ability to find valuable items and hidden treasures. New firmware allows you to increase the modification bonus","Сквозь эти линзы мир предстаёт иным. Усиленный ИИ не только повышает скорость изучения, но и улучшает способность поиска ценных предметов и спрятанных сокровищ.\nНовая прошивка позволяет увеличить бонус модификации","Este mod de casco impulsado por IA aumenta la velocidad de aprendizaje y mejora la capacidad de encontrar objetos valiosos y tesoros escondidos. El nuevo firmware te permite aumentar el bono de modificación"

modOkGoogle,item_modifiers,mod,,[FFB800]Unique[-] Ok Google Mod,[FFB800]«Уникальный»[-] Мод «Окей Гугл»,Mod de Ok Google [FFB800]Único[-]
modOkGoogleDesc,item_modifiers,mod,,"This AI-enhanced headgear mod increases learning speed and improves the ability to find valuable items and hidden treasures. This item can also be linked to the outside world to sync. If it works, don't break it.","Сквозь эти линзы мир предстаёт иным. Усиленный ИИ не только повышает скорость изучения, но и улучшает способность поиска ценных предметов и спрятанных сокровищ.\nЭта вещь ещё может связываться для синхронизации с внешним миром. Лучше не ломать то, что работает.","Este mod de casco mejorado con IA aumenta la velocidad de aprendizaje y mejora la capacidad de encontrar objetos valiosos y tesoros escondidos. Este artículo también se puede vincular con el mundo exterior para sincronizarlo. Si funciona, no lo rompas."

modNerdBonusImp,item_modifiers,mod,,[DECEA3]Improved[-] Nerd Bonus Mod,[DECEA3]«Улучшенный»[-] Мод «Бонус ботаника»,Mod de bonificación de nerd [DECEA3]Mejorado[-]
modNerdBonusImpDesc,item_modifiers,mod,,"Gives a [DECEA3]40%[-] chance to gain an additional skill point when reading magazines.\n\nCan't be installed into the nerd armor.","Даёт шанс [DECEA3]40%[-] получить дополнительное очко навыков при чтении журналов.\n\n[DECEA3]Нельзя установить в броню ботана.[-]","Da un 40% de posibilidades de obtener un punto de habilidad adicional al leer revistas.\n\nNo se puede instalar en la armadura de nerd."

modNerdBonusUnique,item_modifiers,mod,,[FFB800]Unique[-] Nerd Bonus Mod,[FFB800]«Уникальный»[-] Мод «Бонус ботаника»,Mod de bonificación de nerd [FFB800]Único[-]
modNerdBonusUniqueDesc,item_modifiers,mod,,"Gives a [DECEA3]50%[-] chance to gain an additional skill point when reading magazines. Also increases the chance to receive all types of magazines by [DECEA3]25%[-].\n\nCan't be installed into the nerd armor","Даёт шанс [DECEA3]50%[-] получить дополнительное очко навыков при чтении журналов. Увеличивает шанс получения всех видов журналов на [DECEA3]25%[-].\n\n[DECEA3]Нельзя установить в броню ботана.[-]","Da un 50% de posibilidades de obtener un punto de habilidad adicional al leer revistas. También aumenta la posibilidad de recibir todo tipo de revistas en un 25%."

modIrradiationResistImp,item_modifiers,mod,,[DECEA3]Improved[-] Cleaning Kit Mod,[DECEA3]«Улучшенный»[-] Мод «Набор очистки»,Kit de limpieza Mod [DECEA3]Mejorado[-]
