Key,Source,Context,Changes,English,Russian,Spanish
attperfectionRank02LongDesc,progression,Attribute,,"You are no longer just meat - you are running. Purchase costs from merchants have been reduced by [DECEA3]1%[-] and sale costs have been increased by [DECEA3]4%.[-] Explore the world and become the king of the wasteland.","Вы уже не просто мясо — вы уже бегаете. Цена покупки у торговцев уменьшена на [DECEA3]1%[-]. Цена продажи увеличена на [DECEA3]4%.[-]. Исследуйте мир и станьте королем пустоши.","Ya no eres solo carne, corres. Los costos de compra a los comerciantes se han reducido en un 1% y los de venta se han aumentado en un 4%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank03Desc,progression,Attribute,,Wanderer,Странник,Errante
attperfectionRank03LongDesc,progression,Attribute,,"You have seen the world and have some experience in survival. Purchase costs from merchants have been reduced by [DECEA3]1.5%[-] and sale costs have been increased by [DECEA3]6%. Explore the world and become the king of the wasteland.","Вы повидали мир и какой-то опыт выживания у вас есть. Цена покупки у торговцев уменьшена на [DECEA3]1.5%[-]. Цена продажи увеличена на [DECEA3]6%[-]. Исследуйте мир и станьте королем пустоши.","Has visto el mundo y tienes algo de experiencia en supervivencia. Los costos de compra a los comerciantes se han reducido en un 1.5% y los de venta se han aumentado en un 6%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank04Desc,progression,Attribute,,Researcher,Исследователь,Investigador
attperfectionRank04LongDesc,progression,Attribute,,"You've mastered the basics perfectly, now it's time to delve into the details. Purchase costs from merchants have been reduced by [DECEA3]2%[-] and sale costs have been increased by [DECEA3]8%.[-] Explore the world and become the king of the wasteland.","Азы вы освоили на отлично, теперь пора углубиться в детали. Цена покупки у торговцев уменьшена на [DECEA3]2%[-]. Цена продажи увеличена на [DECEA3]8%[-]. Исследуйте мир и станьте королем пустоши.","Has dominado lo básico a la perfección, ahora es el momento de profundizar en los detalles. Los costos de compra a los comerciantes se han reducido en un 2% y los de venta se han aumentado en un 8%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank05Desc,progression,Attribute,,Recognizable,Узнаваемый,Reconocible
attperfectionRank05LongDesc,progression,Attribute,,"Other survivors have heard about you. Not necessarily only good things. Purchase costs from merchants have been reduced by [DECEA3]2.5%[-] and sale costs have been increased by [DECEA3]10%.[-] Explore the world and become the king of the wasteland.","Про вас слышали другие выжившие. И не факт, что только хорошее. Цена покупки у торговцев уменьшена на [DECEA3]2.5%[-]. Цена продажи увеличена на [DECEA3]10%[-]. Исследуйте мир и станьте королем пустоши.","Otros supervivientes han oído hablar de ti. No necesariamente solo cosas buenas. Los costos de compra a los comerciantes se han reducido en un 2.5% y los de venta se han aumentado en un 10%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank06Desc,progression,Attribute,,Mercenary,Наемник,Mercenario
attperfectionRank06LongDesc,progression,Attribute,,"You have excellent fighting skills - all that remains is to put them into practice. Purchase costs from merchants have been reduced by [DECEA3]3%[-] and sale costs have been increased by [DECEA3]12%.[-] Explore the world and become the king of the wasteland.","У вас отличные навыки боя - осталось применить их на деле. Цена покупки у торговцев уменьшена на [DECEA3]3%[-]. Цена продажи увеличена на [DECEA3]12%[-]. Исследуйте мир и станьте королем пустоши.","Tienes excelentes habilidades de combate, solo queda ponerlas en práctica. Los costos de compra a los comerciantes se han reducido en un 3% y los de venta se han aumentado en un 12%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank07Desc,progression,Attribute,,Veteran,Ветеран,Veterano
attperfectionRank07LongDesc,progression,Attribute,,"You've seen a lot. But don't stop there. Purchase costs from merchants have been reduced by [DECEA3]3.5%[-] and sale costs have been increased by [DECEA3]14%.[-] Explore the world and become the king of the wasteland.","Вы повидали многое. Но не стоит останавливаться на достигнутом. Цена покупки у торговцев уменьшена на [DECEA3]3.5%[-]. Цена продажи увеличена на [DECEA3]14%[-]. Исследуйте мир и станьте королем пустоши.","Has visto mucho. Pero no te detengas ahí. Los costos de compra a los comerciantes se han reducido en un 3.5% y los de venta se han aumentado en un 14%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank08Desc,progression,Attribute,,Authority,Авторитет,Autoridad
attperfectionRank08LongDesc,progression,Attribute,,"You can't be ignored. You're right there in every mess. Purchase costs from merchants have been reduced by [DECEA3]4%[-] and sale costs have been increased by [DECEA3]16%.[-] Explore the world and become the king of the wasteland.","С вами нельзя не считаться. В каждой заварушке вы тут как тут. Цена покупки у торговцев уменьшена на [DECEA3]4%[-]. Цена продажи увеличена на [DECEA3]16%[-]. Исследуйте мир и станьте королем пустоши.","No se te puede ignorar. Estás ahí mismo en cada lío. Los costos de compra a los comerciantes se han reducido en un 4% y los de venta se han aumentado en un 16%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank09Desc,progression,Attribute,,Legend,Легенда,Leyenda
attperfectionRank09LongDesc,progression,Attribute,,"People talk about you with admiration. You are perfect in almost everything. In almost everything. Purchase costs from merchants have been reduced by [DECEA3]4.5%[-] and sale costs have been increased by [DECEA3]18%.[-] Explore the world and become the king of the wasteland.","О вас говорят с восхищением. Вы совершенны почти во всем. Почти во всем. Цена покупки у торговцев уменьшена на [DECEA3]4.5%[-]. Цена продажи увеличена на [DECEA3]18%[-]. Исследуйте мир и станьте королем пустоши.","La gente habla de ti con admiración. Eres perfecto en casi todo. En casi todo. Los costos de compra a los comerciantes se han reducido en un 4.5% y los de venta se han aumentado en un 18%. Explora el mundo y conviértete en el rey del páramo."
attperfectionRank10Desc,progression,Attribute,,Wasteland king,Король пустоши,Rey del páramo
attperfectionRank10LongDesc,progression,Attribute,,"You are the king of the entire wasteland. There is nothing that will surprise or frighten you. Purchase costs from merchants have been reduced by [DECEA3]5%[-] and sale costs have been increased by [DECEA3]20%.[-] You are perfect!","Вы король всей пустоши. Нет ничего что вас удивит или испугает. Цена покупки у торговцев уменьшена на [DECEA3]5%[-]. Цена продажи увеличена на [DECEA3]20%[-]. Вы совершенны!","Eres el rey de todo el páramo. No hay nada que te sorprenda o te asuste. Los costos de compra a los comerciantes se han reducido en un 5% y los de venta se han aumentado en un 20%. ¡Eres perfecto!"

reqPerfectPoints01,progression,Attribute,,1 lvl,1 ур,1 nivel
reqPerfectPoints02,progression,Attribute,,50 lvl,50 ур,50 niveles
reqPerfectPoints03,progression,Attribute,,100 lvl,100 ур,100 niveles
reqPerfectPoints04,progression,Attribute,,150 lvl,150 ур,150 niveles
reqPerfectPoints05,progression,Attribute,,200 lvl,200 ур,200 niveles
reqPerfectPoints06,progression,Attribute,,250 lvl,250 ур,250 niveles
reqPerfectPoints07,progression,Attribute,,300 lvl,300 ур,300 niveles
reqPerfectPoints08,progression,Attribute,,350 lvl,350 ур,350 niveles
reqPerfectPoints09,progression,Attribute,,400 lvl,400 ур,400 niveles
reqPerfectPoints10,progression,Attribute,,450 lvl,450 ур,450 niveles

reqPerfectLevel01,progression,Attribute,,Perfection Level 1,Уровень совершенства 1,Nivel de perfección 1
reqPerfectLevel02,progression,Attribute,,Perfection Level 2,Уровень совершенства 2,Nivel de perfección 2
reqPerfectLevel03,progression,Attribute,,Perfection Level 3,Уровень совершенства 3,Nivel de perfección 3
reqPerfectLevel04,progression,Attribute,,Perfection Level 4,Уровень совершенства 4,Nivel de perfección 4
reqPerfectLevel05,progression,Attribute,,Perfection Level 5,Уровень совершенства 5,Nivel de perfección 5
reqPerfectLevel06,progression,Attribute,,Perfection Level 6,Уровень совершенства 6,Nivel de perfección 6
reqPerfectLevel07,progression,Attribute,,Perfection Level 7,Уровень совершенства 7,Nivel de perfección 7
reqPerfectLevel08,progression,Attribute,,Perfection Level 8,Уровень совершенства 8,Nivel de perfección 8
reqPerfectLevel09,progression,Attribute,,Perfection Level 9,Уровень совершенства 9,Nivel de perfección 9
reqPerfectLevel10,progression,Attribute,,Perfection Level 10,Уровень совершенства 10,Nivel de perfección 10

reqPlayerLevel100,progression,Attribute,,Character Level 100,Уровень персонажа 100,Nivel de personaje 100
reqPlayerLevel200,progression,Attribute,,Character Level 200,Уровень персонажа 200,Nivel de personaje 200
reqPlayerLevel300,progression,Attribute,,Character Level 300,Уровень персонажа 300,Nivel de personaje 300
reqPlayerLevel400,progression,Attribute,,Character Level 400,Уровень персонажа 400,Nivel de personaje 400
reqPlayerLevel500,progression,Attribute,,Character Level 500,Уровень персонажа 500,Nivel de personaje 500
reqPlayerLevel600,progression,Attribute,,Character Level 600,Уровень персонажа 600,Nivel de personaje 600
reqPlayerLevel700,progression,Attribute,,Character Level 700,Уровень персонажа 700,Nivel de personaje 700
reqPlayerLevel800,progression,Attribute,,Character Level 800,Уровень персонажа 800,Nivel de personaje 800
reqPlayerLevel900,progression,Attribute,,Character Level 900,Уровень персонажа 900,Nivel de personaje 900
reqPlayerLevel1000,progression,Attribute,,Character Level 1000,Уровень персонажа 1000,Nivel de personaje 1000

0000 Self Develop 0000

skillSelfDevelopName,progression,Skills,,Skills Self Development,Навыки саморазвития,Habilidades de autodesarrollo

perkLearningAbilityName,progression,perk,,Learning ability,Обучаемость,Habilidad de aprendizaje
perkLearningAbilityDesc,progression,perk,,"You also need to be able to learn. Developing the skill of learning will allow you to learn faster, and when you master the skills, you will be able to teach others.","Обучаться тоже надо уметь. Развитие навыка обучаемости позволит вам обучаться быстрее, и когда вы овладеете навыком вы сможете обучать других.","También necesitas saber cómo aprender. Desarrollar la habilidad de aprendizaje te permitirá aprender más rápido, y cuando domines las habilidades, podrás enseñar a otros."
perkLearningAbilityRank1LongDesc,progression,Skills,,"Everything is like in school. Only zombies interfere with homework. Your experience gain is increased by [DECEA3]2.5%[-]","Все как в школе. Только зомби мешают делать уроки. Получаемый вами опыт увеличен на [DECEA3]2.5%[-]","Todo es como en la escuela. Solo los zombis interfieren con la tarea. Tu experiencia obtenida se aumenta en un [DECEA3]2.5%[-]"
perkLearningAbilityRank2LongDesc,progression,Skills,,"Ah, student life. Classes, library, parties, girls... and zombies. Your experience gain is increased by [DECEA3]5%[-]","Эх, студенческая жизнь. Занятия, библиотека, вечеринки, девочки... и зомби. Получаемый вами опыт увеличен на [DECEA3]5%[-]","Ah, la vida estudiantil. Clases, biblioteca, fiestas, chicas... y zombis. Tu experiencia obtenida se aumenta en un [DECEA3]5%[-]"
perkLearningAbilityRank3LongDesc,progression,Skills,,"If it weren't for the apocalypse, you would have become a good engineer. Your experience gain is increased by [DECEA3]7.5%[-]","Если бы не апокалипсис, вы бы стали хорошим инженером. Получаемый вами опыт увеличен на [DECEA3]7.5%[-]","Si no fuera por el apocalipsis, te habrías convertido en un buen ingeniero. Tu experiencia obtenida se aumenta en un [DECEA3]7.5%[-]"
perkLearningAbilityRank4LongDesc,progression,Skills,,"You don't have to read a lot to survive the apocalypse. You can, for example, shoot a lot. Your experience gain is increased by [DECEA3]10%[-]","Не обязательно много читать, чтобы выжить в апокалипсис. Можно, например, много стрелять. Получаемый вами опыт увеличен на [DECEA3]10%[-]","No es necesario leer mucho para sobrevivir al apocalipsis. Puedes, por ejemplo, disparar mucho. Tu experiencia obtenida se aumenta en un [DECEA3]10%[-]"
perkLearningAbilityRank5LongDesc,progression,Skills,,"Not everyone likes smart guys, but you don't care. Your experience gain is increased by [DECEA3]12.5%[-]","Немногие любят умников, но вам всё равно. Получаемый вами опыт увеличен на [DECEA3]12.5%[-]","No a todo el mundo le gustan los listos, pero a ti no te importa. Tu experiencia obtenida se aumenta en un [DECEA3]12.5%[-]"
perkLearningAbilityRank6LongDesc,progression,Skills,,"Learned it yourself - teach others. Your experience is increased by [DECEA3]15%[-]","Научился сам - научи других. Получаемый вами опыт увеличен на [DECEA3]15%[-]","Aprendiste tú mismo, enseña a otros. Tu experiencia se aumenta en un [DECEA3]15%[-]"
perkLearningAbilityRank7LongDesc,progression,Skills,,"In laboratories, knowledge is obtained faster. Your experience gain is increased by [DECEA3]17.5%[-]","В лабораториях знания получаются быстрее. Получаемый вами опыт увеличен на [DECEA3]17.5%[-]","En los laboratorios, el conocimiento se obtiene más rápido. Tu experiencia obtenida se aumenta en un [DECEA3]17.5%[-]"
perkLearningAbilityRank8LongDesc,progression,Skills,,"Lover of studying everything thoroughly. Your experience gain is increased by [DECEA3]20%[-]","Любитель всё досконально изучить. Получаемый вами опыт увеличен на [DECEA3]20%[-]","Amante de estudiar todo a fondo. Tu experiencia obtenida se aumenta en un [DECEA3]20%[-]"
perkLearningAbilityRank9LongDesc,progression,Skills,,"Smarter than 99%... Your experience gain is increased by [DECEA3]22.5%[-]","Поумнее 99%... Получаемый вами опыт увеличен на [DECEA3]22.5%[-]","Más inteligente que el 99%... Tu experiencia obtenida se aumenta en un [DECEA3]22.5%[-]"
perkLearningAbilityRank10LongDesc,progression,Skills,,"Learned it yourself - teach others. Allies and party members receive 5% more experience. Your experience gain is increased by 25%","Профессора много умничают, но они могут многому научить других. Союзники и участники группы получают на [DECEA3]5%[-] больше опыта. Получаемый вами опыт увеличен на [DECEA3]25%[-]","Aprendiste tú mismo, enseña a otros. Los aliados y los miembros del grupo reciben un 5% más de experiencia. Tu experiencia obtenida se aumenta en un [DECEA3]25%[-]"
perkLearningAbilityRank1Desc,progression,Skills,,Schoolboy,Школьник,Escolar
perkLearningAbilityRank2Desc,progression,Skills,,Student,Студент,Estudiante
perkLearningAbilityRank3Desc,progression,Skills,,Excellent student,Отличник,Estudiante sobresaliente
perkLearningAbilityRank4Desc,progression,Skills,,Graduate student,Аспирант,Estudiante de posgrado
perkLearningAbilityRank5Desc,progression,Skills,,Wise guy,Ботаник,Botánico
perkLearningAbilityRank6Desc,progression,Skills,,Teacher,Учитель,Maestro
perkLearningAbilityRank7Desc,progression,Skills,,Lab assistant,Лаборант,Asistente de laboratorio
perkLearningAbilityRank8Desc,progression,Skills,,Scientist,Ученый,Científico
perkLearningAbilityRank9Desc,progression,Skills,,Doctor of Science,Доктор наук,Doctor en Ciencias
perkLearningAbilityRank10Desc,progression,Skills,,Professor,Профессор,Profesor

perkLooteringName,progression,perk,,Lootering,Мародерство,Saqueo
perkLooteringDesc,progression,perk,,"To find good loot, you need to understand where and why it was hidden. Master the skill of finding rare loot and you will always have something to offer for sale.","Чтобы найти хорошую добычу, нужно понимать, где и зачем её прятали. Овладейте навыком поиска редкой добычи, и у вас всегда будет что предложить на продажу.","Para encontrar un buen botín, debes entender dónde y por qué estaba escondido. Domina la habilidad de encontrar botín raro y siempre tendrás algo para ofrecer a la venta."
perkLooteringRank1LongDesc,progression,Skills,,"Look more carefully. Loot Search Bonus [DECEA3]1.5%[-]","Ищите внимательнее. Бонус поиска добычи [DECEA3]1.5%[-]","Mira con más atención. Bonificación de búsqueda de botín [DECEA3]1.5%[-]"
perkLooteringRank2LongDesc,progression,Skills,,"Collect only the most important. Loot Search Bonus [DECEA3]3%[-]","Собирайте только самое важное. Бонус поиска добычи [DECEA3]3%[-]","Recoge solo lo más importante. Bonificación de búsqueda de botín [DECEA3]3%[-]"
perkLooteringRank3LongDesc,progression,Skills,,"Your trained eye won't miss you. Loot Search Bonus [DECEA3]4.5%[-]","Ваш наметанный глаз вас не подводит. Бонус поиска добычи [DECEA3]4.5%[-]","Tu ojo entrenado no te fallará. Bonificación de búsqueda de botín [DECEA3]4.5%[-]"
perkLooteringRank4LongDesc,progression,Skills,,"A good thief always knows where to look... Loot Search Bonus [DECEA3]6%[-]","Хороший вор всегда знает, где искать... Бонус поиска добычи [DECEA3]6%[-]","Un buen ladrón siempre sabe dónde buscar... Bonificación de búsqueda de botín [DECEA3]6%[-]"
perkLooteringRank5LongDesc,progression,Skills,,"If you can't find anything, you can just take it away. Loot Search Bonus [DECEA3]7.5%[-]","Если не удаётся найти, можно просто отобрать. Бонус поиска добычи [DECEA3]7.5%[-]","Si no puedes encontrar nada, puedes simplemente quitárselo. Bonificación de búsqueda de botín [DECEA3]17.5%[-]"
perkLooteringRank6LongDesc,progression,Skills,,"Without good loot you won't rest. Loot Search Bonus [DECEA3]9%[-]","Без хорошей добычи вы не успокоитесь. Бонус поиска добычи [DECEA3]9%[-]","Sin un buen botín no descansarás. Bonificación de búsqueda de botín [DECEA3]9%[-]"
perkLooteringRank7LongDesc,progression,Skills,,"Rob, Rob, Rob... Loot Search Bonus [DECEA3]10.5%[-]","Грабить, грабить, грабить... Бонус поиска добычи [DECEA3]10.5%[-]","Robar, robar, robar... Bonificación de búsqueda de botín [DECEA3]10.5%[-]"
perkLooteringRank8LongDesc,progression,Skills,,"The Experienced Thief knows how to get away with it. Loot Search Bonus [DECEA3]12%[-]","Опытный вор знает, как с этим уйти. Бонус поиска добычи [DECEA3]12%[-]","...y el Ladrón Experimentado sabe cómo salirse con la suya. Bonificación de búsqueda de botín [DECEA3]12%[-]"
perkLooteringRank9LongDesc,progression,Skills,,"Search good loot is your main profession. Loot Search Bonus [DECEA3]13.5%[-]","Поиск хорошей добычи — ваша основная профессия. Бонус поиска добычи [DECEA3]13.5%[-]","Encontrar un buen botín es tu principal profesión. Bonificación de búsqueda de botín [DECEA3]13.5%[-]"
perkLooteringRank10LongDesc,progression,Skills,,"It is impossible to hide anything from you. Loot Search Bonus [DECEA3]15%[-]","От вас невозможно ничего спрятать. Бонус поиска добычи [DECEA3]15%[-]","Es imposible esconderte algo. Bonificación de búsqueda de botín [DECEA3]15%[-]"
perkLooteringRank1Desc,progression,Skills,,Seeker,Искатель,Buscador
perkLooteringRank2Desc,progression,Skills,,Collector,Собиратель,Coleccionista
perkLooteringRank3Desc,progression,Skills,,Prospector,Старатель,Explorador
perkLooteringRank4Desc,progression,Skills,,Thief,Вор,Ladrón
perkLooteringRank5Desc,progression,Skills,,Looter,Мародер,Saqueador
perkLooteringRank6Desc,progression,Skills,,Loot fanatic,Фанат мародерства,Fanático del saqueo
perkLooteringRank7Desc,progression,Skills,,Robber,Грабитель,Ladrón
perkLooteringRank8Desc,progression,Skills,,Experienced thief,Опытный вор,Ladrón experimentado
perkLooteringRank9Desc,progression,Skills,,Pro Looter,Профессиональный грабитель,Saqueador profesional
perkLooteringRank10Desc,progression,Skills,,Safecracker,Медвежатник,Abrecajas

perkZombieExpertName,progression,perk,,Zombie Expert,Эксперт по зомби,Experto en zombis
perkZombieExpertDesc,progression,perk,,"It takes a lot of effort to kill a big beast. Become an expert at killing them and do it much faster","Чтобы убить большую тварь необходимо немало усилий. Станьте экспертом в их убийстве и делайте это значительно быстрее.","Se necesita mucho esfuerzo para matar a una gran bestia. Conviértete en un experto en matarlos y hazlo mucho más rápido."
perkZombieExpertRank1LongDesc,progression,Skills,,"These running creatures can be quickly calmed down if you know how. Increased damage to feral zombies by [DECEA3]5%[-]","Этих бегающих тварей можно быстро успокоить, если знаешь как. Увеличен урон по диким зомби на [DECEA3]5%[-]","Estas criaturas que corren se pueden calmar rápidamente si sabes cómo. Daño aumentado a los zombis salvajes en un [DECEA3]5%[-]"
perkZombieExpertRank2LongDesc,progression,Skills,,"You understand the weak points of irradiated zombies very well. Increased damage to feral zombies by [DECEA3]10%[-] and to radiated ones by [DECEA3]5%[-]","Вы хорошо понимаете слабые места облучённых зомби. Увеличен урон по диким зомби на [DECEA3]10%[-]. По радиоактивным на [DECEA3]5%[-]","Entiendes muy bien los puntos débiles de los zombis irradiados. Daño aumentado a los zombis salvajes en un [DECEA3]10%[-] y a los irradiados en un [DECEA3]5%[-]"
perkZombieExpertRank3LongDesc,progression,Skills,,"These creatures are extremely fast and dangerous, but not for you. Increased damage to wild zombies by [DECEA3]15%[-], to radioactive by [DECEA3]10%[-], to charged by [DECEA3]5%[-]","Эти твари крайне быстрые и опасные, но не для вас. Увеличен урон по диким зомби на [DECEA3]15%[-]. По радиоактивным на [DECEA3]10%[-]. По заряженным на [DECEA3]5%[-]","Estas criaturas son extremadamente rápidas y peligrosas, pero no para ti. Daño aumentado a los zombis salvajes en un [DECEA3]15%[-], a los radioactivos en un [DECEA3]10%[-], y a los cargados en un [DECEA3]5%[-]"
perkZombieExpertRank4LongDesc,progression,Skills,,"These are truly the spawn of hell, it's time to send them back. Increased damage to wild zombies by [DECEA3]20%[-], to radioactive by [DECEA3]15%[-], to charged by [DECEA3]10%[-], to hellish by [DECEA3]5%[-]","Это поистине порождения ада, пора отправить их обратно. Увеличен урон по диким зомби на [DECEA3]20%[-]. По радиоактивным на [DECEA3]15%[-]. По заряженным на [DECEA3]10%[-]. По адским на [DECEA3]5%[-]","Estos son verdaderamente engendros del infierno, es hora de enviarlos de vuelta. Daño aumentado a los zombis salvajes en un [DECEA3]20%[-], a los radioactivos en un [DECEA3]15%[-], a los cargados en un [DECEA3]10%[-], y a los infernales en un [DECEA3]5%[-]"
perkZombieExpertRank5LongDesc,progression,Skills,,"There is no such type of zombie that you have not killed yet. Increased damage to wild zombies by [DECEA3]25%[-], to radioactive by [DECEA3]20%[-], to charged by [DECEA3]15%[-], to hellish by [DECEA3]10%[-], to elite by [DECEA3]5%[-]","Нет такого вида зомби, которого вы еще не убивали. Увеличен урон по диким зомби на [DECEA3]25%[-]. По радиоактивным на [DECEA3]20%[-]. По заряженным на [DECEA3]15%[-]. По адским на [DECEA3]10%[-]. По элитным на [DECEA3]5%[-]","No hay ningún tipo de zombi que no hayas matado todavía. Daño aumentado a los zombis salvajes en un [DECEA3]25%[-], a los radioactivos en un [DECEA3]20%[-], a los cargados en un [DECEA3]15%[-], a los infernales en un [DECEA3]10%[-], y a los de élite en un [DECEA3]5%[-]"
perkZombieExpertRank6LongDesc,progression,Skills,,"It's better not to meet these creatures, but if you already met them, it's better to know what to do with them. Increased damage to wild zombies by [DECEA3]35%[-], to radioactive by [DECEA3]25%[-], to charged by [DECEA3]20%[-], to hell by [DECEA3]15%[-], to elite by [DECEA3]10%[-], to minibosses by [DECEA3]5%[-]","С этими тварями лучше не встречаться, но если уж встретились, лучше знать, что с ними делать. Увеличен урон по диким зомби на [DECEA3]35%[-]. По радиоактивным на [DECEA3]25%[-]. По заряженным на [DECEA3]20%[-]. По адским на [DECEA3]15%[-]. По элитным на [DECEA3]10%[-]. По минибоссам на [DECEA3]5%[-]","Es mejor no encontrarse con estas criaturas, pero si ya lo hiciste, es mejor saber qué hacer con ellas. Daño aumentado a los zombis salvajes en un [DECEA3]35%[-], a los radioactivos en un [DECEA3]25%[-], a los cargados en un [DECEA3]20%[-], a los infernales en un [DECEA3]15%[-], a los de élite en un [DECEA3]10%[-], y a los mini-jefes en un [DECEA3]5%[-]"
perkZombieExpertRank7LongDesc,progression,Skills,,"You can meet a lot of people in the wasteland, even huge experimental creatures. But now you know how to fight them more effectively. Increased damage to wild zombies by [DECEA3]50%[-], to radioactive by [DECEA3]35%[-], to charged by [DECEA3]25%[-], to hell by [DECEA3]20%[-], to elite by [DECEA3]15%[-], to minibosses by [DECEA3]10%[-], to bosses by [DECEA3]5%[-]","В пустоши можно встретить много кого, и даже огромных экспериментальных тварей. Но теперь вы знаете, как с ними бороться эффективнее. Но теперь вы знаете как с ними бороться эффективней. Увеличен урон по диким зомби на [DECEA3]50%[-]. По радиоактивным на [DECEA3]35%[-]. По заряженным на [DECEA3]25%[-]. По адским на [DECEA3]20%[-]. По элитным на [DECEA3]15%[-]. По минибоссам на [DECEA3]10%[-]. По боссам на [DECEA3]5%[-]","Puedes encontrarte con muchas personas en el páramo, incluso con enormes criaturas experimentales. Pero ahora sabes cómo combatirlas de manera más efectiva. Daño aumentado a los zombis salvajes en un [DECEA3]50%[-], a los radioactivos en un [DECEA3]35%[-], a los cargados en un [DECEA3]25%[-], a los infernales en un [DECEA3]20%[-], a los de élite en un [DECEA3]15%[-], a los mini-jefes en un [DECEA3]10%[-], y a los jefes en un [DECEA3]5%[-]"
perkZombieExpertRank1Desc,progression,Skills,,Ferals,Дикие,Salvajes
perkZombieExpertRank2Desc,progression,Skills,,Radiateds,Облучённые,Irradiados
perkZombieExpertRank3Desc,progression,Skills,,Charged,Заряженные,Cargados
perkZombieExpertRank4Desc,progression,Skills,,Infernal,Адские,Infernales
perkZombieExpertRank5Desc,progression,Skills,,Elites,Элитные,Élite
perkZombieExpertRank6Desc,progression,Skills,,Minibosses,Минибоссы,Mini-jefes
perkZombieExpertRank7Desc,progression,Skills,,Bosses,Боссы,Jefes

perkSelfMedicationName,progression,perk,,Self Medication,Самолечение,Autocuración
