Key,Source,Context,Changes,English,Russian,Spanish
recyclerMETVVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] TV and computers,[CDD2FF]Переработка:[-] Телевизоры и компьютеры,[CDD2FF]Reciclaje:[-] TV y computadoras

recyclerMediumElectronicsDesc,blocks,Variant,,Items for recycling. Used to create [DECEA3]Medium Electrical Parts Set[-] in the Recycler.,Предметы для переработки. Используются для создания [DECEA3]Среднего набора электрических частей[-] в Переработчике.,Artículos para reciclar. Se utilizan para crear [DECEA3]Conjunto de piezas eléctricas medianas[-] en el Reciclador.

recyclerLargeElectronicsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Large electrical appliances,[CDD2FF]Переработка:[-] Крупные электроприборы,[CDD2FF]Reciclaje:[-] Grandes electrodomésticos
recyclerLargeElectronicsDesc,blocks,Variant,,Items for recycling. Used to create [DECEA3]Large Electrical Parts Set[-] in the Recycler.,Предметы для переработки. Используются для создания [DECEA3]Большого набора электрических частей[-] в Переработчике.,Artículos para reciclar. Se utilizan para crear [DECEA3]Conjunto de piezas eléctricas grandes[-] en el Reciclador.

recyclerCarsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Damaged cars,[CDD2FF]Переработка:[-] Поврежденные машины,[CDD2FF]Reciclaje:[-] Coches dañados
recyclerServerVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Servers,[CDD2FF]Переработка:[-] Серверы,[CDD2FF]Reciclaje:[-] Servidores
recyclerWasherIndustrialVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Industrial washing machine,[CDD2FF]Переработка:[-] Промышленная стиральная машина,[CDD2FF]Reciclaje:[-] Lavadora industrial

cntShippingCrateHero,blocks,Container,,[FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик,[FFA463]Caja de Envío Sellada[-]
cntShippingCrateLabEquipment,blocks,Container,,Pop-N-Pills [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Pop-N-Pills»,[FFA463]Caja de Envío Sellada[-] Pop-N-Pills
cntShippingCrateMoPowerElectronics,blocks,Container,,Mo Power Electronics [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Mo Power Electronics»,[FFA463]Caja de Envío Sellada[-] Mo Power Electronics
cntShippingCrateSavageCountry,blocks,Container,,Savage Country [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Savage Country»,[FFA463]Caja de Envío Sellada[-] Savage Country
cntShippingCrateShamway,blocks,Container,,Shamway [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Срамвэй»,[FFA463]Caja de Envío Sellada[-] Shamway
cntShippingCrateShotgunMessiah,blocks,Container,,Shotgun Messiah [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Shotgun Messiah»,[FFA463]Caja de Envío Sellada[-] Shotgun Messiah
cntShippingCrateWorkingStiffs,blocks,Container,,Working Stiff [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Пролетарий»,[FFA463]Caja de Envío Sellada[-] Working Stiff
cntShippingCrateBookstore,blocks,Container,,Crack-A-Book [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Crack-A-Book»,[FFA463]Caja de Envío Sellada[-] Crack-A-Book
cntShippingCrateCarParts,blocks,Container,,Pass-N-Gas [FFA463]Sealed[-] Shipping Crate,[FFA463]Запечатанный[-] грузовой ящик «Pass-N-Gas»,[FFA463]Caja de Envío Sellada[-] Pass-N-Gas

perkIntellectMasteryRank4Desc,progression,perk Int,,Wise guy,Ботаник,Botánico
perkIntellectMasteryRank4LongDesc,progression,perk Int,,"When training at the table, you get 2 times more experience. Possibility of creating Magazine Boosters.","При обучении за столом вы получаете в 2 раза больше опыта. Открывается возможность создавать бустеры журналов.","Al entrenar en la mesa, obtienes el doble de experiencia. Posibilidad de crear Magazine Boosters."

perkIntellectMasteryRank5LongDesc,progression,perk Int,,Stun batons only take 2 hits to charge.,Оглушающий жезл заряжается всего за 2 удара.,La carga de la porra de aturdimiento está siempre lista.

tooltipJammed,UI,Menu,,{0} Use {1} [DECEA3](Jammed)[-],{0} Использовать {1} [DECEA3](заклинило)[-],{0} Usar {1} [DECEA3](Atascado)[-]
tooltipLocked,UI,Menu,,{0} Use {1} [FFA463](Locked)[-],{0} Использовать {1} [FFA463](заперто)[-],{0} Usar {1} [FFA463](Bloqueado)[-]
tooltipUnlocked,UI,Menu,,{0} Use {1} (Unlocked),{0} Использовать {1} (открыто),{0} Usar {1} (Desbloqueado)

lblCategoryBakery,UI,Tooltip,,MasterKitchenT1Bakery,Выпечка,Panadería
lblCategoryElixirs,UI,Tooltip,,Elixirs,Эликсиры,Elixires
lblCategoryComplexes,UI,Tooltip,,Complexes,Комплексы,Complejos
lblCategoryBooster,UI,Tooltip,,Boosters,Бустеры,Potenciadores
lblCategoryStimulants,UI,Tooltip,,Stimulants,Стимуляторы,Estimulantes

lblCategoryRecAll,UI,Tooltip,,All,Все,Todo
lblCategoryRecSmall,UI,Tooltip,,Small machinery,Мелкая техника,Maquinaria pequeña
lblCategoryRecMedium,UI,Tooltip,,Medium machinery,Средняя техника,Maquinaria mediana
lblCategoryRecLarge,UI,Tooltip,,Large machinery,Большая техника,Maquinaria grande

alloysShapes:VariantHelper,blocks,Block,,Durable alloys shapes,Формы прочных сплавов,Formas de aleaciones duraderas
resourceDurablAlloys,items,buildingResource,,Durable alloys,Прочные сплавы,Aleaciones duraderas
resourceDurablAlloysDesc,items,buildingResource,,"Used to improve steel blocks\n\nSignificantly increases the block's strength reserve, as well as its resistance to explosions\n\n[DECEA3]Warning: Upgrade only available with the Improved Nailgun[-]","Используются для улучшения стальных блоков.\n\nЗначительно увеличивают запас прочности блока, а также его сопротивление взрывам.\n\n[FF6666]Внимание! Улучшение доступно только с помощью Улучшенного Гвоздомета.[-]","Se utilizan para mejorar los bloques de acero\n\nAumenta significativamente la reserva de resistencia del bloque, así como su resistencia a las explosiones\n\n[DECEA3]Advertencia: La mejora solo está disponible con la Pistola de Clavos Mejorada[-]"
materialMAlloys_shapes,blocks,Block,,Durable alloys,Прочные сплавы,Aleaciones duraderas
alloysBlockGroupDesc,blocks,Block,,"The most durable type of block. Significantly increased durability and resistance to explosions.","Самый прочный тип блоков. Значительно увеличена прочность и сопротивление взрывам.","El tipo de bloque más duradero. Durabilidad y resistencia a las explosiones significativamente aumentadas."

UniqueParts,items,Resources,,[F0B18A]Unique[-] parts,[F0B18A]Уникальные[-] части,[F0B18A]Piezas Únicas[-]
UniquePartsDesc,items,Resources,,"An extremely rare resource in the quarantine zone.\nUsed to create [F0B18A]unique weapons[-] with random properties and to create unique modifications.","Редкостный ресурс в карантинной зоне.\nИспользуется для создания [F0B18A]уникального[-] оружия со случайными свойствами и создания [FFB800]уникальных[-] модификаций.","Un recurso extremadamente raro en la zona de cuarentena.\nSe utiliza para crear [F0B18A]armas únicas[-] con una propiedad aleatoria."
UniqueBuldogBundle,items,item,,[F0B18A]Unique[-] [FFB800]«Bulldog»[-],[F0B18A]Уникальный[-] [FFB800]«Бульдог»[-],[F0B18A]Único[-] [FFB800]Bulldog[-]
UniqueBuldogBundleDesc,items,item,,"Contains a unique «Bulldog» (tier 6) machine gun with a random property","Содержит уникальный пулемет «Бульдог» (тир 6) со случайным свойством.","Contiene una ametralladora Bulldog (nivel 6) única con una propiedad aleatoria."
UniqueEraserBundle,items,item,,[F0B18A]Unique[-] [FFB800]Eraser[-],[F0B18A]Уникальный[-] [FFB800]«Стиратель»[-],[F0B18A]Único[-] [FFB800]Eraser[-]
UniqueEraserBundleDesc,items,item,,"Contains a unique automatic shotgun, the «Eraser» (tier 6), with a random property","Содержит уникальный автоматический дробовик «Стиратель» (тир 6) со случайным свойством.","Contiene una escopeta automática Eraser (nivel 6) única con una propiedad aleatoria."
UniqueGausBundle,items,item,,[F0B18A]Unique[-] [FFB800]«Gaus»[-],[F0B18A]Уникальный[-] [FFB800]«Гаус»[-],[F0B18A]Único[-] [FFB800]Gaus[-]
UniqueGausBundleDesc,items,item,,"Contains a unique «Gaus» sniper rifle (tier 6) with a random property","Содержит уникальную снайперскую винтовку «Гаус» (тир 6) со случайным свойством.","Contiene un rifle de francotirador Gauss (nivel 6) único con una propiedad aleatoria."
UniqueZingerBundle,items,item,,[F0B18A]Unique[-] [FFB800]«Zinger»[-],[F0B18A]Уникальный[-] [FFB800]«Зингер»[-],[F0B18A]Único[-] [FFB800]Zinger[-]
UniqueZingerBundleDesc,items,item,,"Contains a unique «Zinger» submachine gun (tier 6) with a random property","Содержит уникальный пистолет-пулемет «Зингер» (тир 6) со случайным свойством.","Contiene una metralleta Zinger (nivel 6) única con una propiedad aleatoria."

UniqueIndianaBundle,items,item,,[F0B18A]Unique[-] [FFB800]«Indiana»[-],[F0B18A]Уникальный[-] [FFB800]«Индиана»[-],[F0B18A]Único[-] [FFB800]Indiana[-]
UniqueIndianaBundleDesc,items,item,,"Contains the legendary Indiana Machete (Tier 6) with a random ability.","Содержит легендарную мачете «Индиана» (тир 6) со случайным свойством.","Contiene el legendario Machete de Indiana (nivel 6) con una habilidad aleatoria."

xuiAccessories,UI,XUI,,Accessories,Принадлежности,Accesorios
statWeaponHandling,ui_display,Item stat,,"Weapon Handling","Обращение с оружием","Manejo de Armas"
statControlResist,ui_display,Item stat,,"Resistance (Stun, Shock)","Сопротивление (Стан, Шок)","Resistencia (Aturdimiento, Choque)"
statCritResist,ui_display,Item stat,,"Critical Hit Resistance","Сопротивление кр. ранениям","Resistencia a Golpes Críticos"
statFoodWaterUseAOE,ui_display,Item stat,,"Loss of food/water (Self and party)","Потеря еды/воды (себя и группа)","Pérdida de comida/agua (Propio y grupo)"
statCarryCapacityAOE,ui_display,Item stat,,"Carrying Capacity (Self and party)","Грузоподъёмность (себя и группа)","Capacidad de Carga (Propio y grupo)"
statRegHealthIncreaseSpeedAOE,ui_display,Item stat,,"Regen Health Speed (Self and party)","Скорость лечения (себя и группа)","Velocidad de Regeneración de Salud (Propio y grupo)"
statLootQuantityFood,ui_display,Item stat,,"Food and medicine in loot (Self and party)","Еда и медицина в добыче (себя и группа)","Comida y medicina en el botín (Propio y grupo)"
statRunSpeedAOE,ui_display,Item stat,,"Run speed (Self and party)","Скорость бега (себя и группа)","Velocidad de carrera (Propio y grupo)"
statEliteDamage,ui_display,Item stat,,"Damage Bonus (Elite, Minions)","Бонус к урону (Элита, Миньоны)","Bonificación de Daño (Élite, Esbirros)"
statBossDamage,ui_display,Item stat,,"Damage Bonus (Bosses)","Бонус к урону (Боссы)","Bonificación de Daño (Jefes)"
statDegradationPerUseDU,ui_display,Item stat,,"Degradation per Use","Износ за использование","Degradación por Uso"
statDamageTrap,ui_display,Item stat,,"Trap damage","Урон ловушки","Daño de Trampa"
statPlayerExpGainHarvesting,ui_display,Item stat,,"XP Gain: Harvesting","Получаемый опыт: Сбор урожая","Ganancia de XP, Recolección"
statTempResist,ui_display,Item stat,,"Temperature resistance","Сопротивление температуре","Resistencia a la Temperatura"
statPerkPlunderer,ui_display,Item stat,,"Theft of valuables","Кража ценного","Robo de objetos de valor"
PerkPlundererSuccess,buffs,Buff,,Theft,Кража,Robo

Cardio,buffs,Buff,,Cardio,Кардио,Cardio
buffTrainingCardioName,buffs,buff,,Training,Тренировка,Entrenamiento
buffTrainingCardioTooltip,buffs,buff,,You are doing cardio training,Вы проводите кардиотренировку,Estás haciendo entrenamiento cardiovascular
buffTrainingCardioDesc,buffs,Buff,,"A healthy mind in a healthy body. You do a cardio workout. Every second you lose Obesity (if any) or develop the Athletic Physique skill.","В здоровом теле - здоровый дух. Вы проводите кардиотренировку. Каждую секунду вы избавляетесь от Ожирения (при наличии) или развиваете навык Спортивное телосложение.","Mente sana en cuerpo sano. Haces un entrenamiento cardiovascular. Cada segundo pierdes Obesidad (si la tienes) o desarrollas la habilidad Físico Atlético."

Loads,buffs,Buff,,Loads,Нагрузки,Cargas
buffTrainingLoadsName,buffs,buff,,Training,Тренировка,Entrenamiento
buffTrainingLoadsTooltip,buffs,buff,,You are doing a training session with loads,Вы проводите тренировку с нагрузками,Estás haciendo una sesión de entrenamiento con cargas
buffTrainingLoadsDesc,buffs,Buff,,"You are training with loads. Every second you get rid of Obesity or Dystrophy (if any) or develop the Bodybuilder skill.","Вы проводите тренировку с нагрузками. Каждую секунду вы избавляетесь от Ожирения или Дистрофии (при наличии) или развиваете навык Бодибилдер.","Estás entrenando con cargas. Cada segundo te deshaces de la Obesidad o la Distrofia (si las tienes) o desarrollas la habilidad Culturista."

Resuscitation,buffs,Buff,,Resuscitation,Реанимация,Resucitación
Prevention,buffs,Buff,,Prevention,Профилактика,Prevención
Treatment,buffs,Buff,,Treatment,Лечение,Curación
Resuscitation,buffs,Buff,,Resuscitation,Реанимация,Resucitación
buffHospitalBed,buffs,buff,,Medical bed,Медицинская кровать,Cama médica
buffHospitalBedTooltip,buffs,buff,,You restore your health,Вы восстанавливаете свое здоровье,Restauras tu salud

buffHospitalBedPreventionDesc,buffs,Buff,,"Injury prevention helps you recover. Every [DECEA3]3 seconds[-] you restore [DECEA3]1 point[-] of health, and your critical wound recovery speed is increased by [DECEA3]50%[-].","Профилактика ранений помогает вам восстанавливаться. Каждые [DECEA3]3 секунды[-] вы восстанавливаете [DECEA3]1 единицу[-] здоровье, а также скорость восстановления критических ранений увеличена на [DECEA3]50%[-].","La prevención de lesiones te ayuda a recuperarte. Cada [DECEA3]3 segundos[-] recuperas [DECEA3]1 punto[-] de salud y tu velocidad de recuperación de heridas críticas aumenta un [DECEA3]50%[-]."
buffHospitalBedTreatmentDesc,buffs,Buff,,"Active healing aids your recovery. Every [DECEA3]3 seconds[-] you restore [DECEA3]2 health[-], and your critical wound recovery speed is increased by [DECEA3]100%[-]. You can resist infection.","Активное лечение помогает вашему восстановлению. Каждые [DECEA3]3 секунды[-] вы восстанавливаете [DECEA3]2 единицы[-] здоровье, а также скорость восстановления критических ранений увеличена на [DECEA3]100%[-]. Вы можете сопростивляться заражению.","La curación activa facilita tu recuperación. Cada [DECEA3]3 segundos[-] recuperas [DECEA3]2 de salud[-] y tu velocidad de recuperación de heridas críticas aumenta un [DECEA3]100%[-]. Puedes resistir infecciones."
buffHospitalBedResuscitationDesc,buffs,Buff,,"Reanimation will quickly get you back on your feet even after sustaining any damage. Every [DECEA3]3 seconds[-] you restore [DECEA3]6 units[-] of health, and the speed of critical wound recovery is increased by [DECEA3]300%[-]. You are recovering from infection.","Реанимация быстро поставит вас на ноги при любых повреждениях Каждые [DECEA3]3 секунды[-] вы восстанавливаете [DECEA3]6 единиц[-] здоровье, а также скорость восстановления критических ранений увеличена на [DECEA3]300%[-]. Вы восстанавлияетесь от заражению.","Reanimación te permitirá recuperarte rápidamente, incluso después de sufrir cualquier daño. Cada [DECEA3]3 segundos[-] recuperas [DECEA3]6 unidades[-] de salud y la velocidad de recuperación de heridas críticas aumenta un [DECEA3]300%[-]. Te estás recuperando de una infección."

Education,buffs,Buff,,Education,Обучение,Educación
buffNerdDeskName,buffs,buff,,Education,Обучение,Educación
buffNerdDeskTooltip,buffs,buff,,You restore your health,Вы обучаетесь,Estás aprendiendo
buffNerdDeskDesc,buffs,Buff,,"You are learning. Every 3 seconds you gain a little experience, doubled if the Master of Intelligence skill is level 4 or higher. Also, the chance to gain an additional skill point when reading magazines has been increased by 5%.","Идёт процесс обучения.\nКаждые 3 секунды вы получаете немного опыта.\nЭффект удваивается, если навык «Мастер Интеллекта» 4 уровня и выше.\nТакже шанс получить дополнительное очко навыков при чтении журналов увеличен на 5%.","Estás aprendiendo. Cada 3 segundos ganas un poco de experiencia, que se duplica si la habilidad Maestro de Inteligencia es de nivel 4 o superior. Además, se ha incrementado en un 5% la posibilidad de obtener un punto de habilidad adicional al leer revistas."
buffNerdTableName,buffs,buff,,Advanced learning,Углубленное обучение,Aprendizaje avanzado
buffNerdTableTooltip,buffs,buff,,You are engaged in advanced learning,Вы занимаетесь углубленным обучением,Estás realizando una formación avanzada
buffNerdTableDesc,buffs,Buff,,"You are engaged in advanced learning. Every 3 seconds you gain experience, doubled if the Master of Intelligence skill is level 4 or higher. Also, the chance to gain an additional skill point when reading magazines has been increased by 5%.","Запущен процесс углублённого обучения.\nКаждые 3 секунды вы получаете опыт.\nЭффект удваивается, если навык «Мастер Интеллекта» 4 уровня и выше.\nТакже шанс получить дополнительное очко навыков при чтении журналов увеличен на 5%.","Estás realizando una formación avanzada. Cada 3 segundos ganas experiencia, que se duplica si la habilidad Maestro de Inteligencia es de nivel 4 o superior. Además, se ha incrementado en un 5% la posibilidad de obtener un punto de habilidad adicional al leer revistas."

resourceSpices,items,item,,Spices,Специи,Especias
resourceSpicesDesc,items,item,,"With these herbs any food will be much tastier. Used to create complex lunches.","С этими травами любая еда будет намного вкуснее. Используются для создания комплексных обедов.","Con estas hierbas cualquier comida será mucho más sabrosa. Se utilizan para crear almuerzos complejos."

LunchIntelligenceT1,items,item,,[5AFF75]Small[-] Lunch «Perception of the World»,[5AFF75]Малый[-] Обед «Восприятие мира»,[5AFF75]Almuerzo Pequeño[-] «Percepción del Mundo»
LunchIntelligenceT1Desc,items,item,,"A small set meal that greatly improves your perception of the world around you.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina [DECEA3]20[-]\n- Bonus to the level of the attribute «Perception» [DECEA3]+1[-]\n- Bonus to loot speed [DECEA3]10%[-]\n- Bonus to loot quality [DECEA3]5[-]\n- Bonus to damage of sniper rifles and explosives [DECEA3]+5%[-]\n- Bonus to damage of spear [DECEA3]+10%[-]\n\nHalf of the food and water supply is restored instantly.","Малый комплексный обед, который значительно улучшает ваше восприятие окружающего мира.\n\nБОНУСЫ ПРИ УПОТРЕБЛЕНИИ:\n- Бонус к запасу выносливости [DECEA3]20[-]\n- Бонус к уровню атрибута «Восприятие» [DECEA3]+1[-]\n- Бонус к скорости лута [DECEA3]10%[-]\n- Бонус к качеству лута [DECEA3]5[-]\n- Бонус к урону снайперских винтовок и взрывчатки [DECEA3]+5%[-]\n- Бонус к урону копья [DECEA3]+10%[-]\n\nПоловина запаса еды и воды восстанавливается мгновенно.","Una pequeña comida preparada que mejora enormemente tu percepción del mundo que te rodea.\n\nBONIFICACIONES AL CONSUMIR:\n- Bonificación a la resistencia [DECEA3]20[-]\n- Bonificación al nivel del atributo «Percepción» [DECEA3]+1[-]\n- Bonificación a la velocidad de botín [DECEA3]10%[-]\n- Bonificación a la calidad del botín [DECEA3]5[-]\n- Bonificación al daño de rifles de francotirador y explosivos [DECEA3]+5%[-]\n- Bonificación al daño de lanza [DECEA3]+10%[-]\n\nLa mitad del suministro de comida y agua se restaura instantáneamente."
buffIntelligenceT1Name,buffs,buff,,[5AFF75]Small[-] Lunch «Perception of the World»,[5AFF75]Малый[-] Обед «Восприятие мира»,[5AFF75]Almuerzo Pequeño[-] «Percepción del Mundo»
buffIntelligenceT1Tooltip,buffs,buff,,You ate the small lunch «Perception of the world»,Вы употребили малый обед «Восприятие мира»,Comiste el almuerzo pequeño «Percepción del mundo»
