Key,Source,Context,Changes,English,Russian,Spanish
BetterWeapon_MeleeT1Desc,items,Item,,"[FF6666]Better than Just Pipes, Melee[-]\nOnce you've completed the requirements, you'll be able to complete a quest to obtain a light (brass knuckles, knives, and batons) or heavy (spears, clubs, or sledgehammers) starting melee weapon of your choice, and continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted with the help of an administrator.","[FF6666]Лучше чем просто трубки, Ближний бой[-]\nВыполнив условия, вы получите возможность выполнить задание на получение легкого (кастеты, ножи и жезлы) или тяжелого (копья, дубины или кувалды) начального оружие ближнего боя, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
BetterWeapon_MeleeLightT1,items,Item,,Iron Light Melee Weapon,Железное легкое оружие ближнего боя,
BetterWeapon_MeleeLightT1Desc,items,Item,,"[FF6666]Better than just pipes, Melee - Light Weapon.[-]\nOnce you've completed the requirements, you'll receive an iron knife, iron knuckles or a robotic sledge, your choice.","[FF6666]Лучше чем просто трубки, Ближний бой - легкое оружие.[-]\nВыполнив условия, вы получите железный нож, железные кастеты или роботизированный молот, на ваш выбор.",
BetterWeapon_MeleeHeavyT1,items,Item,,Iron Heavy Melee Weapon,Железное тяжелое оружие ближнего боя,
BetterWeapon_MeleeHeavyT1Desc,items,Item,,"[FF6666]Better than just pipes, Melee - Heavy Weapon.[-]\nOnce you complete the requirements, you will receive a baseball bat, an iron spear or a sledgehammer, of your choice.","[FF6666]Лучше чем просто трубки, Ближний бой - тяжелое оружие.[-]\nВыполнив условия, вы получите железное копье, бейсбольную биту или железную кувалду, на ваш выбор.",
Reward_MeleeT1_Spear,items,Item,,Iron Spear Bundle,Комплект с железным копьем,
Reward_MeleeT1_SpearDesc,items,Item,,"Iron Spear and repair kit.","Железное копье и ремонтный набор.",
Reward_MeleeT1_Club,items,Item,,Baseball Bat Bundle,Комплект с бейсбольной битой,
Reward_MeleeT1_ClubDesc,items,Item,,"Baseball Bat and repair kit.","Бейсбольная бита и ремонтный набор.",
Reward_MeleeT1_Sledgehammer,items,Item,,Iron Sledgehammer Bundle,Комплект с железной кувалдой,
Reward_MeleeT1_SledgehammerDesc,items,Item,,"Iron Sledgehammer and repair kit.","Железная кувалда и ремонтный набор.",
Reward_MeleeT1_Knuckles,items,Item,,Iron Knuckles Bundle,Комплект с железными кастетами,
Reward_MeleeT1_KnucklesDesc,items,Item,,"Iron Knuckles and repair kit.","Железные кастеты и ремонтный набор.",
Reward_MeleeT1_Knife,items,Item,,Hunting knife Bundle,Комплект с охотничьим ножом,
Reward_MeleeT1_KnifeDesc,items,Item,,"Hunting knife and repair kit.","Охотничий нож и ремонтный набор.",
Reward_MeleeT1_JunkSledge,items,Item,,Robotic Sledge Bundle,Комплект с роботизированным молотом,
Reward_MeleeT1_JunkSledgeDesc,items,Item,,"Robotic Sledge and repair kit.","Роботизированный молот и ремонтный набор.",
BetterWeapon_RangeT1,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 2,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 2,
BetterWeapon_RangeT1Desc,items,Item,,"[FF6666]Better than Just Pipes, Range[-]\nOnce you complete the requirements, you will receive a ranged weapon for self-defense of your choice and will be able to continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted with the help of an administrator.","[FF6666]Лучше чем просто трубки, Дальний бой[-]\nВыполнив условия, вы получите оружие дальнего боя для самообороны, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
Reward_RangeT1_Rifle,items,Item,,Hunting Rifle Bundle,Комплект с охотничьим ружьем,
Reward_RangeT1_RifleDesc,items,Item,,"A Hunting Rifle and some ammo","Охотничье ружье и патроны.",
Reward_RangeT1_Shotgun,items,Item,,Double Barrel Shotgun Bundle,Комплект с двухстволкой,
Reward_RangeT1_ShotgunDesc,items,Item,,"A Double Barrel Shotgun and some shells","Двухстволка и патроны.",
Reward_RangeT1_MachineGun,items,Item,,AK-47 Bundle,Комплект с AK-47,
Reward_RangeT1_MachineGunDesc,items,Item,,"A AK-47 and some ammo","AK-47 и патроны.",
Reward_RangeT1_Archery,items,Item,,Wooden bow Bundle,Комплект с Деревянным луком,
Reward_RangeT1_ArcheryDesc,items,Item,,"Wooden bow and iron arrows.","Деревянный лук и железные стрелы.",
Reward_RangeT1_Pistol,items,Item,,Pistol Bundle,Комплект с пистолетом,
Reward_RangeT1_PistolDesc,items,Item,,"A Pistol and some ammo","Пистолет и патроны.",

BetterWeapon_MeleeT2,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 3,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 3,
BetterWeapon_MeleeT2Desc,items,Item,,"[FF6666]Almost like in a store, Melee[-]\nOnce you complete the requirements, you will learn how to obtain a steel melee weapon of your choice and will be able to continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will break the entire quest chain. It can only be restarted with the help of an administrator.","[FF6666]Почти как в магазине, Ближний бой[-]\nВыполнив условия, вы узнаете как получить стальное оружие ближнего боя, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
BetterWeapon_MeleeLightT2,items,Item,,Steel Light Melee Weapon,Стальное легкое оружие ближнего боя,
BetterWeapon_MeleeLightT2Desc,items,Item,,"[FF6666]Almost like in a store, Melee - Light Weapon.[-]\nOnce you've completed the requirements, you'll receive a machete, steel knuckles or a stun baton, your choice.","[FF6666]Почти как в магазине, Ближний бой - легкое оружие.[-]\nВыполнив условия, вы получите мачете, стальные кастеты или оглушающий жезл, на ваш выбор.",
BetterWeapon_MeleeHeavyT2,items,Item,,Steel Heavy Melee Weapon,Стальное тяжелое оружие ближнего боя,
BetterWeapon_MeleeHeavyT2Desc,items,Item,,"[FF6666]Almost like in a store, Melee - Heavy Weapon.[-]\nOnce you complete the requirements, you will receive a steel spear, steel club or steel sledgehammer, of your choice.","[FF6666]Почти как в магазине, Ближний бой - тяжелое оружие.[-]\nВыполнив условия, вы получите стальное копье, стальную дубину или стальную кувалду на ваш выбор.",
Reward_MeleeT2_Spear,items,Item,,Steel Spear Bundle,Комплект со стальным копьем,
Reward_MeleeT2_SpearDesc,items,Item,,"Steel Spear and repair kit.","Стальное копье и ремонтный набор.",
Reward_MeleeT2_Club,items,Item,,Steel Club Bundle,Комплект со стальной дубиной,
Reward_MeleeT2_ClubDesc,items,Item,,"Steel Club and repair kit.","Стальная дубина и ремонтный набор.",
Reward_MeleeT2_Sledgehammer,items,Item,,Steel Sledgehammer Bundle,Комплект со стальной кувалдой,
Reward_MeleeT2_SledgehammerDesc,items,Item,,"Steel Sledgehammer and repair kit.","Стальная кувалда и ремонтный набор.",
Reward_MeleeT2_Knuckles,items,Item,,Steel Knuckles Bundle,Комплект со стальными кастетами,
Reward_MeleeT2_KnucklesDesc,items,Item,,"Steel Knuckles and repair kit.","Стальные кастеты и ремонтный набор.",
Reward_MeleeT2_Knife,items,Item,,Machete Bundle,Комплект с мачете,
Reward_MeleeT2_KnifeDesc,items,Item,,"Machete and repair kit.","Мачете и ремонтный набор.",
Reward_MeleeT2_StunBaton,items,Item,,Stun Baton Bundle,Комплект с оглушающим жезлом,
Reward_MeleeT2_StunBatonDesc,items,Item,,"Stun Baton and repair kit.","Оглушающий жезл и ремонтный набор.",

BetterWeapon_RangeT2,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 4,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 4,
BetterWeapon_RangeT2Desc,items,Item,,"[FF6666]Almost Like a Store, Ranged[-]\nAfter completing the conditions, you will learn how to obtain a better ranged weapon of your choice, and will be able to continue the quest chain.\n\n[DECEA3]Warning! Canceling this task will interrupt the entire quest chain. Restarting is only possible with the help of an administrator.","[FF6666]Почти как в магазине, Дальний бой[-]\nВыполнив условия, вы узнаете как получить более качественное оружие дальнего боя, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
Reward_RangeT2_Rifle,items,Item,,Lever Action rifle Bundle,Комплект с винтовкой рычажного действия,
Reward_RangeT2_RifleDesc,items,Item,,"A Lever Action rifle and some ammo","Винтовка рычажного действия и патроны.",
Reward_RangeT2_Shotgun,items,Item,,Pump Shotgun Bundle,Комплект с помповым дробовиком,
Reward_RangeT2_ShotgunDesc,items,Item,,"A Pump Shotgun and some shells","Помповый дробовик и патроны.",
Reward_RangeT2_MachineGun,items,Item,,Tactical Assault Rifle Bundle,Комплект с тактической штурмовой винтовкой,
Reward_RangeT2_MachineGunDesc,items,Item,,"A Tactical Assault Rifle and some ammo","Тактическая штурмовая винтовка и патроны.",
Reward_RangeT2_Archery,items,Item,,Iron Crossbow Bundle,Комплект с железным арбалетом,
Reward_RangeT2_ArcheryDesc,items,Item,,"Iron crossbow and iron arrows.","Железный арбалет и железные стрелы.",
Reward_RangeT2_Pistol,items,Item,,Magnum Bundle,Комплект с магнумом,
Reward_RangeT2_PistolDesc,items,Item,,"A Magnum and some ammo","Магнум и патроны",
questRangeT2_Rifle,items,Item,,[FF6666]Quest[-] Lever action rifle,[FF6666]Квест[-] Винтовка рычажного действия,
questRangeT2_RifleDesc,items,Item,,"Once you complete the requirements, you will receive a Lever Action Rifle.","Выполнив условия, вы получите Винтовку рычажного действия.",
questRangeT2_Shotgun,items,Item,,[FF6666]Quest[-] Pump action shotgun,[FF6666]Квест[-] Помповый дробовик,
questRangeT2_ShotgunDesc,items,Item,,"Once you complete the requirements, you will receive a Pump action shotgun.","Выполнив условия, вы получите Помповый дробовик.",
questRangeT2_MachineGun,items,Item,,[FF6666]Quest[-] Tactical Assault Rifle,[FF6666]Квест[-] Тактическая штурмовая винтовка,
questRangeT2_MachineGunDesc,items,Item,,"Once you complete the requirements, you will receive the Tactical Assault Rifle.","Выполнив условия, вы получите Тактическую штурмовую винтовку.",
questRangeT2_Archery,items,Item,,[FF6666]Quest[-] Iron crossbow,[FF6666]Квест[-] Железный арбалет,
questRangeT2_ArcheryDesc,items,Item,,"Once you complete the conditions, you will receive the Iron Crossbow.","Выполнив условия, вы получите Железный арбалет.",
questRangeT2_Pistol,items,Item,,[FF6666]Quest[-] Magnum,[FF6666]Квест[-] Магнум,
questRangeT2_PistolDesc,items,Item,,"Once you complete the conditions, you will receive the Magnum.","Выполнив условия, вы получите Магнум.",

BetterWeapon_RangeT3,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 5,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 5,
BetterWeapon_RangeT3Desc,items,Item,,"[FF6666]Military Might, Ranged[-]\nOnce you complete the requirements, you will learn how to obtain a modern military long range weapon of your choice and will be able to continue the quest chain.\n\n[DECEA3]Warning! Canceling this task will interrupt the entire quest chain. Restarting is only possible with the help of an administrator.","[FF6666]Армейская мощь, Дальний бой[-]\nВыполнив условия, вы узнаете как получить современное армейское оружие дальнего боя, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
Reward_RangeT3_Rifle,items,Item,,Sniper rifle Bundle,Комплект со снайперской винтовкой,
Reward_RangeT3_RifleDesc,items,Item,,"A Sniper rifle and some ammo","Снайперская винтовка и патроны.",
Reward_RangeT3_Shotgun,items,Item,,Auto Shotgun Bundle,Комплект с автоматическим дробовиком,
Reward_RangeT3_ShotgunDesc,items,Item,,"A Auto Shotgun and some shells","Автоматический дробовик и патроны.",
Reward_RangeT3_MachineGun,items,Item,,M60 Bundle,Комплект с пулеметом М60,
Reward_RangeT3_MachineGunDesc,items,Item,,"A M60 and some ammo","Пулемет М60 и патроны.",
Reward_RangeT3_Bow,items,Item,,Composite bow Bundle,Комплект с композитным луком,
Reward_RangeT3_BowDesc,items,Item,,"Composite bow and steel arrows","Kомпозитный лук и стальные стрелы.",
Reward_RangeT3_Crossbow,items,Item,,Composite crossbow Bundle,Комплект с композитным арбалетом,
Reward_RangeT3_CrossbowDesc,items,Item,,"Composite crossbow and steel arrows.","Kомпозитный арбалет и стальные стрелы.",
Reward_RangeT3_SMG,items,Item,,SMG-5 Bundle,Комплект с SMG-5,
Reward_RangeT3_SMGDesc,items,Item,,"A SMG-5 and some ammo.","SMG-5 и патроны.",
Reward_RangeT3_DesertVulture,items,Item,,Desert Vulture Bundle,Комплект с Пустынным стервятником,
Reward_RangeT3_DesertVultureDesc,items,Item,,"A Desert Vulture and some ammo.","Пустынный стервятник и патроны.",
questRangeT3_Rifle,items,Item,,[FF6666]Quest[-] Sniper rifle,[FF6666]Квест[-] Снайперская винтовка,
questRangeT3_RifleDesc,items,Item,,"Once you complete the requirements, you will receive a Sniper rifle.","Выполнив условия, вы получите Снайперскую винтовку.",
questRangeT3_Shotgun,items,Item,,[FF6666]Quest[-] Auto Shotgun,[FF6666]Квест[-] Автоматический дробовик,
questRangeT3_ShotgunDesc,items,Item,,"Once you complete the requirements, you will receive a Auto Shotgun.","Выполнив условия, вы получите Автоматический дробовик.",
questRangeT3_MachineGun,items,Item,,[FF6666]Quest[-] М60,[FF6666]Квест[-] Пулемет М60,
questRangeT3_MachineGunDesc,items,Item,,"Once you complete the requirements, you will receive the М60.","Выполнив условия, вы получите Пулемет М60.",
questRangeT3_Archery,items,Item,,[FF6666]Quest[-] Composite bow or crossbow,[FF6666]Квест[-] Композитный лук или арбалет,
questRangeT3_ArcheryDesc,items,Item,,"Once you complete the conditions, you will receive the Composite bow or crossbow.","Выполнив условия, вы получите Композитный лук или арбалет.",
questRangeT3_Pistol,items,Item,,[FF6666]Quest[-] Pistols,[FF6666]Квест[-] Пистолеты,
questRangeT3_PistolDesc,items,Item,,"Once you complete the conditions, you will receive a choice of SMG-5 or Desert Vulture.","Выполнив условия, вы получите на выбор SMG-5 или Пустынный стервятник.",

BetterWeapon_ImpMods,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 6,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 6,
BetterWeapon_ImpModsDesc,items,Item,,"[FF6666]Reliable Modifications[-]\nOnce you complete the requirements, you will learn how to obtain improved modifications for your choice of melee or ranged weapons, and will be able to continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will interrupt the entire quest chain. Restarting it is only possible with administrator permission.","[FF6666]Надежные модификации[-]\nВыполнив условия, вы узнаете как получить улучшенные модификации для оружия ближнего или дальнего боя, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
BetterWeapon_ImpModsMelee,items,Item,,[DECEA3]Improved[-] Melee Modification,[DECEA3]Улучшенная[-] модификацию ближнего боя,[DECEA3]Mejoras[-] en las modificaciones cuerpo a cuerpo
BetterWeapon_ImpModsMeleeDesc,items,Item,,"[FF6666]Reliable Modifications, Melee[-]\nOnce you complete the requirements, you will receive the [DECEA3]Improved[-] modification for your melee weapon.","[FF6666]Надежные модификации, Ближний бой[-]\nВыполнив условия, вы получите [DECEA3]Улучшенную[-] модификацию для оружия ближнего боя.",
BetterWeapon_ImpModsRange,items,Item,,[DECEA3]Improved[-] Ranged Combat Modification,[DECEA3]Улучшенная[-] модификация дальнего боя,[DECEA3]Mejoras[-] Modificaciones de combate a distancia
BetterWeapon_ImpModsRangeDesc,items,Item,,"[FF6666]Reliable Modifications, Range Combat[-]\nOnce you complete the requirements, you will receive the [DECEA3]Improved[-] modification for your ranged weapon.","[FF6666]Надежные модификации, Дальний бой[-]\nВыполнив условия, вы получите [DECEA3]Улучшенную[-] модификацию для оружия дальнего боя.",

BetterWeapon_UniqueMods,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 7,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 7,
BetterWeapon_UniqueModsDesc,items,Item,,"[FF6666]Unique Modifications[-]\nOnce you complete the requirements, you will learn how to obtain a unique modification for your melee or ranged weapon of choice, and will be able to continue the quest chain.\n\n[DECEA3]Warning! Canceling this quest will interrupt the entire quest chain. Restarting it is only possible with administrator permission.","[FF6666]Уникальные модификации[-]\nВыполнив условия, вы узнаете как получить уникальную модификацию для оружия ближнего или дальнего боя, на ваш выбор, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
BetterWeapon_UniqueModsMelee,items,Item,,[FFB800]Unique[-] Melee Modification,[FFB800]Уникальная[-] модификация ближнего боя,Modificación de combate cuerpo a cuerpo [FFB800]Única[-]
BetterWeapon_UniqueModsMeleeDesc,items,Item,,"[FF6666]Unique Modifications, Melee[-]\nOnce you complete the requirements, you will receive [FFB800]Unique[-] modification for a melee weapon.","[FF6666]Уникальные модификации, Ближний бой[-]\nВыполнив условия, вы получите [FFB800]Уникальную[-] модификацию для оружия ближнего боя.",
BetterWeapon_UniqueModsRange,items,Item,,[FFB800]Unique[-] Range Combat Modification,[FFB800]Уникальная[-] модификация дальнего боя,Modificación de combate cuerpo a cuerpo [FFB800]Única[-]
BetterWeapon_UniqueModsRangeDesc,items,Item,,"[FF6666]Unique Modifications, Range Combat[-]\nOnce you complete the requirements, you will receive [FFB800]Unique[-] modification for range weapons.","[FF6666]Уникальные модификации, Дальний бой[-]\nВыполнив условия, вы получите [FFB800]Уникальную[-] модификацию для оружия дальнего боя.",

BetterWeapon_LastHunt1,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 8,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 8,
BetterWeapon_LastHunt1Desc,items,Item,,"[FF6666]The Last Hunt, The Beginning[-]\nOnce you complete the conditions, you will receive a random unique weapon modification and several unique parts, and will be able to continue the quest chain.\n\n[DECEA3]Warning! Canceling this task will interrupt the entire quest chain. Restarting is only possible with the help of an administrator.","[FF6666]Последняя охота, Начало[-]\nВыполнив условия, вы получите случайную уникальную модификацию для оружия и несколько уникальных частей, и сможете продолжить цепочку квеста.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",
BetterWeapon_LastHunt2,items,Item,,[DECEA3]Quest[-] [FF6666]«The best weapon»[-] Chapter 9,[DECEA3]Квест[-] [FF6666]«Лучшее оружие»[-] Глава 9,
BetterWeapon_LastHunt2Desc,items,Item,,"[FF6666]The Last Hunt, Completion[-]\nFulfilling the conditions will reward you with some skill points and unique parts.\n\n[DECEA3]Warning! Canceling this task will interrupt the entire quest chain. Restarting is only possible with the help of an administrator.","[FF6666]Поледняя охота, Завершение[-]\nВыполнив условия, вы получите несколько очков навыков и уникальные части.\n\n[DECEA3]Внимание! Отмена этого задания прервет всю цепочку квеста. Повторный запуск возможен только с помощью администратора.",

BetterWeapon,Quest,Quest Info,,Clearing the area,Очистка зоны,
BetterWeapon_spear,Quest,Quest Info,,Use spear,Используйте копье,
BetterWeapon_club,Quest,Quest Info,,Use club,Используйте дубину,
BetterWeapon_sledgehammer,Quest,Quest Info,,Use sledgehammer,Используйте кувалду,
BetterWeapon_knuckles,Quest,Quest Info,,Use knuckles,Используйте кастеты,
BetterWeapon_knife,Quest,Quest Info,,Use a knife or machete,Используйте нож или мачете,
BetterWeapon_rifle,Quest,Quest Info,,Use sniper rifle,Используйте снайперскую винтовку,
BetterWeapon_shotgun,Quest,Quest Info,,Use shotgun,Используйте дробовик,
BetterWeapon_machineGun,Quest,Quest Info,,Use automatic weapon,Используйте автоматическое оружие,
BetterWeapon_pistol,Quest,Quest Info,,Use pistol or SMG,Используйте пистолеты или ПП,
BetterWeapon_archery,Quest,Quest Info,,Use bows or crossbows,Используйте луки или арбалеты,

quest_BetterWeapon_completion,Quest,Quest Info,,"Damn it! You managed to kill all these creatures. The Wild One said that you would come for the reward, but I never believed that you would succeed. In general, choose what you like from this... And get lost quickly.","Черт возьми! У тебя получилось перебить всех этих тварей. Дикий говорил что ты подойдешь за наградой, но я никак не верил что у тебя получиться. В общем выбирай что тебе из этого по вкусу... И проваливай поскорей.",
quest_BetterWeaponEnd_completion,Quest,Quest Info,,"It's hard for me to imagine how you managed to survive all of this. In any case, people like you leave hope that we will all survive. The Wild One said that you would come for the reward, but I never believed that you would succeed. In general, I hope you will not let anyone hurt us.","Мне сложно представить как ты смог пережить все это. В любом случае такие люди как ты, оставляют надежду что нам всем получиться выжить. Дикий говорил что ты подойдешь за наградой, но я никак не верил что у тебя получиться. В общем надеюсь ты не дашь нас всех в обиду.",

BetterWeaponMeleeLightName,Quest,Quest Info,,[DECEA3]Get[-] Light Melee Weapon,[DECEA3]Получить[-] Легкое оружие ближнего боя,
BetterWeaponMeleeeHeavyName,Quest,Quest Info,,[DECEA3]Get[-] Heavy Melee Weapon,[DECEA3]Получить[-] Тяжелое оружие ближнего боя,

BetterWeaponMeleeT1Name,Quest,Quest Info,,[FF6666]«The best weapon»[-] Chapter 1,[FF6666]«Лучшее оружие»[-] Глава 1,
BetterWeaponMeleeT1Offer,Quest,Quest Info,,"[DECEA3]Better than Just Pipes, Melee[-]\n\n«A good stick can sometimes scare off intruders, especially if it's made of iron. Kill [FF6666]75 zombies[-], and I'll tell you how to get a starting melee weapon.» [DECEA3]- Wild[-]","[DECEA3]Лучше чем просто трубки, Ближний бой[-]\n\n«Хорошая палка иногда может отпугнуть незванных гостей, особенно если она железная. Убей [FF6666]75 зомби[-], и я расскажу как получить начальное оружие ближнего боя.» [DECEA3]- Дикий[-]",
BetterWeaponMeleeLightT1Offer,Quest,Quest Info,,"«Light melee weapons may not be the easiest way to stop hordes of crazed zombies, but for single-target combat, they're the best option without the significant stamina drain. A good choice, but certainly not for everyone. Kill [FF6666]50 zombies using any light weapon (knuckles, knives, or batons)[-], and you'll be able to pick up the light [DECEA3]iron[-] melee weapon.» [DECEA3]- Wild[-]","«Возможно легким оружием ближнего боя не так просто останавливать толплы обезумевших зомби, но для одиночных целей это лучшее решение не требующее значительного расхода выносливости. Хороший выбор, но разумеется на любителя. Убей [FF6666]50 зомби используя любое легкое оружие (кастеты, ножи или жезлы)[-], и ты сможешь забрать легкое [DECEA3]железное[-] оружие ближнего боя.» [DECEA3]- Дикий[-]",
BetterWeaponMeleeHeavyT1Offer,Quest,Quest Info,,"«Any heavy melee weapon looks menacing, and not just for humans. It can easily stop hordes of bloodthirsty ghouls, but it also requires a fair amount of stamina. A good choice, but certainly an acquired taste. Kill [FF6666]50 zombies using any heavy weapon (spears, clubs, or sledgehammers)[-], and you can pick up a heavy [DECEA3]iron[-] melee weapon.» [DECEA3]- Wild[-]","«Любое тяжелое оружие ближнего боя выглядит грозно, и не только для людей. Им легко можно остановить толпы кровожадных упырей, но и выносливости потребуется не мало. Хороший выбор, но разумеется на любителя. Убей [FF6666]50 зомби используя любое тяжелое оружие (копья, дубины или кувалды)[-], и ты сможешь забрать тяжелое [DECEA3]железное[-] оружие ближнего боя.» [DECEA3]- Дикий[-]",
BetterWeaponRangeT1Name,Quest,Quest Info,,[FF6666]«The best weapon»[-] Chapter 2,[FF6666]«Лучшее оружие»[-] Глава 2,
BetterWeaponRangeT1Offer,Quest,Quest Info,,"[DECEA3]Better than Just Pipes, Range[-]\n\n«Before the infection, many kept long-range weapons, but as you can see, it did not help everyone. I hope it will help you more. Kill [FF6666]100 zombies[-], and you can take a long-range weapon for self-defense.» [DECEA3]- Wild[-]","[DECEA3]Лучше чем просто трубки, Дальний бой[-]\n\n«До заражения, многие хранили у себя дальнобойное оружие, но как видишь не всем это помогло. Надеюсь тебе оно поможет больше. Убей [FF6666]100 зомби[-], и ты сможешь забрать оружие дальнего боя для самообороны.» [DECEA3]- Дикий[-]",

BetterWeaponMeleeT2Name,Quest,Quest Info,,[FF6666]«The best weapon»[-] Chapter 3,[FF6666]«Лучшее оружие»[-] Глава 3,
