Key,Source,Context,Changes,English,Russian,Spanish
perkGameTimerRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]3%[-], Loot bonus increased by [DECEA3]3%[-], Mobility increased by [DECEA3]4.5%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]3%[-]. Бонус к луту увеличен на [DECEA3]3%[-]. Мобильность увеличена на [DECEA3]4.5%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]3%[-], bonificación de botín aumentada en un [DECEA3]3%[-], movilidad aumentada en un [DECEA3]4.5%[-]"
perkGameTimerRank4Desc,progression,Skills,,Survive in the game for 12 hours,Выжить в игре 12 часов,Sobrevive en el juego durante 12 horas
perkGameTimerRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]4%[-], Loot bonus increased by [DECEA3]4%[-], Mobility increased by [DECEA3]6%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]4%[-]. Бонус к луту увеличен на [DECEA3]4%[-]. Мобильность увеличена на [DECEA3]6%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]4%[-], bonificación de botín aumentada en un [DECEA3]4%[-], movilidad aumentada en un [DECEA3]6%[-]"
perkGameTimerRank5Desc,progression,Skills,,Survive in the game for 18 hours,Выжить в игре 18 часов,Sobrevive en el juego durante 18 horas
perkGameTimerRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]5%[-], Loot bonus increased by [DECEA3]5%[-], Mobility increased by [DECEA3]7.5%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]5%[-]. Бонус к луту увеличен на [DECEA3]5%[-]. Мобильность увеличена на [DECEA3]7.5%[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]5%[-], bonificación de botín aumentada en un [DECEA3]5%[-], movilidad aumentada en un [DECEA3]7.5%[-]"
perkGameTimerRank6Desc,progression,Skills,,Survive in the game for 24 hours,Выжить в игре 24 часа,Sobrevive en el juego durante 24 horas
perkGameTimerRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]6%[-], Loot bonus increased by [DECEA3]6%[-], Mobility increased by [DECEA3]9%[-], Health and stamina increased by [DECEA3]10[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]6%[-]. Бонус к луту увеличен на [DECEA3]6%[-]. Мобильность увеличена на [DECEA3]9%[-]. Запас здоровья и выносливости увеличен на [DECEA3]10.[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]6%[-], bonificación de botín aumentada en un [DECEA3]6%[-], movilidad aumentada en un [DECEA3]9%[-], salud y resistencia aumentadas en [DECEA3]10[-]"
perkGameTimerRank7Desc,progression,Skills,,Survive in the game for 32 hours,Выжить в игре 32 часа,Sobrevive en el juego durante 32 horas
perkGameTimerRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]7%[-], Loot bonus increased by [DECEA3]7%[-], Mobility increased by [DECEA3]10.5%[-], Health and stamina increased by [DECEA3]20[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]7%[-]. Бонус к луту увеличен на [DECEA3]7%[-]. Мобильность увеличена на [DECEA3]10.5%[-]. Запас здоровья и выносливости увеличен на [DECEA3]20.[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]7%[-], bonificación de botín aumentada en un [DECEA3]7%[-], movilidad aumentada en un [DECEA3]10.5%[-], salud y resistencia aumentadas en [DECEA3]20[-]"
perkGameTimerRank8Desc,progression,Skills,,Survive in the game for 40 hours,Выжить в игре 40 часов,Sobrevive en el juego durante 40 horas
perkGameTimerRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]8%[-], Loot bonus increased by [DECEA3]8%[-], Mobility increased by [DECEA3]12%[-] Health and stamina increased by [DECEA3]30[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]8%[-]. Бонус к луту увеличен на [DECEA3]8%[-]. Мобильность увеличена на [DECEA3]12%[-]. Запас здоровья и выносливости увеличен на [DECEA3]30.[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]8%[-], bonificación de botín aumentada en un [DECEA3]8%[-], movilidad aumentada en un [DECEA3]12%[-], salud y resistencia aumentadas en [DECEA3]30[-]"
perkGameTimerRank9Desc,progression,Skills,,Survive in the game for 50 hours,Выжить в игре 50 часов,Sobrevive en el juego durante 50 horas
perkGameTimerRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]9%[-], Loot bonus increased by [DECEA3]9%[-], Mobility increased by [DECEA3]13.5%[-] Health and stamina increased by [DECEA3]40[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]9%[-]. Бонус к луту увеличен на [DECEA3]9%[-]. Мобильность увеличена на [DECEA3]13.5%[-]. Запас здоровья и выносливости увеличен на [DECEA3]40.[-]","[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]9%[-], bonificación de botín aumentada en un [DECEA3]9%[-], movilidad aumentada en un [DECEA3]13.5%[-], salud y resistencia aumentadas en [DECEA3]40[-]"
perkGameTimerRank10Desc,progression,Skills,,Survive in the game for 60 hours,Выжить в игре 60 часов,Sobrevive en el juego durante 60 horas
perkGameTimerRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]10%[-], Loot bonus increased by [DECEA3]10%[-], Mobility increased by [DECEA3]15%[-], Health and stamina increased by [DECEA3]50[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]I KNOW WHAT TO LOOK FOR[-]\nEvery 5000 enemies killed increases the loot bonus by 50.\n[DECEA3]Currently killed: {cvar(.GameTimerKillCounter:0)} - Current bonus: {cvar(.GameTimerLootBonus:0)}[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ИГРЕ:[-]\nПолучаемый опыт в игре увеличен на [DECEA3]10%[-]. Бонус к луту увеличен на [DECEA3]10%[-]. Мобильность увеличена на [DECEA3]15%[-]. Запас здоровья и выносливости увеличен на [DECEA3]50[-]\n\n[DECEA3]БОНУСНАЯ СПОСОБНОСТЬ[-] [FFB800]ЗНАЮ ЧТО ИСКАТЬ[-]\nКаждые 5000 убитых противников увеличивают бонус к добыче на 50.\n[DECEA3]Сейчас убито: {cvar(.GameTimerKillCounter:0)} - Текущий бонус: {cvar(.GameTimerLootBonus:0)}[-]", "[DECEA3]BONIFICACIONES MIENTRAS ESTÁS EN EL JUEGO:[-]\nExperiencia obtenida en el juego aumentada en un [DECEA3]10%[-], bonificación de botín aumentada en un [DECEA3]10%[-], movilidad aumentada en un [DECEA3]15%[-], salud y resistencia aumentadas en [DECEA3]50[-]\n\n[DECEA3]HABILIDAD DE BONIFICACIÓN[-] [FFB800]SÉ QUÉ BUSCAR[-]\nCada 5000 enemigos asesinados aumenta la bonificación de botín en 50.\n[DECEA3]Muertos actuales: {cvar(.GameTimerKillCounter:0)} - Bonificación actual: {cvar(.GameTimerLootBonus:0)}[-]"

perkForestTimerName,progression,perk,,Forest,Лес,Bosque
perkForestTimerDesc,progression,perk,,"You also need to know how to survive in the forest. But it's just a matter of time.\nThe more time you spend in the forest, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerForest_HH:0)}h {cvar(TimerForest_MM:0)}m[-]","В лесу тоже нужно уметь выживать. Но это всего лишь дело времени.\nЧем больше времени вы проведёте в лесу, тем проще вам там выживать.\n\n[DECEA3]Сейчас: {cvar(TimerForest_HH:0)}ч {cvar(TimerForest_MM:0)}м.[-]","También necesitas saber cómo sobrevivir en el bosque. Pero es solo cuestión de tiempo.\nCuanto más tiempo pases en el bosque, más fácil te será sobrevivir allí.\n\n[DECEA3]Ahora: {cvar(TimerForest_HH:0)}h {cvar(TimerForest_MM:0)}m[-]"
Forest_LevelUP,UI,Tooltip,,Increased passive skill: Forest,Повышен пассивный навык: Лесной биом,Habilidad pasiva aumentada: Bosque
reqPerkForest01,progression,Attribute,,{cvar(TimerForest_HH:0)} of 1,{cvar(TimerForest_HH:0)} из 1,{cvar(TimerForest_HH:0)} de 1
reqPerkForest02,progression,Attribute,,{cvar(TimerForest_HH:0)} of 2,{cvar(TimerForest_HH:0)} из 2,{cvar(TimerForest_HH:0)} de 2
reqPerkForest03,progression,Attribute,,{cvar(TimerForest_HH:0)} of 4,{cvar(TimerForest_HH:0)} из 4,{cvar(TimerForest_HH:0)} de 4
reqPerkForest04,progression,Attribute,,{cvar(TimerForest_HH:0)} of 6,{cvar(TimerForest_HH:0)} из 6,{cvar(TimerForest_HH:0)} de 6
reqPerkForest05,progression,Attribute,,{cvar(TimerForest_HH:0)} of 8,{cvar(TimerForest_HH:0)} из 8,{cvar(TimerForest_HH:0)} de 8
reqPerkForest06,progression,Attribute,,{cvar(TimerForest_HH:0)} of 10,{cvar(TimerForest_HH:0)} из 10,{cvar(TimerForest_HH:0)} de 10
reqPerkForest07,progression,Attribute,,{cvar(TimerForest_HH:0)} of 12,{cvar(TimerForest_HH:0)} из 12,{cvar(TimerForest_HH:0)} de 12
reqPerkForest08,progression,Attribute,,{cvar(TimerForest_HH:0)} of 16,{cvar(TimerForest_HH:0)} из 16,{cvar(TimerForest_HH:0)} de 16
reqPerkForest09,progression,Attribute,,{cvar(TimerForest_HH:0)} of 20,{cvar(TimerForest_HH:0)} из 20,{cvar(TimerForest_HH:0)} de 20
reqPerkForest10,progression,Attribute,,{cvar(TimerForest_HH:0)} of 25,{cvar(TimerForest_HH:0)} из 25,{cvar(TimerForest_HH:0)} de 25
perkForestTimerRank1Desc,progression,Skills,,Survive in the forest for 1 hour,Выжить в лесу 1 час,Sobrevive en el bosque durante 1 hora
perkForestTimerRank1LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]1%[-], Wood production increased by [DECEA3]3%[-], Clay production increased by [DECEA3]3%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]1%[-]. Добыча древесины увеличена на [DECEA3]3%[-]. Добыча глины увеличена на [DECEA3]3%[-]. Урон по всем зомби увеличен на [DECEA3]3%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]1%[-], producción de madera aumentada en un [DECEA3]3%[-], producción de arcilla aumentada en un [DECEA3]3%[-], daño a todos los zombis aumentado en un [DECEA3]3%[-]"
perkForestTimerRank2Desc,progression,Skills,,Survive in the forest for 2 hours,Выжить в лесу 2 часа,Sobrevive en el bosque durante 2 horas
perkForestTimerRank2LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]2%[-], Wood production increased by [DECEA3]6%[-], Clay production increased by [DECEA3]6%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]2%[-]. Добыча древесины увеличена на [DECEA3]6%[-]. Добыча глины увеличена на [DECEA3]6%[-]. Урон по всем зомби увеличен на [DECEA3]6%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]2%[-], producción de madera aumentada en un [DECEA3]6%[-], producción de arcilla aumentada en un [DECEA3]6%[-], daño a todos los zombis aumentado en un [DECEA3]6%[-]"
perkForestTimerRank3Desc,progression,Skills,,Survive in the forest for 4 hours,Выжить в лесу 4 часа,Sobrevive en el bosque durante 4 horas
perkForestTimerRank3LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]3%[-], Wood production increased by [DECEA3]9%[-], Clay production increased by [DECEA3]9%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]3%[-]. Добыча древесины увеличена на [DECEA3]9%[-]. Добыча глины увеличена на [DECEA3]9%[-]. Урон по всем зомби увеличен на [DECEA3]9%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]3%[-], producción de madera aumentada en un [DECEA3]9%[-], producción de arcilla aumentada en un [DECEA3]9%[-], daño a todos los zombis aumentado en un [DECEA3]9%[-]"
perkForestTimerRank4Desc,progression,Skills,,Survive in the forest for 6 hours,Выжить в лесу 6 часов,Sobrevive en el bosque durante 6 horas
perkForestTimerRank4LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]4%[-], Wood production increased by [DECEA3]12%[-], Clay production increased by [DECEA3]12%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]4%[-]. Добыча древесины увеличена на [DECEA3]12%[-]. Добыча глины увеличена на [DECEA3]12%[-]. Урон по всем зомби увеличен на [DECEA3]12%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]4%[-], producción de madera aumentada en un [DECEA3]12%[-], producción de arcilla aumentada en un [DECEA3]12%[-], daño a todos los zombis aumentado en un [DECEA3]12%[-]"
perkForestTimerRank5Desc,progression,Skills,,Survive in the forest for 8 hours,Выжить в лесу 8 часов,Sobrevive en el bosque durante 8 horas
perkForestTimerRank5LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]5%[-], Wood production increased by [DECEA3]15%[-], Clay production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]5%[-]. Добыча древесины увеличена на [DECEA3]15%[-]. Добыча глины увеличена на [DECEA3]15%[-]. Урон по всем зомби увеличен на [DECEA3]15%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]5%[-], producción de madera aumentada en un [DECEA3]15%[-], producción de arcilla aumentada en un [DECEA3]15%[-], daño a todos los zombis aumentado en un [DECEA3]15%[-]"
perkForestTimerRank6Desc,progression,Skills,,Survive in the forest for 10 hours,Выжить в лесу 10 часов,Sobrevive en el bosque durante 10 horas
perkForestTimerRank6LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]6%[-], Wood production increased by [DECEA3]18%[-], Clay production increased by [DECEA3]18%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]6%[-]. Добыча древесины увеличена на [DECEA3]18%[-]. Добыча глины увеличена на [DECEA3]18%[-]. Урон по всем зомби увеличен на [DECEA3]18%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]6%[-], producción de madera aumentada en un [DECEA3]18%[-], producción de arcilla aumentada en un [DECEA3]18%[-], daño a todos los zombis aumentado en un [DECEA3]18%[-]"
perkForestTimerRank7Desc,progression,Skills,,Survive in the forest for 12 hours,Выжить в лесу 12 часов,Sobrevive en el bosque durante 12 horas
perkForestTimerRank7LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]7%[-], Wood production increased by [DECEA3]21%[-], Clay production increased by [DECEA3]21%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]7%[-]. Добыча древесины увеличена на [DECEA3]21%[-]. Добыча глины увеличена на [DECEA3]21%[-]. Урон по всем зомби увеличен на [DECEA3]21%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]7%[-], producción de madera aumentada en un [DECEA3]21%[-], producción de arcilla aumentada en un [DECEA3]21%[-], daño a todos los zombis aumentado en un [DECEA3]21%[-]"
perkForestTimerRank8Desc,progression,Skills,,Survive in the forest for 16 hours,Выжить в лесу 16 часов,Sobrevive en el bosque durante 16 horas
perkForestTimerRank8LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]8%[-], Wood production increased by [DECEA3]24%[-], Clay production increased by [DECEA3]24%[-], Damage to all zombies increased by [DECEA3]24%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]8%[-]. Добыча древесины увеличена на [DECEA3]24%[-]. Добыча глины увеличена на [DECEA3]24%[-]. Урон по всем зомби увеличен на [DECEA3]24%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]8%[-], producción de madera aumentada en un [DECEA3]24%[-], producción de arcilla aumentada en un [DECEA3]24%[-], daño a todos los zombis aumentado en un [DECEA3]24%[-]"
perkForestTimerRank9Desc,progression,Skills,,Survive in the forest for 20 hours,Выжить в лесу 20 часов,Sobrevive en el bosque durante 20 horas
perkForestTimerRank9LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]9%[-], Wood production increased by [DECEA3]27%[-], Clay production increased by [DECEA3]27%[-], Damage to all zombies increased by [DECEA3]27%[-]","[DECEA3]БОНУСЫ ПРИ НАХОЖДЕНИИ В ЛЕСУ:[-]\nПолучаемый опыт в лесу увеличен на [DECEA3]9%[-]. Добыча древесины увеличена на [DECEA3]27%[-]. Добыча глины увеличена на [DECEA3]27%[-]. Урон по всем зомби увеличен на [DECEA3]27%[-]","[DECEA3]BONIFICACIONES DEL BOSQUE:[-]\nExperiencia obtenida en el bosque aumentada en un [DECEA3]9%[-], producción de madera aumentada en un [DECEA3]27%[-], producción de arcilla aumentada en un [DECEA3]27%[-], daño a todos los zombis aumentado en un [DECEA3]27%[-]"
perkForestTimerRank10Desc,progression,Skills,,Survive in the forest for 25 hours,Выжить в лесу 25 часов,Sobrevive en el bosque durante 25 horas
