Key,Source,Context,Changes,English,Russian,Spanish
Bonus_StupitBetDesc,items,Resources,,"By activating this item, you will prove to everyone that it is difficult to argue with you, and will forever receive a bonus [DECEA3]10%[-] to the sale of items from traders.","Активируя этот предмет, вы докажете всем, что вас сложно переспорить, и навсегда получите бонус [DECEA3]10%[-] к цене продажи предметов у торговцев.","Al activar este objeto, demostrarás a todos que es difícil discutir contigo y recibirás para siempre una bonificación del [DECEA3]10%[-] en la venta de objetos a los comerciantes."

quest_Contract,Quest,Quest Info,,Fulfil the terms of the contract,Выполнил контракт,Cumplir los términos del contrato
quest_Contract_complite,Quest,Quest Info,,"Great job! Contract closed. Here's your reward.","Отличная работа! Контракт закрыт. Вот ваша награда.","¡Gran trabajo! Contrato cerrado. Aquí tienes tu recompensa."
Ingredients_Desc,items,questItem,,"This item is handed over after the fulfillment of the relevant contract.\nFind a contract in the world and fulfill its terms.After making the item, hand it over to the merchant to receive a reward.\n\n[DECEA3]An item created in advance will not be accepted by the merchant.","Этот предмет сдается после выполнения соответствующего контракта.\nНайдите в мире контракт и выполните его условия.\nПосле изготовления предмета сдайте его торговцу для получения награды.\n\n[DECEA3]Предмет созданный заранее не будет принят торговцем.[-]","Entrega los ingredientes al comerciante y recibe la recompensa."

RareCont_Bundle,items,item,,Random [D1D5FF]Rare Contract:[-],Случайный [D1D5FF]Редкий контракт[-],Contrato [D1D5FF]Raro[-] Aleatorio
RareCont_BundleDesc,items,item,,"When used, grants a random rare contract.","При использовании дает случайный редкий контракт.","Al usarlo, otorga un contrato raro aleatorio."

Elixir_HealthT1,items,questItem,,[DECEA3]Small Elixir:[-] Health Reserve,[DECEA3]Малый эликсир:[-] Запаса здоровья,[DECEA3]Elixir Pequeño[-] Reserva de Salud
Elixir_HealthT1Desc,items,questItem,,"When used, permanently increases health by 1.","При использовании навсегда увеличивает запас здоровья на 1.","Al usarlo, aumenta permanentemente la salud en 1."
Elixir_HealthT2,items,questItem,,[DECEA3]Medium Elixir:[-] Health Reserve,[DECEA3]Средний эликсир:[-] Запаса здоровья,[DECEA3]Elixir Mediano[-] Reserva de Salud
Elixir_HealthT2Desc,items,questItem,,"When used, permanently increases health by 5.","При использовании навсегда увеличивает запас здоровья на 5.","Al usarlo, aumenta permanentemente la salud en 5."
Elixir_HealthT3,items,questItem,,[DECEA3]Big Elixir:[-] Health Reserve,[DECEA3]Большой эликсир:[-] Запаса здоровья,[DECEA3]Elixir Grande[-] Reserva de Salud
Elixir_HealthT3Desc,items,questItem,,"When used, permanently increases health by 10.","При использовании навсегда увеличивает запас здоровья на 10.","Al usarlo, aumenta permanentemente la salud en 10."
Elixir_StaminaT1,items,questItem,,[DECEA3]Small Elixir:[-] Stamina Reserve,[DECEA3]Малый эликсир:[-] Запаса выносливости,[DECEA3]Elixir Pequeño[-] Reserva de Resistencia
Elixir_StaminaT1Desc,items,questItem,,"When used, permanently increases Stamina by 1.","При использовании навсегда увеличивает запас выносливости на 1.","Al usarlo, aumenta permanentemente la Resistencia en 1."
Elixir_StaminaT2,items,questItem,,[DECEA3]Medium Elixir:[-] Stamina Reserve,[DECEA3]Средний эликсир:[-] Запаса выносливости,[DECEA3]Elixir Mediano[-] Reserva de Resistencia
Elixir_StaminaT2Desc,items,questItem,,"When used, permanently increases Stamina by 5.","При использовании навсегда увеличивает запас выносливости на 5.","Al usarlo, aumenta permanentemente la Resistencia en 5."
Elixir_StaminaT3,items,questItem,,[DECEA3]Big Elixir:[-] Stamina Reserve,[DECEA3]Большой эликсир:[-] Запаса выносливости,[DECEA3]Elixir Grande[-] Reserva de Resistencia
Elixir_StaminaT3Desc,items,questItem,,"When used, permanently increases Stamina by 10.","При использовании навсегда увеличивает запас выносливости на 10.","Al usarlo, aumenta permanentemente la Resistencia en 10."
Elixir_JumpStrength,items,questItem,,[DECEA3]Elixir:[-] Jump Strength,[DECEA3]Эликсир:[-] Высота прыжка,[DECEA3]Elixir:[-] Fuerza de Salto
Elixir_JumpStrengthDesc,items,questItem,,"When used, permanently increases jump strength by 5%.","При использовании навсегда увеличивает высоту прыжка на 5%.","Al usarlo, aumenta permanentemente la fuerza de salto en un 5%."
Elixir_Mobility,items,questItem,,[DECEA3]Elixir:[-] Mobility,[DECEA3]Эликсир:[-] Мобильность,[DECEA3]Elixir:[-] Movilidad
Elixir_MobilityDesc,items,questItem,,"When used, permanently increases jump mobility by 1%.","При использовании навсегда увеличивает вашу мобильность на 1%.","Al usarlo, aumenta permanentemente tu movilidad en un 1%."
Elixir_HiddenStrike,items,questItem,,[DECEA3]Elixir:[-] Hidden Strike,[DECEA3]Эликсир:[-] Удар из исподтишка,[DECEA3]Elixir:[-] Golpe Oculto
Elixir_HiddenStrikeDesc,items,questItem,,"When used, permanently increases the damage bonus from stealth by 10%.","При использовании навсегда увеличивает бонус к урону из скрытности на 10%.","Al usarlo, aumenta permanentemente la bonificación de daño por sigilo en un 10%."
Elixir_AnimalDamageMelee,items,questItem,,[DECEA3]Elixir:[-] Damage to animals,[DECEA3]Эликсир:[-] Урон по животным,[DECEA3]Elixir:[-] Daño a animales
Elixir_AnimalDamageMeleeDesc,items,questItem,,"When used, permanently increases the melee damage bonus to animals by 10%.","При использовании навсегда увеличивает бонус к урону по животным в ближнем бою на 10%.","Al usarlo, aumenta permanentemente la bonificación de daño cuerpo a cuerpo a animales en un 10%."

Cont_VehicleT1,items,questItem,,[71FFE7]Contract:[-] Minibike parts,[71FFE7]Контракт:[-] Деталь минибайка,[71FFE7]Contrato[-] Partes de Minimoto
Cont_VehicleT1Desc,items,questItem,,"Starts [71FFE7]Contract:[-] Minibike Parts\n\nBy completing the contract, you will be able to receive a random Minibike part.","Запускает [71FFE7]Контракт:[-] Деталь минибайка.\n\nВыполнив контракт, вы сможете получить случайную деталь минибайка.","Inicia [71FFE7]Contrato[-] Partes de Minimoto\n\nAl completar el contrato, podrás recibir una parte aleatoria de Minimoto."
Cont_VehicleT2,items,questItem,,[71FFE7]Contract:[-] Motorcycle parts,[71FFE7]Контракт:[-] Деталь мотоцикла,[71FFE7]Contrato[-] Partes de Motocicleta
Cont_VehicleT2Desc,items,questItem,,"Starts [71FFE7]Contract:[-] Motorcycle Parts\n\nBy completing the contract, you will be able to receive a random Motorcycle part.","Запускает [71FFE7]Контракт:[-] Деталь мотоцикла.\n\nВыполнив контракт, вы сможете получить случайную деталь мотоцикла.","Inicia [71FFE7]Contrato[-] Partes de Motocicleta\n\nAl completar el contrato, podrás recibir una parte aleatoria de Motocicleta."
Cont_VehicleT3,items,questItem,,[71FFE7]Contract:[-] Truck 4x4 parts,[71FFE7]Контракт:[-] Деталь грузовика 4х4,[71FFE7]Contrato[-] Partes de Camión 4x4
Cont_VehicleT3Desc,items,questItem,,"Starts [71FFE7]Contract:[-] Truck 4x4 Parts\n\nBy completing the contract, you will be able to receive a random Truck 4x4 part.","Запускает [71FFE7]Контракт:[-] Деталь грузовика 4х4.\n\nВыполнив контракт, вы сможете получить случайную деталь грузовика 4х4.","Inicia [71FFE7]Contrato[-] Partes de Camión 4x4\n\nAl completar el contrato, podrás recibir una parte aleatoria de Camión 4x4."
Cont_VehicleT4,items,questItem,,[71FFE7]Contract:[-] Gyrocopter parts,[71FFE7]Контракт:[-] Деталь автожира,[71FFE7]Contrato[-] Partes de Girocóptero
Cont_VehicleT4Desc,items,questItem,,"Starts [71FFE7]Contract:[-] Gyrocopter Parts\n\nBy completing the contract, you will be able to receive a random Gyrocopter part.","Запускает [71FFE7]Контракт:[-] Деталь автожира.\n\nВыполнив контракт, вы сможете получить случайную деталь автожира.","Inicia [71FFE7]Contrato[-] Partes de Girocóptero\n\nAl completar el contrato, podrás recibir una parte aleatoria de Girocóptero."

Ingredients_FoodT1,items,questItem,,Ingredients [71FFE7]Contract:[-] Some food,Ингредиенты [71FFE7]Контракта:[-] Немного еды,Ingredientes [71FFE7]Contrato[-] Algo de comida
Cont_FoodT1,items,questItem,,[71FFE7]Contract:[-] Some Food,[71FFE7]Контракт:[-] Немного еды,[71FFE7]Contrato[-] Algo de Comida
Cont_FoodT1Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Some Food\n\nBy completing the contract, you will be able to get some food and drinking water.","Запускает [71FFE7]Контракт:[-] Немного еды.\n\nВыполнив контракт, вы сможете получить немного еды и питьевую воду.\n","Inicia [71FFE7]Contrato[-] Algo de Comida\n\nAl completar el contrato, podrás obtener algo de comida y agua potable."
Ingredients_FoodT2,items,questItem,,Ingredients [71FFE7]Contract:[-] Hearty Lunch,Ингредиенты [71FFE7]Контракта:[-] Плотный обед,Ingredientes [71FFE7]Contrato[-] Almuerzo Sustancioso
Cont_FoodT2,items,questItem,,[71FFE7]Contract:[-] Hearty Lunch,[71FFE7]Контракт:[-] Плотный обед,[71FFE7]Contrato[-] Almuerzo Sustancioso
Cont_FoodT2Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Hearty Lunch\n\nBy fulfilling the terms of the contract, you will be able to receive a tasty drink and hearty food.","Запускает [71FFE7]Контракт:[-] Плотный обед.\n\nВыполнив контракт, вы сможете получить вкусный напиток и сытную пищу.","Inicia [71FFE7]Contrato[-] Almuerzo Sustancioso\n\nAl cumplir los términos del contrato, podrás recibir una bebida sabrosa y comida abundante."
Ingredients_FoodT3,items,questItem,,Ingredients [71FFE7]Contract:[-] Lots of Food,Ингредиенты [71FFE7]Контракта:[-] Много еды,Ingredientes [71FFE7]Contrato[-] Mucha Comida
Cont_FoodT3,items,questItem,,[71FFE7]Contract:[-] Lots of Food,[71FFE7]Контракт:[-] Много еды,[71FFE7]Contrato[-] Mucha Comida
Cont_FoodT3Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Lots of Food\n\nAfter completing the contract, you can get mineral water and a delicious stew.","Запускает [71FFE7]Контракт:[-] Много еды.\n\nВыполнив контракт, вы сможете получить минеральную воду и вкуснейшую похлебку.","Inicia [71FFE7]Contrato[-] Mucha Comida\n\nDespués de completar el contrato, puedes obtener agua mineral y un delicioso estofado."
Ingredients_FoodT4,items,questItem,,Ingredients [71FFE7]Contract:[-] Glutton,Ингредиенты [71FFE7]Контракта:[-] Обжора,Ingredientes [71FFE7]Contrato[-] Glotón
Cont_FoodT4,items,questItem,,[71FFE7]Contract:[-] Glutton,[71FFE7]Контракт:[-] Обжора,[71FFE7]Contrato[-] Glotón
Cont_FoodT4Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Glutton\n\nAfter completing the contract, you will be able to receive smoothies and homemade food.","Запускает [71FFE7]Контракт:[-] Обжора.\n\nВыполнив условия контракта, вы сможете получить смузи и домашнюю еду.","Inicia [71FFE7]Contrato[-] Glotón\n\nDespués de completar el contrato, podrás recibir batidos y comida casera."
Cont_MedicineT1,items,questItem,,[71FFE7]Contract:[-] First aid,[71FFE7]Контракт:[-] Первая помощь,[71FFE7]Contrato[-] Primeros auxilios
Cont_MedicineT1Desc,items,questItem,,"Launches [71FFE7]Contract:[-] First Aid\n\nBy completing the contract, you will be able to receive First Aid Bandages, a Splint, or Honey.","Запускает [71FFE7]Контракт:[-] Первая помощь.\n\nВыполнив условия контракта, вы сможете получить бинты для оказания первой помощи, шину или мёд.","Inicia [71FFE7]Contrato[-] Primeros Auxilios\n\nAl completar el contrato, podrás recibir Vendas de Primeros Auxilios, una Férula o Miel."
Cont_MedicineT2,items,questItem,,[71FFE7]Contract:[-] Basic medicine,[71FFE7]Контракт:[-] Базовая медицина,[71FFE7]Contrato[-] Medicina básica
Cont_MedicineT2Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Basic medicine\n\nBy fulfilling the terms of the contract, you can receive painkillers, vitamins, a splint, or herbal antibiotics.","Запускает [71FFE7]Контракт:[-] Базовая медицина.\n\nВыполнив условия контракта, вы сможете получить обезболивающие, витамины, шину или травяные антибиотики.","Inicia [71FFE7]Contrato[-] Medicina Básica\n\nAl cumplir los términos del contrato, puedes recibir analgésicos, vitaminas, una férula o antibióticos herbales."
Cont_MedicineT3,items,questItem,,[71FFE7]Contract:[-] Good medicine,[71FFE7]Контракт:[-] Хорошая медицина,[71FFE7]Contrato[-] Buena medicina
Cont_MedicineT3Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Good medicine\n\nBy fulfilling the terms of the contract, you can receive first aid kits, plaster cast or antibiotics.","Запускает [71FFE7]Контракт:[-] Хорошая медицина.\n\nВыполнив условия контракта, вы сможете получить аптечки, гибс или антибиотики.","Inicia [71FFE7]Contrato[-] Buena Medicina\n\nAl cumplir los términos del contrato, puedes recibir botiquines de primeros auxilios, yeso o antibióticos."
Cont_MedicineT4,items,questItem,,[71FFE7]Contract:[-] Best medicine,[71FFE7]Контракт:[-] Лучшая медицина,[71FFE7]Contrato[-] Mejor medicina
Cont_MedicineT4Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Better Medicine\n\nAfter completing the contract, you can get a first aid kit, rare medicine, Recog or Fort Bites","Запускает [71FFE7]Контракт:[-] Лучшая медицина.\n\nВыполнив условия контракта, вы сможете получить реанимационную аптечку, редкие медикаменты, Сокол или Форт Байтс","Inicia [71FFE7]Contrato[-] Mejor Medicina\n\nDespués de completar el contrato, puedes obtener un botiquín de primeros auxilios, medicina rara, Recog o Fort Bites."
Cont_ConstructionT1,items,questItem,,[71FFE7]Contract:[-] Construction Basics,[71FFE7]Контракт:[-] Основы строительства,[71FFE7]Contrato[-] Fundamentos de Construcción
Cont_ConstructionT1Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Construction Basics\n\nBy fulfilling the contract conditions, you will be able to obtain resources for construction.","Запускает [71FFE7]Контракт:[-] Основы строительства.\n\nВыполнив условия контракта, вы сможете получить ресурсы для строительства.","Inicia [71FFE7]Contrato[-] Fundamentos de Construcción\n\nAl cumplir las condiciones del contrato, podrás obtener recursos para la construcción."
Cont_ConstructionT2,items,questItem,,[71FFE7]Contract:[-] Strong walls,[71FFE7]Контракт:[-] Крепкие стены,[71FFE7]Contrato[-] Muros Fuertes
Cont_ConstructionT2Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Strong walls\n\nBy fulfilling the contract conditions, you will be able to obtain resources for construction.","Запускает [71FFE7]Контракт:[-] Крепкие стены.\n\nВыполнив условия контракта, вы сможете получить ресурсы для строительства.","Inicia [71FFE7]Contrato[-] Muros Fuertes\n\nAl cumplir las condiciones del contrato, podrás obtener recursos para la construcción."
Cont_ConstructionT3,items,questItem,,[71FFE7]Contract:[-] Experienced builder,[71FFE7]Контракт:[-] Опытный строитель,[71FFE7]Contrato[-] Constructor Experimentado
Cont_ConstructionT3Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Experienced builder\n\nBy fulfilling the contract conditions, you will be able to obtain resources for construction.","Запускает [71FFE7]Контракт:[-] Опытный строитель.\n\nВыполнив условия контракта, вы сможете получить ресурсы для строительства.","Inicia [71FFE7]Contrato[-] Constructor Experimentado\n\nAl cumplir las condiciones del contrato, podrás obtener recursos para la construcción."
Ingredients_WorkstationT1,items,questItem,,Ingredients [71FFE7]Contract:[-] Improved dew collector,Ингредиенты [71FFE7]Контракта:[-] Улучшенный коллектор росы,Ingredientes [71FFE7]Contrato[-] Colector de Rocío Mejorado
Cont_WorkstationT1,items,questItem,,[71FFE7]Contract:[-] Improved dew collector,[71FFE7]Контракт:[-] Улучшенный коллектор росы,[71FFE7]Contrato[-] Colector de Rocío Mejorado
Cont_WorkstationT1Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Improved Dew Collector\n\nBy completing the contract, you will be able to obtain the Improved Dew Collector.","Запускает [71FFE7]Контракт:[-] Улучшенный коллектор росы.\n\nВыполнив условия контракта, вы сможете получить улучшенный коллектор росы.","Inicia [71FFE7]Contrato[-] Colector de Rocío Mejorado\n\nAl completar el contrato, podrás obtener el Colector de Rocío Mejorado."
Ingredients_WorkstationT2,items,questItem,,Ingredients [71FFE7]Contract:[-] Improved Workbench,Ингредиенты [71FFE7]Контракта:[-] Улучшенный верстак,Ingredientes [71FFE7]Contrato[-] Banco de Trabajo Mejorado
Cont_WorkstationT2,items,questItem,,[71FFE7]Contract:[-] Improved workbench,[71FFE7]Контракт:[-] Улучшенный верстак,[71FFE7]Contrato[-] Banco de Trabajo Mejorado
Cont_WorkstationT2Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Improved Workbench\n\nBy completing the contract, you will be able to receive an improved workbench.","Запускает [71FFE7]Контракт:[-] Улучшенный верстак.\n\nВыполнив условия контракта, вы сможете получить улучшенный верстак.","Inicia [71FFE7]Contrato[-] Banco de Trabajo Mejorado\n\nAl completar el contrato, podrás recibir un banco de trabajo mejorado."
Ingredients_WorkstationT3,items,questItem,,Ingredients [71FFE7]Contract:[-] Improved cement mixer,Ингредиенты [71FFE7]Контракта:[-] Улучшенная бетономешалка,Ingredientes [71FFE7]Contrato[-] Hormigonera Mejorada
Cont_WorkstationT3,items,questItem,,[71FFE7]Contract:[-] Improved cement mixer,[71FFE7]Контракт:[-] Улучшенная бетономешалка,[71FFE7]Contrato[-] Hormigonera Mejorada
Cont_WorkstationT3Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Improved cement mixer\n\nBy completing the contract, you will be able to obtain an improved cement mixer.","Запускает [71FFE7]Контракт:[-] Улучшенная бетономешалка.\n\nВыполнив условия контракта, вы сможете получить улучшенную бетономешалку.","Inicia [71FFE7]Contrato[-] Forja Mejorada\n\nAl completar el contrato, podrás obtener una forja mejorada."
Ingredients_WorkstationT4,items,questItem,,Ingredients [71FFE7]Contract:[-] Improved forge,Ингредиенты [71FFE7]Контракта:[-] Улучшенная кузница,Ingredientes [71FFE7]Contrato[-] Forja Mejorada
Cont_WorkstationT4,items,questItem,,[71FFE7]Contract:[-] Improved forge,[71FFE7]Контракт:[-] Улучшенная кузница,[71FFE7]Contrato[-] Forja Mejorada
Cont_WorkstationT4Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Improved Forge\n\nBy completing the contract, you will be able to obtain an improved forge.","Запускает [71FFE7]Контракт:[-] Улучшенная кузница.\n\nВыполнив условия контракта, вы сможете получить улучшенную кузницу.","Inicia [71FFE7]Contrato[-] Forja Mejorada\n\nAl completar el contrato, podrás obtener una forja mejorada."
Ingredients_WorkstationT5,items,questItem,,Ingredients [71FFE7]Contract:[-] Improved chemical station,Ингредиенты [71FFE7]Контракта:[-] Улучшенная химическая станция,Ingredientes [71FFE7]Contrato[-] Estación Química Mejorada
Cont_WorkstationT5,items,questItem,,[71FFE7]Contract:[-] Improved chemical station,[71FFE7]Контракт:[-] Улучшенная химическая станция,[71FFE7]Contrato[-] Estación Química Mejorada
Cont_WorkstationT5Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Improved Chemical Station\n\nBy completing the contract, you will be able to obtain an improved chemical station.","Запускает [71FFE7]Контракт:[-] Улучшенная химическая станция.\n\nВыполнив условия контракта, вы сможете получить улучшенную химическую станцию.","Inicia [71FFE7]Contrato[-] Estación Química Mejorada\n\nAl completar el contrato, podrás obtener una estación química mejorada."
Cont_BooksT1,items,questItem,,[71FFE7]Contract:[-] Some information,[71FFE7]Контракт:[-] Немного информации,[71FFE7]Contrato[-] Algo de Información
Cont_BooksT1Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Some information\n\nBy fulfilling the conditions of the contract, you will be able to receive a set of books or magazines.","Запускает [71FFE7]Контракт:[-] Немного информации.\n\nВыполнив условия контракта, вы сможете получить набор книг или журналов.","Inicia [71FFE7]Contrato[-] Algo de Información\n\nAl cumplir las condiciones del contrato, podrás recibir un conjunto de libros o revistas."
Cont_BooksT2,items,questItem,,[71FFE7]Contract:[-] Useful knowledge,[71FFE7]Контракт:[-] Полезные знания,[71FFE7]Contrato[-] Conocimiento Útil
Cont_BooksT2Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Useful knowledge\n\nBy fulfilling the conditions of the contract, you will be able to receive a set of books or magazines.","Запускает [71FFE7]Контракт:[-] Полезные знания.\n\nВыполнив условия контракта, вы сможете получить набор книг или журналов.","Inicia [71FFE7]Contrato[-] Conocimiento Útil\n\nAl cumplir las condiciones del contrato, podrás recibir un conjunto de libros o revistas."
Cont_BooksT3,items,questItem,,[71FFE7]Contract:[-] Baggage of knowledge,[71FFE7]Контракт:[-] Багаж знаний,[71FFE7]Contrato[-] Equipaje de Conocimiento
Cont_BooksT3Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Baggage of knowledge\n\nBy fulfilling the conditions of the contract, you will be able to receive a set of books or magazines.","Запускает [71FFE7]Контракт:[-] Багаж знаний.\n\nВыполнив условия контракта, вы сможете получить набор книг или журналов.","Inicia [71FFE7]Contrato[-] Equipaje de Conocimiento\n\nAl cumplir las condiciones del contrato, podrás recibir un conjunto de libros o revistas."
Cont_BooksT4,items,questItem,,[71FFE7]Contract:[-] Library of knowledge,[71FFE7]Контракт:[-] Библиотека знаний,[71FFE7]Contrato[-] Biblioteca de Conocimiento
Cont_BooksT4Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Library of knowledge\n\nBy fulfilling the conditions of the contract, you will be able to receive a set of books or magazines.","Запускает [71FFE7]Контракт:[-] Библиотека знаний.\n\nВыполнив условия контракта, вы сможете получить набор книг или журналов.","Inicia [71FFE7]Contrato[-] Biblioteca de Conocimiento\n\nAl cumplir las condiciones del contrato, podrás recibir un conjunto de libros o revistas."
Ingredients_ArmorT1,items,questItem,,Ingredients [71FFE7]Contract:[-] Beautiful seam,Ингредиенты [71FFE7]Контракта:[-] Красивый шов,Ingredientes [71FFE7]Contrato[-] Costura Hermosa
Cont_ArmorT1,items,questItem,,[71FFE7]Contract:[-] Beautiful seam,[71FFE7]Контракт:[-] Красивый шов,[71FFE7]Contrato[-] Costura Hermosa
Cont_ArmorT1Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Beautiful Seam\n\nBy fulfilling the terms of the contract, you will be able to receive resources for creating armor.","Запускает [71FFE7]Контракт:[-] Красивый шов.\n\nВыполнив условия контракта, вы сможете получить ресурсы для создания брони.","Inicia [71FFE7]Contrato[-] Costura Hermosa\n\nAl cumplir los términos del contrato, podrás recibir recursos para crear armadura."
Ingredients_ArmorT2,items,questItem,,Ingredients [71FFE7]Contract:[-] A good tailor,Ингредиенты [71FFE7]Контракта:[-] Хороший портной,Ingredientes [71FFE7]Contrato[-] Un Buen Sastre
Cont_ArmorT2,items,questItem,,[71FFE7]Contract:[-] A good tailor,[71FFE7]Контракт:[-] Хороший портной,[71FFE7]Contrato[-] Un Buen Sastre
Cont_ArmorT2Desc,items,questItem,,"Launches [71FFE7]Contract:[-] A good tailor\n\nBy fulfilling the terms of the contract, you will be able to receive resources for creating armor.","Запускает [71FFE7]Контракт:[-] Хороший портной.\n\nВыполнив условия контракта, вы сможете получить ресурсы для создания брони.","Inicia [71FFE7]Contrato[-] Un Buen Sastre\n\nAl cumplir los términos del contrato, podrás recibir recursos para crear armadura."
Ingredients_ArmorT3,items,questItem,,Ingredients [71FFE7]Contract:[-] The best tailor,Ингредиенты [71FFE7]Контракта:[-] Лучший портной,Ingredientes [71FFE7]Contrato[-] El Mejor Sastre
Cont_ArmorT3,items,questItem,,[71FFE7]Contract:[-] The best tailor,[71FFE7]Контракт:[-] Лучший портной,[71FFE7]Contrato[-] El Mejor Sastre
Cont_ArmorT3Desc,items,questItem,,"Launches [71FFE7]Contract:[-] The best tailor\n\nBy fulfilling the terms of the contract, you will be able to receive resources for creating armor.","Запускает [71FFE7]Контракт:[-] Лучший портной.\n\nВыполнив условия контракта, вы сможете получить ресурсы для создания брони.","Inicia [71FFE7]Contrato[-] El Mejor Sastre\n\nAl cumplir los términos del contrato, podrás recibir recursos para crear armadura."
Ingredients_RepairT1,items,questItem,,Ingredients [71FFE7]Contract:[-] Mend and Glue,Ингредиенты [71FFE7]Контракта:[-] Подлатать и подклеить,Ingredientes [71FFE7]Contrato[-] Remendar y Pegar
