Key,Source,Context,Changes,English,Russian,Spanish
perkCombosMeleeRank2LongDesc,progression,Skills,,"You are learning combinations. Chance to trigger a combination is [DECEA3]7%[-], bonus duration is [DECEA3]2m[-].","Вы изучаете комбинации. Шанс запуска комбинации [DECEA3]7%[-], длительность бонуса [DECEA3]2м[-].","Estás aprendiendo combinaciones. La probabilidad de activar una combinación es del [DECEA3]7%[-] y la duración de la bonificación es de [DECEA3]2m[-]."
perkCombosMeleeRank3Desc,progression,Skills,,Combinator,Комбинатор,Combinador
perkCombosMeleeRank3LongDesc,progression,Skills,,"You are proficient in using various combos in combat. Chance to start a combination is [DECEA3]8%[-], bonus duration is [DECEA3]2m 30s[-].","Вы умеете использовать разные комбинации в бою. Шанс запуска комбинации [DECEA3]8%[-], длительность бонуса [DECEA3]2м 30с[-].","Eres experto en el uso de diversos combos en combate. La probabilidad de iniciar una combinación es del [DECEA3]8%[-] y la duración de la bonificación es de [DECEA3]2m 30s[-]."
perkCombosMeleeRank4Desc,progression,Skills,,Master,Мастер,Maestro
perkCombosMeleeRank4LongDesc,progression,Skills,,"You masterfully combo attacks. The chance of starting a combination is [DECEA3]9%[-], the bonus duration is [DECEA3]3m[-].","Вы мастерски комбинируете удары. Шанс запуска комбинации [DECEA3]9%[-], длительность бонуса [DECEA3]3м[-].","Combinas ataques con maestría. La probabilidad de iniciar una combinación es del [DECEA3]9%[-], la duración del bono es de [DECEA3]3m.[-]"
perkCombosMeleeRank5Desc,progression,Skills,,The Great Schemer,Великий комбинатор,El gran intrigante
perkCombosMeleeRank5LongDesc,progression,Skills,,"You are a master combinator. The chance to launch a combination is [DECEA3]10%[-], the bonus duration is [DECEA3]3m 30s[-].","Вы великий комбинатор. Шанс запуска комбинации [DECEA3]10%[-], длительность бонуса [DECEA3]3м 30с[-].","Eres un maestro de la combinación. La probabilidad de lanzar una combinación es del [DECEA3]10%[-], la duración de la bonificación es de [DECEA3]3m 30s[-]."

buffComboBonus1Tooltip,buffs,Buff,,You've received a bonus from your completed normal combo,Вы получили бонус от выполненной обычной комбинации,Has recibido una bonificación por completar tu combo normal
buffComboBonus2Tooltip,buffs,Buff,,You've received a bonus from your completed advanced combo,Вы получили бонус от выполненной продвинутой комбинации,Has recibido una bonificación por completar tu combo avanzado
buffComboBonus3Tooltip,buffs,Buff,,You've received a bonus from your completed hard combo,Вы получили бонус от выполненной сложной комбинации,Has recibido una bonificación por completar tu combo duro
buffComboBonusDamage1Name,buffs,buff,,"Combo Bonus: [C8C8C8]Damage[-]","Бонус комбинации: [C8C8C8]Урон[-]","Bono de combo: [C8C8C8]Daño[-]"
buffComboBonusDamage1Desc,buffs,Buff,,"You've received a bonus from your completed normal combo. Melee weapon damage is increased by [C8C8C8]10%[-].","Вы получили бонус от выполненной обычной комбинации. Урон оружия ближнего боя увеличен на [C8C8C8]10%[-].","Has recibido una bonificación por completar tu combo normal. El daño de las armas cuerpo a cuerpo aumenta un [C8C8C8]10%[-]."
buffComboBonusDamage2Name,buffs,buff,,"Combo Bonus: [BEBEFF]Damage[-]","Бонус комбинации: [BEBEFF]Урон[-]","Bono de combo: [BEBEFF]Daño[-]"
buffComboBonusDamage2Desc,buffs,Buff,,"You've received a bonus from your completed advanced combo. Melee weapon damage is increased by [BEBEFF]20%[-].","Вы получили бонус от выполненной продвинутой комбинации. Урон оружия ближнего боя увеличен на [BEBEFF]20%[-].","Has recibido una bonificación por completar tu combo avanzado. El daño de las armas cuerpo a cuerpo aumenta un [BEBEFF]20%[-]."
buffComboBonusDamage3Name,buffs,buff,,"Combo Bonus: [FFB800]Damage[-]","Бонус комбинации: [FFB800]Урон[-]","Bono de combo: [FFB800]Daño[-]"
buffComboBonusDamage3Desc,buffs,Buff,,"You've received a bonus from your completed hard combo. Melee weapon damage is increased by [FFB800]30%[-].","Вы получили бонус от выполненной сложной комбинации. Урон оружия ближнего боя увеличен на [FFB800]30%[-].","Has recibido una bonificación por completar tu combo duro. El daño de las armas cuerpo a cuerpo aumenta un [FFB800]30%[-]."
buffComboBonusSpeed1Name,buffs,buff,,"Combo Bonus: [C8C8C8]Speed[-]","Бонус комбинации: [C8C8C8]Скорость[-]","Bono de combo: [C8C8C8]Velocidad[-]"
buffComboBonusSpeed1Desc,buffs,Buff,,"You've received a bonus from your completed normal combo. Melee weapon attack speed increased by [C8C8C8]10%[-].","Вы получили бонус от выполненной обычной комбинации. Скорость атаки оружия ближнего боя увеличена на [C8C8C8]10%[-].","Has recibido una bonificación por completar tu combo normal. La velocidad de ataque de las armas cuerpo a cuerpo aumenta en [C8C8C8]10%[-]."
buffComboBonusSpeed2Name,buffs,buff,,"Combo Bonus: [BEBEFF]Speed[-]","Бонус комбинации: [BEBEFF]Скорость[-]","Bono de combo: [BEBEFF]Velocidad[-]"
buffComboBonusSpeed2Desc,buffs,Buff,,"You've received a bonus from your completed advanced combo. Melee weapon attack speed increased by [BEBEFF]20%[-].","Вы получили бонус от выполненной продвинутой комбинации. Скорость атаки оружия ближнего боя увеличена на [BEBEFF]20%[-].","Has recibido una bonificación por completar tu combo avanzado. La velocidad de ataque de las armas cuerpo a cuerpo aumenta en [BEBEFF]20%[-]."
buffComboBonusSpeed3Name,buffs,buff,,"Combo Bonus: [FFB800]Speed[-]","Бонус комбинации: [FFB800]Скорость[-]","Bono de combo: [FFB800]Velocidad[-]"
buffComboBonusSpeed3Desc,buffs,Buff,,"You've received a bonus from your completed hard combo. Melee weapon attack speed increased by [FFB800]30%[-].","Вы получили бонус от выполненной сложной комбинации. Скорость атаки оружия ближнего боя увеличена на [FFB800]30%[-].","Has recibido una bonificación por completar tu combo duro. La velocidad de ataque de las armas cuerpo a cuerpo aumenta en [FFB800]30%[-]."
buffComboBonusXP1Name,buffs,buff,,"Combo Bonus: [C8C8C8]Experience[-]","Бонус комбинации: [C8C8C8]Опыт[-]","Bono de combo: [C8C8C8]Experiencia[-]"
buffComboBonusXP1Desc,buffs,Buff,,"You've received a bonus from your completed normal combo. Experience gained is increased by [C8C8C8]5%[-].","Вы получили бонус от выполненной обычной комбинации. Получаемый опыт увеличен на [C8C8C8]5%[-].","Has recibido una bonificación por completar tu combo normal. Experiencia adquirida aumentada en [C8C8C8]5%[-]."
buffComboBonusXP2Name,buffs,buff,,"Combo Bonus: [BEBEFF]Experience[-]","Бонус комбинации: [BEBEFF]Опыт[-]","Bono de combo: [BEBEFF]Experiencia[-]"
buffComboBonusXP2Desc,buffs,Buff,,"You've received a bonus from your completed advanced combo. Experience gained is increased by [BEBEFF]10%[-].","Вы получили бонус от выполненной продвинутой комбинации. Получаемый опыт увеличен на [BEBEFF]10%[-].","Has recibido una bonificación por completar tu combo avanzado. Experiencia adquirida aumentada en [BEBEFF]10%[-]."
buffComboBonusXP3Name,buffs,buff,,"Combo Bonus: [FFB800]Experience[-]","Бонус комбинации: [FFB800]Опыт[-]","Bono de combo: [FFB800]Experiencia[-]"
buffComboBonusXP3Desc,buffs,Buff,,"You've received a bonus from your completed hard combo. Experience gained is increased by [FFB800]15%[-].","Вы получили бонус от выполненной сложной комбинации. Получаемый опыт увеличен на [FFB800]15%[-].","Has recibido una bonificación por completar tu combo duro. Experiencia adquirida aumentada en [FFB800]15%[-]."
